Position,Abbreviation,DriverNumber,TeamName,GridPosition,Status,RaceTime_Sec,PitStops,IsWetRace,Year,Round,Circuit
11.0,GIO,99,Alfa Romeo Racing,20.0,Finished,10.254,1,0,2021,6,Baku
12.0,BOT,77,Mercedes,10.0,Finished,11.264,1,0,2021,6,Baku
13.0,MSC,47,Haas F1 Team,17.0,Finished,14.241,1,0,2021,6,Baku
14.0,MAZ,9,Haas F1 Team,18.0,Finished,14.315,2,0,2021,6,Baku
15.0,HAM,44,Mercedes,2.0,Finished,17.668,1,0,2021,6,Baku
16.0,LAT,6,Williams,16.0,Finished,43.379,0,0,2021,6,Baku
17.0,RUS,63,Williams,15.0,Gearbox,,1,0,2021,6,Baku
18.0,VER,33,Red Bull Racing,3.0,Accident,,0,0,2021,6,Baku
19.0,STR,18,Aston Martin,19.0,Accident,,0,0,2021,6,Baku
20.0,OCO,31,Alpine,12.0,Turbo,,0,0,2021,6,Baku
1.0,VER,33,Red Bull Racing,1.0,Finished,5245.77,0,0,2021,7,Le Castellet
2.0,HAM,44,Mercedes,2.0,Finished,2.904,0,0,2021,7,Le Castellet
3.0,PER,11,Red Bull Racing,4.0,Finished,8.811,0,0,2021,7,Le Castellet
4.0,BOT,77,Mercedes,3.0,Finished,14.618,0,0,2021,7,Le Castellet
5.0,NOR,4,McLaren,8.0,Finished,64.032,0,0,2021,7,Le Castellet
6.0,RIC,3,McLaren,10.0,Finished,75.857,0,0,2021,7,Le Castellet
7.0,GAS,10,AlphaTauri,6.0,Finished,76.596,0,0,2021,7,Le Castellet
8.0,ALO,14,Alpine,9.0,Finished,77.695,0,0,2021,7,Le Castellet
9.0,VET,5,Aston Martin,12.0,Finished,79.666,0,0,2021,7,Le Castellet
10.0,STR,18,Aston Martin,19.0,Finished,91.946,0,0,2021,7,Le Castellet
11.0,SAI,55,Ferrari,5.0,Finished,99.337,0,0,2021,7,Le Castellet
12.0,RUS,63,Williams,14.0,+1 Lap,,0,0,2021,7,Le Castellet
13.0,TSU,22,AlphaTauri,0.0,+1 Lap,,0,0,2021,7,Le Castellet
14.0,OCO,31,Alpine,11.0,+1 Lap,,0,0,2021,7,Le Castellet
15.0,GIO,99,Alfa Romeo Racing,13.0,+1 Lap,,0,0,2021,7,Le Castellet
16.0,LEC,16,Ferrari,7.0,+1 Lap,,0,0,2021,7,Le Castellet
17.0,RAI,7,Alfa Romeo Racing,17.0,+1 Lap,,0,0,2021,7,Le Castellet
18.0,LAT,6,Williams,16.0,+1 Lap,,0,0,2021,7,Le Castellet
19.0,MSC,47,Haas F1 Team,15.0,+1 Lap,,0,0,2021,7,Le Castellet
20.0,MAZ,9,Haas F1 Team,18.0,+1 Lap,,0,0,2021,7,Le Castellet
1.0,VER,33,Red Bull Racing,1.0,Finished,4938.925,0,0,2021,8,Spielberg
2.0,HAM,44,Mercedes,2.0,Finished,35.743,0,0,2021,8,Spielberg
3.0,BOT,77,Mercedes,5.0,Finished,46.907,0,0,2021,8,Spielberg
4.0,PER,11,Red Bull Racing,4.0,Finished,47.434,0,0,2021,8,Spielberg
5.0,NOR,4,McLaren,3.0,+1 Lap,,0,0,2021,8,Spielberg
6.0,SAI,55,Ferrari,12.0,+1 Lap,,0,0,2021,8,Spielberg
7.0,LEC,16,Ferrari,7.0,+1 Lap,,0,0,2021,8,Spielberg
8.0,STR,18,Aston Martin,9.0,+1 Lap,,0,0,2021,8,Spielberg
9.0,ALO,14,Alpine,8.0,+1 Lap,,0,0,2021,8,Spielberg
10.0,TSU,22,AlphaTauri,11.0,+1 Lap,,0,0,2021,8,Spielberg
11.0,RAI,7,Alfa Romeo Racing,18.0,+1 Lap,,0,0,2021,8,Spielberg
12.0,VET,5,Aston Martin,14.0,+1 Lap,,0,0,2021,8,Spielberg
13.0,RIC,3,McLaren,13.0,+1 Lap,,0,0,2021,8,Spielberg
14.0,OCO,31,Alpine,17.0,+1 Lap,,0,0,2021,8,Spielberg
15.0,GIO,99,Alfa Romeo Racing,15.0,+1 Lap,,0,0,2021,8,Spielberg
16.0,MSC,47,Haas F1 Team,19.0,+2 Laps,,0,0,2021,8,Spielberg
17.0,LAT,6,Williams,16.0,+3 Laps,,0,0,2021,8,Spielberg
18.0,MAZ,9,Haas F1 Team,20.0,+3 Laps,,0,0,2021,8,Spielberg
19.0,RUS,63,Williams,10.0,Engine,,1,0,2021,8,Spielberg
20.0,GAS,10,AlphaTauri,6.0,Collision,,0,0,2021,8,Spielberg
1.0,VER,33,Red Bull Racing,1.0,Finished,5034.543,0,1,2021,9,Spielberg
2.0,BOT,77,Mercedes,5.0,Finished,17.973,0,1,2021,9,Spielberg
3.0,NOR,4,McLaren,2.0,Finished,20.019,0,1,2021,9,Spielberg
4.0,HAM,44,Mercedes,4.0,Finished,46.452,0,1,2021,9,Spielberg
5.0,SAI,55,Ferrari,10.0,Finished,57.144,0,1,2021,9,Spielberg
6.0,PER,11,Red Bull Racing,3.0,Finished,57.915,0,1,2021,9,Spielberg
7.0,RIC,3,McLaren,13.0,Finished,60.395,0,1,2021,9,Spielberg
8.0,LEC,16,Ferrari,12.0,Finished,61.195,0,1,2021,9,Spielberg
9.0,GAS,10,AlphaTauri,6.0,Finished,61.844,0,1,2021,9,Spielberg
10.0,ALO,14,Alpine,14.0,+1 Lap,,0,1,2021,9,Spielberg
11.0,RUS,63,Williams,8.0,+1 Lap,,0,1,2021,9,Spielberg
12.0,TSU,22,AlphaTauri,7.0,+1 Lap,,0,1,2021,9,Spielberg
13.0,STR,18,Aston Martin,9.0,+1 Lap,,0,1,2021,9,Spielberg
14.0,GIO,99,Alfa Romeo Racing,15.0,+1 Lap,,0,1,2021,9,Spielberg
15.0,RAI,7,Alfa Romeo Racing,16.0,+1 Lap,,0,1,2021,9,Spielberg
16.0,LAT,6,Williams,18.0,+1 Lap,,0,1,2021,9,Spielberg
17.0,VET,5,Aston Martin,11.0,Collision,,0,1,2021,9,Spielberg
18.0,MSC,47,Haas F1 Team,19.0,+2 Laps,,0,1,2021,9,Spielberg
19.0,MAZ,9,Haas F1 Team,20.0,+2 Laps,,0,1,2021,9,Spielberg
20.0,OCO,31,Alpine,17.0,Collision,,0,1,2021,9,Spielberg
1.0,HAM,44,Mercedes,2.0,Finished,7103.284,0,0,2021,10,Silverstone
2.0,LEC,16,Ferrari,4.0,Finished,3.871,0,0,2021,10,Silverstone
3.0,BOT,77,Mercedes,3.0,Finished,11.125,0,0,2021,10,Silverstone
4.0,NOR,4,McLaren,5.0,Finished,28.573,0,0,2021,10,Silverstone
5.0,RIC,3,McLaren,6.0,Finished,42.624,0,0,2021,10,Silverstone
6.0,SAI,55,Ferrari,10.0,Finished,43.454,0,0,2021,10,Silverstone
7.0,ALO,14,Alpine,7.0,Finished,72.093,0,0,2021,10,Silverstone
8.0,STR,18,Aston Martin,14.0,Finished,74.289,0,0,2021,10,Silverstone
9.0,OCO,31,Alpine,9.0,Finished,76.162,0,0,2021,10,Silverstone
10.0,TSU,22,AlphaTauri,16.0,Finished,82.065,0,0,2021,10,Silverstone
11.0,GAS,10,AlphaTauri,11.0,Finished,85.327,0,0,2021,10,Silverstone
12.0,RUS,63,Williams,12.0,+1 Lap,,0,0,2021,10,Silverstone
13.0,GIO,99,Alfa Romeo Racing,15.0,+1 Lap,,0,0,2021,10,Silverstone
14.0,LAT,6,Williams,17.0,+1 Lap,,0,0,2021,10,Silverstone
15.0,RAI,7,Alfa Romeo Racing,13.0,+1 Lap,,0,0,2021,10,Silverstone
16.0,PER,11,Red Bull Racing,0.0,+1 Lap,,0,0,2021,10,Silverstone
17.0,MAZ,9,Haas F1 Team,19.0,+1 Lap,,0,0,2021,10,Silverstone
18.0,MSC,47,Haas F1 Team,18.0,+1 Lap,,0,0,2021,10,Silverstone
19.0,VET,5,Aston Martin,8.0,Retired,,0,0,2021,10,Silverstone
20.0,VER,33,Red Bull Racing,1.0,Collision,,0,0,2021,10,Silverstone
1.0,OCO,31,Alpine,8.0,Finished,7483.199,1,1,2021,11,Budapest
2.0,HAM,44,Mercedes,1.0,Finished,2.7359999999999998,0,1,2021,11,Budapest
3.0,SAI,55,Ferrari,15.0,Finished,15.018,1,1,2021,11,Budapest
4.0,ALO,14,Alpine,9.0,Finished,15.651,1,1,2021,11,Budapest
5.0,GAS,10,AlphaTauri,5.0,Finished,63.614,1,1,2021,11,Budapest
6.0,TSU,22,AlphaTauri,16.0,Finished,75.803,1,1,2021,11,Budapest
7.0,LAT,6,Williams,18.0,Finished,77.91,1,1,2021,11,Budapest
8.0,RUS,63,Williams,17.0,Finished,79.094,1,1,2021,11,Budapest
9.0,VER,33,Red Bull Racing,3.0,Finished,80.244,2,1,2021,11,Budapest
10.0,RAI,7,Alfa Romeo Racing,13.0,+1 Lap,,1,1,2021,11,Budapest
11.0,RIC,3,McLaren,11.0,+1 Lap,,1,1,2021,11,Budapest
12.0,MSC,47,Haas F1 Team,20.0,+1 Lap,,1,1,2021,11,Budapest
13.0,GIO,99,Alfa Romeo Racing,0.0,+1 Lap,,3,1,2021,11,Budapest
14.0,MAZ,9,Haas F1 Team,19.0,Collision,,2,1,2021,11,Budapest
15.0,NOR,4,McLaren,6.0,Collision,,1,1,2021,11,Budapest
16.0,BOT,77,Mercedes,2.0,Collision,,0,1,2021,11,Budapest
17.0,PER,11,Red Bull Racing,4.0,Collision,,0,1,2021,11,Budapest
18.0,LEC,16,Ferrari,7.0,Collision,,0,1,2021,11,Budapest
19.0,STR,18,Aston Martin,12.0,Collision,,0,1,2021,11,Budapest
20.0,VET,5,Aston Martin,10.0,Disqualified,,1,1,2021,11,Budapest
1.0,VER,33,Red Bull Racing,1.0,Finished,207.071,0,1,2021,12,Spa-Francorchamps
2.0,RUS,63,Williams,2.0,Finished,1.995,0,1,2021,12,Spa-Francorchamps
3.0,HAM,44,Mercedes,3.0,Finished,2.601,0,1,2021,12,Spa-Francorchamps
4.0,RIC,3,McLaren,4.0,Finished,4.496,0,1,2021,12,Spa-Francorchamps
5.0,VET,5,Aston Martin,5.0,Finished,7.479,0,1,2021,12,Spa-Francorchamps
6.0,GAS,10,AlphaTauri,6.0,Finished,10.177,0,1,2021,12,Spa-Francorchamps
7.0,OCO,31,Alpine,8.0,Finished,11.579,0,1,2021,12,Spa-Francorchamps
8.0,LEC,16,Ferrari,9.0,Finished,12.608,0,1,2021,12,Spa-Francorchamps
9.0,LAT,6,Williams,10.0,Finished,15.485,0,1,2021,12,Spa-Francorchamps
10.0,SAI,55,Ferrari,11.0,Finished,16.166,0,1,2021,12,Spa-Francorchamps
11.0,ALO,14,Alpine,12.0,Finished,20.59,0,1,2021,12,Spa-Francorchamps
12.0,BOT,77,Mercedes,13.0,Finished,22.414,0,1,2021,12,Spa-Francorchamps
13.0,GIO,99,Alfa Romeo Racing,14.0,Finished,24.163,0,1,2021,12,Spa-Francorchamps
14.0,NOR,4,McLaren,15.0,Finished,27.11,0,1,2021,12,Spa-Francorchamps
15.0,TSU,22,AlphaTauri,16.0,Finished,28.329,0,1,2021,12,Spa-Francorchamps
16.0,MSC,47,Haas F1 Team,17.0,Finished,29.507,0,1,2021,12,Spa-Francorchamps
17.0,MAZ,9,Haas F1 Team,18.0,Finished,31.993,0,1,2021,12,Spa-Francorchamps
18.0,RAI,7,Alfa Romeo Racing,0.0,Finished,36.054,0,1,2021,12,Spa-Francorchamps
19.0,PER,11,Red Bull Racing,0.0,Finished,38.205,0,1,2021,12,Spa-Francorchamps
20.0,STR,18,Aston Martin,19.0,Finished,44.108,0,1,2021,12,Spa-Francorchamps
1.0,VER,33,Red Bull Racing,1.0,Finished,5405.395,0,0,2021,13,Zandvoort
2.0,HAM,44,Mercedes,2.0,Finished,20.932,0,0,2021,13,Zandvoort
3.0,BOT,77,Mercedes,3.0,Finished,56.46,0,0,2021,13,Zandvoort
4.0,GAS,10,AlphaTauri,4.0,+1 Lap,,0,0,2021,13,Zandvoort
5.0,LEC,16,Ferrari,5.0,+1 Lap,,0,0,2021,13,Zandvoort
6.0,ALO,14,Alpine,9.0,+1 Lap,,0,0,2021,13,Zandvoort
7.0,SAI,55,Ferrari,6.0,+1 Lap,,0,0,2021,13,Zandvoort
8.0,PER,11,Red Bull Racing,0.0,+1 Lap,,0,0,2021,13,Zandvoort
9.0,OCO,31,Alpine,8.0,+1 Lap,,0,0,2021,13,Zandvoort
10.0,NOR,4,McLaren,13.0,+1 Lap,,0,0,2021,13,Zandvoort
11.0,RIC,3,McLaren,10.0,+1 Lap,,0,0,2021,13,Zandvoort
12.0,STR,18,Aston Martin,12.0,+2 Laps,,0,0,2021,13,Zandvoort
13.0,VET,5,Aston Martin,15.0,+2 Laps,,0,0,2021,13,Zandvoort
14.0,GIO,99,Alfa Romeo Racing,7.0,+2 Laps,,0,0,2021,13,Zandvoort
15.0,KUB,88,Alfa Romeo Racing,16.0,+2 Laps,,0,0,2021,13,Zandvoort
16.0,LAT,6,Williams,0.0,+2 Laps,,0,0,2021,13,Zandvoort
17.0,RUS,63,Williams,11.0,Gearbox,,1,0,2021,13,Zandvoort
18.0,MSC,47,Haas F1 Team,17.0,+3 Laps,,0,0,2021,13,Zandvoort
19.0,TSU,22,AlphaTauri,14.0,Power Unit,,0,0,2021,13,Zandvoort
20.0,MAZ,9,Haas F1 Team,18.0,Hydraulics,,0,0,2021,13,Zandvoort
1.0,RIC,3,McLaren,2.0,Finished,4914.365,0,0,2021,14,Monza
2.0,NOR,4,McLaren,3.0,Finished,1.7469999999999999,0,0,2021,14,Monza
3.0,BOT,77,Mercedes,19.0,Finished,4.921,0,0,2021,14,Monza
4.0,LEC,16,Ferrari,5.0,Finished,7.309,0,0,2021,14,Monza
5.0,PER,11,Red Bull Racing,8.0,Finished,8.723,0,0,2021,14,Monza
6.0,SAI,55,Ferrari,6.0,Finished,10.535,0,0,2021,14,Monza
7.0,STR,18,Aston Martin,9.0,Finished,15.804,0,0,2021,14,Monza
8.0,ALO,14,Alpine,10.0,Finished,17.201,0,0,2021,14,Monza
9.0,RUS,63,Williams,14.0,Finished,19.742,0,0,2021,14,Monza
10.0,OCO,31,Alpine,12.0,Finished,20.868,0,0,2021,14,Monza
11.0,LAT,6,Williams,13.0,Finished,23.743,0,0,2021,14,Monza
12.0,VET,5,Aston Martin,11.0,Finished,24.621,0,0,2021,14,Monza
13.0,GIO,99,Alfa Romeo Racing,7.0,Finished,27.216,0,0,2021,14,Monza
14.0,KUB,88,Alfa Romeo Racing,17.0,Finished,29.769,0,0,2021,14,Monza
15.0,MSC,47,Haas F1 Team,18.0,Finished,51.088,0,0,2021,14,Monza
16.0,MAZ,9,Haas F1 Team,16.0,Power Unit,,0,0,2021,14,Monza
17.0,HAM,44,Mercedes,4.0,Collision,,0,0,2021,14,Monza
18.0,VER,33,Red Bull Racing,1.0,Collision,,0,0,2021,14,Monza
19.0,GAS,10,AlphaTauri,0.0,Suspension,,0,0,2021,14,Monza
20.0,TSU,22,AlphaTauri,0.0,Brakes,,0,0,2021,14,Monza
1.0,HAM,44,Mercedes,4.0,Finished,5441.001,0,1,2021,15,Sochi
2.0,VER,33,Red Bull Racing,20.0,Finished,53.271,0,1,2021,15,Sochi
3.0,SAI,55,Ferrari,2.0,Finished,62.475,0,1,2021,15,Sochi
4.0,RIC,3,McLaren,5.0,Finished,65.607,0,1,2021,15,Sochi
5.0,BOT,77,Mercedes,16.0,Finished,67.533,0,1,2021,15,Sochi
6.0,ALO,14,Alpine,6.0,Finished,81.321,0,1,2021,15,Sochi
7.0,NOR,4,McLaren,1.0,Finished,87.224,0,1,2021,15,Sochi
8.0,RAI,7,Alfa Romeo Racing,13.0,Finished,88.955,0,1,2021,15,Sochi
9.0,PER,11,Red Bull Racing,8.0,Finished,90.076,0,1,2021,15,Sochi
10.0,RUS,63,Williams,3.0,Finished,100.551,0,1,2021,15,Sochi
11.0,STR,18,Aston Martin,7.0,Finished,106.198,0,1,2021,15,Sochi
12.0,VET,5,Aston Martin,10.0,+1 Lap,,0,1,2021,15,Sochi
13.0,GAS,10,AlphaTauri,11.0,+1 Lap,,0,1,2021,15,Sochi
14.0,OCO,31,Alpine,9.0,+1 Lap,,0,1,2021,15,Sochi
15.0,LEC,16,Ferrari,19.0,+1 Lap,,0,1,2021,15,Sochi
16.0,GIO,99,Alfa Romeo Racing,17.0,+1 Lap,,0,1,2021,15,Sochi
17.0,TSU,22,AlphaTauri,12.0,+1 Lap,,0,1,2021,15,Sochi
18.0,MAZ,9,Haas F1 Team,15.0,+2 Laps,,0,1,2021,15,Sochi
19.0,LAT,6,Williams,18.0,Accident,,0,1,2021,15,Sochi
20.0,MSC,47,Haas F1 Team,14.0,Oil leak,,0,1,2021,15,Sochi
1.0,BOT,77,Mercedes,1.0,Finished,5464.103,0,0,2021,16,Istanbul
2.0,VER,33,Red Bull Racing,2.0,Finished,14.584,0,0,2021,16,Istanbul
3.0,PER,11,Red Bull Racing,6.0,Finished,33.471,0,0,2021,16,Istanbul
4.0,LEC,16,Ferrari,3.0,Finished,37.814,0,0,2021,16,Istanbul
5.0,HAM,44,Mercedes,11.0,Finished,41.812,0,0,2021,16,Istanbul
6.0,GAS,10,AlphaTauri,4.0,Finished,44.292,0,0,2021,16,Istanbul
7.0,NOR,4,McLaren,7.0,Finished,47.213,0,0,2021,16,Istanbul
8.0,SAI,55,Ferrari,19.0,Finished,51.526,0,0,2021,16,Istanbul
9.0,STR,18,Aston Martin,8.0,Finished,82.018,0,0,2021,16,Istanbul
10.0,OCO,31,Alpine,12.0,+1 Lap,,0,0,2021,16,Istanbul
11.0,GIO,99,Alfa Romeo Racing,16.0,+1 Lap,,0,0,2021,16,Istanbul
12.0,RAI,7,Alfa Romeo Racing,17.0,+1 Lap,,0,0,2021,16,Istanbul
13.0,RIC,3,McLaren,20.0,+1 Lap,,0,0,2021,16,Istanbul
14.0,TSU,22,AlphaTauri,9.0,+1 Lap,,0,0,2021,16,Istanbul
15.0,RUS,63,Williams,13.0,+1 Lap,,0,0,2021,16,Istanbul
16.0,ALO,14,Alpine,5.0,+1 Lap,,0,0,2021,16,Istanbul
17.0,LAT,6,Williams,15.0,+1 Lap,,0,0,2021,16,Istanbul
