Position_race,Abbreviation,DriverNumber_race,TeamName_race,GridPosition,Status,IsFinished,RetirementCategory,IsWetRace,Year,Round,Circuit_race,Position_quali,DriverNumber_quali,TeamName_quali,BestLap_Sec,IsWetQuali,Circuit_quali
5.0,GIO,99,Alfa Romeo Racing,12.0,Finished,1,Finished,0,2019,20,São Paulo,13.0,99,Alfa Romeo Racing,68.919,0,São Paulo
6.0,RIC,3,Renault,11.0,Finished,1,Finished,0,2019,20,São Paulo,12.0,3,Renault,68.903,0,São Paulo
7.0,HAM,44,Mercedes,3.0,Finished,1,Finished,0,2019,20,São Paulo,3.0,44,Mercedes,67.699,0,São Paulo
8.0,NOR,4,McLaren,10.0,Finished,1,Finished,0,2019,20,São Paulo,11.0,4,McLaren,68.868,0,São Paulo
9.0,PER,11,Racing Point,15.0,Finished,1,Finished,0,2019,20,São Paulo,15.0,11,Racing Point,69.035,0,São Paulo
10.0,KVY,26,Toro Rosso,16.0,Finished,1,Finished,0,2019,20,São Paulo,16.0,26,Toro Rosso,69.32,0,São Paulo
11.0,MAG,20,Haas F1 Team,9.0,Finished,1,Finished,0,2019,20,São Paulo,10.0,20,Haas F1 Team,68.803,0,São Paulo
12.0,RUS,63,Williams,18.0,Finished,1,Finished,0,2019,20,São Paulo,18.0,63,Williams,70.126,0,São Paulo
13.0,GRO,8,Haas F1 Team,7.0,Finished,1,Finished,0,2019,20,São Paulo,8.0,8,Haas F1 Team,68.705,0,São Paulo
14.0,ALB,23,Red Bull Racing,5.0,Finished,1,Finished,0,2019,20,São Paulo,6.0,23,Red Bull Racing,67.935,0,São Paulo
15.0,HUL,27,Renault,13.0,Finished,1,Finished,0,2019,20,São Paulo,14.0,27,Renault,68.921,0,São Paulo
16.0,KUB,88,Williams,19.0,+1 Lap,0,Other,0,2019,20,São Paulo,19.0,88,Williams,70.614,0,São Paulo
17.0,VET,5,Ferrari,2.0,Collision,0,Other,0,2019,20,São Paulo,2.0,5,Ferrari,67.631,0,São Paulo
18.0,LEC,16,Ferrari,14.0,Collision,0,Other,0,2019,20,São Paulo,4.0,16,Ferrari,67.728,0,São Paulo
19.0,STR,18,Racing Point,17.0,Suspension,0,Other,0,2019,20,São Paulo,17.0,18,Racing Point,69.536,0,São Paulo
20.0,BOT,77,Mercedes,4.0,Power Unit,0,Other,0,2019,20,São Paulo,5.0,77,Mercedes,67.874,0,São Paulo
1.0,HAM,44,Mercedes,1.0,Finished,1,Finished,0,2019,21,Yas Island,1.0,44,Mercedes,94.779,0,Yas Island
2.0,VER,33,Red Bull Racing,2.0,Finished,1,Finished,0,2019,21,Yas Island,3.0,33,Red Bull Racing,95.139,0,Yas Island
3.0,LEC,16,Ferrari,3.0,Finished,1,Finished,0,2019,21,Yas Island,4.0,16,Ferrari,95.219,0,Yas Island
4.0,BOT,77,Mercedes,20.0,Finished,1,Finished,0,2019,21,Yas Island,2.0,77,Mercedes,94.973,0,Yas Island
5.0,VET,5,Ferrari,4.0,Finished,1,Finished,0,2019,21,Yas Island,5.0,5,Ferrari,95.339,0,Yas Island
6.0,ALB,23,Red Bull Racing,5.0,Finished,1,Finished,0,2019,21,Yas Island,6.0,23,Red Bull Racing,95.682,0,Yas Island
7.0,PER,11,Racing Point,10.0,+1 Lap,0,Other,0,2019,21,Yas Island,11.0,11,Racing Point,96.961,0,Yas Island
8.0,NOR,4,McLaren,6.0,+1 Lap,0,Other,0,2019,21,Yas Island,7.0,4,McLaren,96.436,0,Yas Island
9.0,KVY,26,Toro Rosso,13.0,+1 Lap,0,Other,0,2019,21,Yas Island,14.0,26,Toro Rosso,97.141,0,Yas Island
10.0,SAI,55,McLaren,8.0,+1 Lap,0,Other,0,2019,21,Yas Island,9.0,55,McLaren,96.308,0,Yas Island
11.0,RIC,3,Renault,7.0,+1 Lap,0,Other,0,2019,21,Yas Island,8.0,3,Renault,96.456,0,Yas Island
12.0,HUL,27,Renault,9.0,+1 Lap,0,Other,0,2019,21,Yas Island,10.0,27,Renault,96.71,0,Yas Island
13.0,RAI,7,Alfa Romeo Racing,17.0,+1 Lap,0,Other,0,2019,21,Yas Island,18.0,7,Alfa Romeo Racing,98.383,0,Yas Island
14.0,MAG,20,Haas F1 Team,14.0,+1 Lap,0,Other,0,2019,21,Yas Island,15.0,20,Haas F1 Team,97.254,0,Yas Island
15.0,GRO,8,Haas F1 Team,15.0,+1 Lap,0,Other,0,2019,21,Yas Island,16.0,8,Haas F1 Team,98.051,0,Yas Island
16.0,GIO,99,Alfa Romeo Racing,16.0,+1 Lap,0,Other,0,2019,21,Yas Island,17.0,99,Alfa Romeo Racing,98.114,0,Yas Island
17.0,RUS,63,Williams,18.0,+1 Lap,0,Other,0,2019,21,Yas Island,19.0,63,Williams,98.717,0,Yas Island
18.0,GAS,10,Toro Rosso,11.0,+2 Laps,0,Other,0,2019,21,Yas Island,12.0,10,Toro Rosso,97.089,0,Yas Island
19.0,KUB,88,Williams,19.0,+2 Laps,0,Other,0,2019,21,Yas Island,20.0,88,Williams,99.236,0,Yas Island
20.0,STR,18,Racing Point,12.0,Brakes,0,Other,0,2019,21,Yas Island,13.0,18,Racing Point,97.103,0,Yas Island
1.0,BOT,77,Mercedes,1.0,Finished,1,Finished,0,2020,1,Spielberg,1.0,77,Mercedes,62.939,0,Spielberg
2.0,LEC,16,Ferrari,7.0,Finished,1,Finished,0,2020,1,Spielberg,7.0,16,Ferrari,63.923,0,Spielberg
3.0,NOR,4,McLaren,3.0,Finished,1,Finished,0,2020,1,Spielberg,4.0,4,McLaren,63.626,0,Spielberg
4.0,HAM,44,Mercedes,5.0,Finished,1,Finished,0,2020,1,Spielberg,2.0,44,Mercedes,62.951,0,Spielberg
5.0,SAI,55,McLaren,8.0,Finished,1,Finished,0,2020,1,Spielberg,8.0,55,McLaren,63.971,0,Spielberg
6.0,PER,11,Racing Point,6.0,Finished,1,Finished,0,2020,1,Spielberg,6.0,11,Racing Point,63.86,0,Spielberg
7.0,GAS,10,AlphaTauri,12.0,Finished,1,Finished,0,2020,1,Spielberg,12.0,10,AlphaTauri,64.305,0,Spielberg
8.0,OCO,31,Renault,14.0,Finished,1,Finished,0,2020,1,Spielberg,14.0,31,Renault,64.643,0,Spielberg
9.0,GIO,99,Alfa Romeo Racing,18.0,Finished,1,Finished,0,2020,1,Spielberg,18.0,99,Alfa Romeo Racing,65.175,0,Spielberg
10.0,VET,5,Ferrari,11.0,Finished,1,Finished,0,2020,1,Spielberg,11.0,5,Ferrari,64.206,0,Spielberg
11.0,LAT,6,Williams,20.0,Finished,1,Finished,0,2020,1,Spielberg,20.0,6,Williams,65.757,0,Spielberg
12.0,KVY,26,AlphaTauri,13.0,Suspension,0,Other,0,2020,1,Spielberg,13.0,26,AlphaTauri,64.431,0,Spielberg
13.0,ALB,23,Red Bull Racing,4.0,Electronics,0,Other,0,2020,1,Spielberg,5.0,23,Red Bull Racing,63.746,0,Spielberg
14.0,RAI,7,Alfa Romeo Racing,19.0,Wheel,0,Other,0,2020,1,Spielberg,19.0,7,Alfa Romeo Racing,65.224,0,Spielberg
15.0,RUS,63,Williams,17.0,Fuel pressure,0,Other,0,2020,1,Spielberg,17.0,63,Williams,65.167,0,Spielberg
16.0,GRO,8,Haas F1 Team,15.0,Brakes,0,Other,0,2020,1,Spielberg,15.0,8,Haas F1 Team,64.691,0,Spielberg
17.0,MAG,20,Haas F1 Team,16.0,Brakes,0,Other,0,2020,1,Spielberg,16.0,20,Haas F1 Team,65.164,0,Spielberg
18.0,STR,18,Racing Point,9.0,Engine,0,Mechanical,0,2020,1,Spielberg,9.0,18,Racing Point,63.955,0,Spielberg
19.0,RIC,3,Renault,10.0,Overheating,0,Other,0,2020,1,Spielberg,10.0,3,Renault,64.023,0,Spielberg
20.0,VER,33,Red Bull Racing,2.0,Electronics,0,Other,0,2020,1,Spielberg,3.0,33,Red Bull Racing,63.477,0,Spielberg
1.0,HAM,44,Mercedes,1.0,Finished,1,Finished,1,2020,2,Spielberg,1.0,44,Mercedes,77.825,1,Spielberg
2.0,BOT,77,Mercedes,4.0,Finished,1,Finished,1,2020,2,Spielberg,4.0,77,Mercedes,78.657,1,Spielberg
3.0,VER,33,Red Bull Racing,2.0,Finished,1,Finished,1,2020,2,Spielberg,2.0,33,Red Bull Racing,77.938,1,Spielberg
4.0,ALB,23,Red Bull Racing,6.0,Finished,1,Finished,1,2020,2,Spielberg,7.0,23,Red Bull Racing,79.014,1,Spielberg
5.0,NOR,4,McLaren,9.0,Finished,1,Finished,1,2020,2,Spielberg,6.0,4,McLaren,78.448,1,Spielberg
6.0,PER,11,Racing Point,17.0,Finished,1,Finished,1,2020,2,Spielberg,17.0,11,Racing Point,81.607,1,Spielberg
7.0,STR,18,Racing Point,12.0,Finished,1,Finished,1,2020,2,Spielberg,13.0,18,Racing Point,79.645,1,Spielberg
8.0,RIC,3,Renault,8.0,Finished,1,Finished,1,2020,2,Spielberg,9.0,3,Renault,79.229,1,Spielberg
9.0,SAI,55,McLaren,3.0,+1 Lap,0,Other,1,2020,2,Spielberg,3.0,55,McLaren,78.59,1,Spielberg
10.0,KVY,26,AlphaTauri,13.0,+1 Lap,0,Other,1,2020,2,Spielberg,14.0,26,AlphaTauri,79.717,1,Spielberg
11.0,RAI,7,Alfa Romeo Racing,16.0,+1 Lap,0,Other,1,2020,2,Spielberg,16.0,7,Alfa Romeo Racing,81.372,1,Spielberg
12.0,MAG,20,Haas F1 Team,15.0,+1 Lap,0,Other,1,2020,2,Spielberg,15.0,20,Haas F1 Team,80.211,1,Spielberg
13.0,GRO,8,Haas F1 Team,0.0,+1 Lap,0,Other,1,2020,2,Spielberg,20.0,8,Haas F1 Team,,1,Spielberg
14.0,GIO,99,Alfa Romeo Racing,19.0,+1 Lap,0,Other,1,2020,2,Spielberg,19.0,99,Alfa Romeo Racing,81.831,1,Spielberg
15.0,GAS,10,AlphaTauri,7.0,+1 Lap,0,Other,1,2020,2,Spielberg,8.0,10,AlphaTauri,78.744,1,Spielberg
16.0,RUS,63,Williams,11.0,+2 Laps,0,Other,1,2020,2,Spielberg,12.0,63,Williams,79.636,1,Spielberg
17.0,LAT,6,Williams,18.0,+2 Laps,0,Other,1,2020,2,Spielberg,18.0,6,Williams,81.759,1,Spielberg
18.0,OCO,31,Renault,5.0,Overheating,0,Other,1,2020,2,Spielberg,5.0,31,Renault,78.764,1,Spielberg
19.0,LEC,16,Ferrari,14.0,Collision damage,0,Other,1,2020,2,Spielberg,11.0,16,Ferrari,79.628,1,Spielberg
20.0,VET,5,Ferrari,10.0,Collision damage,0,Other,1,2020,2,Spielberg,10.0,5,Ferrari,79.545,1,Spielberg
1.0,HAM,44,Mercedes,1.0,Finished,1,Finished,1,2020,3,Budapest,1.0,44,Mercedes,73.447,0,Budapest
2.0,VER,33,Red Bull Racing,7.0,Finished,1,Finished,1,2020,3,Budapest,7.0,33,Red Bull Racing,74.849,0,Budapest
3.0,BOT,77,Mercedes,2.0,Finished,1,Finished,1,2020,3,Budapest,2.0,77,Mercedes,73.554,0,Budapest
4.0,STR,18,Racing Point,3.0,Finished,1,Finished,1,2020,3,Budapest,3.0,18,Racing Point,74.377,0,Budapest
5.0,ALB,23,Red Bull Racing,13.0,Finished,1,Finished,1,2020,3,Budapest,13.0,23,Red Bull Racing,75.715,0,Budapest
6.0,VET,5,Ferrari,5.0,+1 Lap,0,Other,1,2020,3,Budapest,5.0,5,Ferrari,74.774,0,Budapest
7.0,PER,11,Racing Point,4.0,+1 Lap,0,Other,1,2020,3,Budapest,4.0,11,Racing Point,74.545,0,Budapest
8.0,RIC,3,Renault,11.0,+1 Lap,0,Other,1,2020,3,Budapest,11.0,3,Renault,75.661,0,Budapest
9.0,SAI,55,McLaren,9.0,+1 Lap,0,Other,1,2020,3,Budapest,9.0,55,McLaren,75.027,0,Budapest
10.0,MAG,20,Haas F1 Team,0.0,+1 Lap,0,Other,1,2020,3,Budapest,16.0,20,Haas F1 Team,76.152,0,Budapest
11.0,LEC,16,Ferrari,6.0,+1 Lap,0,Other,1,2020,3,Budapest,6.0,16,Ferrari,74.817,0,Budapest
12.0,KVY,26,AlphaTauri,17.0,+1 Lap,0,Other,1,2020,3,Budapest,17.0,26,AlphaTauri,76.204,0,Budapest
13.0,NOR,4,McLaren,8.0,+1 Lap,0,Other,1,2020,3,Budapest,8.0,4,McLaren,74.966,0,Budapest
14.0,OCO,31,Renault,14.0,+1 Lap,0,Other,1,2020,3,Budapest,14.0,31,Renault,75.719,0,Budapest
15.0,RAI,7,Alfa Romeo Racing,20.0,+1 Lap,0,Other,1,2020,3,Budapest,20.0,7,Alfa Romeo Racing,76.614,0,Budapest
16.0,GRO,8,Haas F1 Team,0.0,+1 Lap,0,Other,1,2020,3,Budapest,18.0,8,Haas F1 Team,76.407,0,Budapest
17.0,GIO,99,Alfa Romeo Racing,19.0,+1 Lap,0,Other,1,2020,3,Budapest,19.0,99,Alfa Romeo Racing,76.506,0,Budapest
18.0,RUS,63,Williams,12.0,+1 Lap,0,Other,1,2020,3,Budapest,12.0,63,Williams,75.585,0,Budapest
19.0,LAT,6,Williams,15.0,+5 Laps,0,Other,1,2020,3,Budapest,15.0,6,Williams,76.105,0,Budapest
20.0,GAS,10,AlphaTauri,10.0,Engine,0,Mechanical,1,2020,3,Budapest,10.0,10,AlphaTauri,75.508,0,Budapest
1.0,HAM,44,Mercedes,1.0,Finished,1,Finished,0,2020,4,Silverstone,1.0,44,Mercedes,84.303,0,Silverstone
2.0,VER,33,Red Bull Racing,3.0,Finished,1,Finished,0,2020,4,Silverstone,3.0,33,Red Bull Racing,85.325,0,Silverstone
3.0,LEC,16,Ferrari,4.0,Finished,1,Finished,0,2020,4,Silverstone,4.0,16,Ferrari,85.427,0,Silverstone
4.0,RIC,3,Renault,8.0,Finished,1,Finished,0,2020,4,Silverstone,8.0,3,Renault,86.009,0,Silverstone
5.0,NOR,4,McLaren,5.0,Finished,1,Finished,0,2020,4,Silverstone,5.0,4,McLaren,85.782,0,Silverstone
6.0,OCO,31,Renault,9.0,Finished,1,Finished,0,2020,4,Silverstone,9.0,31,Renault,86.209,0,Silverstone
7.0,GAS,10,AlphaTauri,11.0,Finished,1,Finished,0,2020,4,Silverstone,11.0,10,AlphaTauri,86.343,0,Silverstone
8.0,ALB,23,Red Bull Racing,12.0,Finished,1,Finished,0,2020,4,Silverstone,12.0,23,Red Bull Racing,86.545,0,Silverstone
9.0,STR,18,Racing Point,6.0,Finished,1,Finished,0,2020,4,Silverstone,6.0,18,Racing Point,85.839,0,Silverstone
10.0,VET,5,Ferrari,10.0,Finished,1,Finished,0,2020,4,Silverstone,10.0,5,Ferrari,86.339,0,Silverstone
11.0,BOT,77,Mercedes,2.0,Finished,1,Finished,0,2020,4,Silverstone,2.0,77,Mercedes,84.616,0,Silverstone
12.0,RUS,63,Williams,20.0,Finished,1,Finished,0,2020,4,Silverstone,15.0,63,Williams,86.732,0,Silverstone
13.0,SAI,55,McLaren,7.0,Finished,1,Finished,0,2020,4,Silverstone,7.0,55,McLaren,85.965,0,Silverstone
14.0,GIO,99,Alfa Romeo Racing,15.0,Finished,1,Finished,0,2020,4,Silverstone,17.0,99,Alfa Romeo Racing,87.164,0,Silverstone
15.0,LAT,6,Williams,18.0,Finished,1,Finished,0,2020,4,Silverstone,20.0,6,Williams,87.705,0,Silverstone
16.0,GRO,8,Haas F1 Team,17.0,Finished,1,Finished,0,2020,4,Silverstone,19.0,8,Haas F1 Team,87.643,0,Silverstone
17.0,RAI,7,Alfa Romeo Racing,16.0,+1 Lap,0,Other,0,2020,4,Silverstone,18.0,7,Alfa Romeo Racing,87.366,0,Silverstone
18.0,KVY,26,AlphaTauri,19.0,Accident,0,Crash,0,2020,4,Silverstone,14.0,26,AlphaTauri,86.744,0,Silverstone
19.0,MAG,20,Haas F1 Team,14.0,Collision,0,Other,0,2020,4,Silverstone,16.0,20,Haas F1 Team,87.158,0,Silverstone
20.0,HUL,27,Racing Point,13.0,Power Unit,0,Other,0,2020,4,Silverstone,13.0,27,Racing Point,86.327,0,Silverstone
1.0,VER,33,Red Bull Racing,4.0,Finished,1,Finished,0,2020,5,Silverstone,4.0,33,Red Bull Racing,86.176,0,Silverstone
2.0,HAM,44,Mercedes,2.0,Finished,1,Finished,0,2020,5,Silverstone,2.0,44,Mercedes,85.217,0,Silverstone
3.0,BOT,77,Mercedes,1.0,Finished,1,Finished,0,2020,5,Silverstone,1.0,77,Mercedes,85.154,0,Silverstone
4.0,LEC,16,Ferrari,8.0,Finished,1,Finished,0,2020,5,Silverstone,8.0,16,Ferrari,86.614,0,Silverstone
5.0,ALB,23,Red Bull Racing,9.0,Finished,1,Finished,0,2020,5,Silverstone,9.0,23,Red Bull Racing,86.642,0,Silverstone
6.0,STR,18,Racing Point,6.0,Finished,1,Finished,0,2020,5,Silverstone,6.0,18,Racing Point,86.428,0,Silverstone
7.0,HUL,27,Racing Point,3.0,Finished,1,Finished,0,2020,5,Silverstone,3.0,27,Racing Point,86.082,0,Silverstone
8.0,OCO,31,Renault,14.0,Finished,1,Finished,0,2020,5,Silverstone,11.0,31,Renault,87.011,0,Silverstone
9.0,NOR,4,McLaren,10.0,Finished,1,Finished,0,2020,5,Silverstone,10.0,4,McLaren,86.778,0,Silverstone
10.0,KVY,26,AlphaTauri,16.0,Finished,1,Finished,0,2020,5,Silverstone,16.0,26,AlphaTauri,87.882,0,Silverstone
11.0,GAS,10,AlphaTauri,7.0,Finished,1,Finished,0,2020,5,Silverstone,7.0,10,AlphaTauri,86.523,0,Silverstone
12.0,VET,5,Ferrari,11.0,Finished,1,Finished,0,2020,5,Silverstone,12.0,5,Ferrari,87.078,0,Silverstone
13.0,SAI,55,McLaren,12.0,Finished,1,Finished,0,2020,5,Silverstone,13.0,55,McLaren,87.083,0,Silverstone
14.0,RIC,3,Renault,5.0,+1 Lap,0,Other,0,2020,5,Silverstone,5.0,3,Renault,86.297,0,Silverstone
15.0,RAI,7,Alfa Romeo Racing,20.0,+1 Lap,0,Other,0,2020,5,Silverstone,20.0,7,Alfa Romeo Racing,88.493,0,Silverstone
16.0,GRO,8,Haas F1 Team,13.0,+1 Lap,0,Other,0,2020,5,Silverstone,14.0,8,Haas F1 Team,87.254,0,Silverstone
17.0,GIO,99,Alfa Romeo Racing,19.0,+1 Lap,0,Other,0,2020,5,Silverstone,19.0,99,Alfa Romeo Racing,88.433,0,Silverstone
18.0,RUS,63,Williams,15.0,+1 Lap,0,Other,0,2020,5,Silverstone,15.0,63,Williams,87.455,0,Silverstone
19.0,LAT,6,Williams,18.0,+1 Lap,0,Other,0,2020,5,Silverstone,18.0,6,Williams,88.43,0,Silverstone
20.0,MAG,20,Haas F1 Team,17.0,Retired,0,Other,0,2020,5,Silverstone,17.0,20,Haas F1 Team,88.236,0,Silverstone
1.0,HAM,44,Mercedes,1.0,Finished,1,Finished,0,2020,6,Barcelona,1.0,44,Mercedes,75.584,0,Barcelona
2.0,VER,33,Red Bull Racing,3.0,Finished,1,Finished,0,2020,6,Barcelona,3.0,33,Red Bull Racing,76.292,0,Barcelona
3.0,BOT,77,Mercedes,2.0,Finished,1,Finished,0,2020,6,Barcelona,2.0,77,Mercedes,75.643,0,Barcelona
4.0,STR,18,Racing Point,5.0,+1 Lap,0,Other,0,2020,6,Barcelona,5.0,18,Racing Point,76.589,0,Barcelona
5.0,PER,11,Racing Point,4.0,+1 Lap,0,Other,0,2020,6,Barcelona,4.0,11,Racing Point,76.482,0,Barcelona
6.0,SAI,55,McLaren,7.0,+1 Lap,0,Other,0,2020,6,Barcelona,7.0,55,McLaren,76.876,0,Barcelona
7.0,VET,5,Ferrari,11.0,+1 Lap,0,Other,0,2020,6,Barcelona,11.0,5,Ferrari,77.168,0,Barcelona
8.0,ALB,23,Red Bull Racing,6.0,+1 Lap,0,Other,0,2020,6,Barcelona,6.0,23,Red Bull Racing,77.029,0,Barcelona
9.0,GAS,10,AlphaTauri,10.0,+1 Lap,0,Other,0,2020,6,Barcelona,10.0,10,AlphaTauri,76.8,0,Barcelona
10.0,NOR,4,McLaren,8.0,+1 Lap,0,Other,0,2020,6,Barcelona,8.0,4,McLaren,77.084,0,Barcelona
11.0,RIC,3,Renault,13.0,+1 Lap,0,Other,0,2020,6,Barcelona,13.0,3,Renault,77.198,0,Barcelona
12.0,KVY,26,AlphaTauri,12.0,+1 Lap,0,Other,0,2020,6,Barcelona,12.0,26,AlphaTauri,77.192,0,Barcelona
13.0,OCO,31,Renault,15.0,+1 Lap,0,Other,0,2020,6,Barcelona,15.0,31,Renault,77.567,0,Barcelona
14.0,RAI,7,Alfa Romeo Racing,14.0,+1 Lap,0,Other,0,2020,6,Barcelona,14.0,7,Alfa Romeo Racing,77.386,0,Barcelona
15.0,MAG,20,Haas F1 Team,16.0,+1 Lap,0,Other,0,2020,6,Barcelona,16.0,20,Haas F1 Team,77.908,0,Barcelona
16.0,GIO,99,Alfa Romeo Racing,20.0,+1 Lap,0,Other,0,2020,6,Barcelona,20.0,99,Alfa Romeo Racing,78.697,0,Barcelona
17.0,RUS,63,Williams,18.0,+1 Lap,0,Other,0,2020,6,Barcelona,18.0,63,Williams,78.099,0,Barcelona
18.0,LAT,6,Williams,19.0,+2 Laps,0,Other,0,2020,6,Barcelona,19.0,6,Williams,78.532,0,Barcelona
19.0,GRO,8,Haas F1 Team,17.0,+2 Laps,0,Other,0,2020,6,Barcelona,17.0,8,Haas F1 Team,78.089,0,Barcelona
20.0,LEC,16,Ferrari,9.0,Electronics,0,Other,0,2020,6,Barcelona,9.0,16,Ferrari,76.953,0,Barcelona
1.0,HAM,44,Mercedes,1.0,Finished,1,Finished,0,2020,7,Spa-Francorchamps,1.0,44,Mercedes,101.252,0,Spa-Francorchamps
2.0,BOT,77,Mercedes,2.0,Finished,1,Finished,0,2020,7,Spa-Francorchamps,2.0,77,Mercedes,101.763,0,Spa-Francorchamps
3.0,VER,33,Red Bull Racing,3.0,Finished,1,Finished,0,2020,7,Spa-Francorchamps,3.0,33,Red Bull Racing,101.778,0,Spa-Francorchamps
4.0,RIC,3,Renault,4.0,Finished,1,Finished,0,2020,7,Spa-Francorchamps,4.0,3,Renault,102.061,0,Spa-Francorchamps
5.0,OCO,31,Renault,6.0,Finished,1,Finished,0,2020,7,Spa-Francorchamps,6.0,31,Renault,102.396,0,Spa-Francorchamps
6.0,ALB,23,Red Bull Racing,5.0,Finished,1,Finished,0,2020,7,Spa-Francorchamps,5.0,23,Red Bull Racing,102.193,0,Spa-Francorchamps
7.0,NOR,4,McLaren,10.0,Finished,1,Finished,0,2020,7,Spa-Francorchamps,10.0,4,McLaren,102.657,0,Spa-Francorchamps
8.0,GAS,10,AlphaTauri,12.0,Finished,1,Finished,0,2020,7,Spa-Francorchamps,12.0,10,AlphaTauri,102.745,0,Spa-Francorchamps
9.0,STR,18,Racing Point,9.0,Finished,1,Finished,0,2020,7,Spa-Francorchamps,9.0,18,Racing Point,102.491,0,Spa-Francorchamps
10.0,PER,11,Racing Point,8.0,Finished,1,Finished,0,2020,7,Spa-Francorchamps,8.0,11,Racing Point,102.532,0,Spa-Francorchamps
11.0,KVY,26,AlphaTauri,11.0,Finished,1,Finished,0,2020,7,Spa-Francorchamps,11.0,26,AlphaTauri,102.73,0,Spa-Francorchamps
12.0,RAI,7,Alfa Romeo Racing,16.0,Finished,1,Finished,0,2020,7,Spa-Francorchamps,16.0,7,Alfa Romeo Racing,103.743,0,Spa-Francorchamps
13.0,VET,5,Ferrari,14.0,Finished,1,Finished,0,2020,7,Spa-Francorchamps,14.0,5,Ferrari,103.261,0,Spa-Francorchamps
14.0,LEC,16,Ferrari,13.0,Finished,1,Finished,0,2020,7,Spa-Francorchamps,13.0,16,Ferrari,102.996,0,Spa-Francorchamps
15.0,GRO,8,Haas F1 Team,17.0,Finished,1,Finished,0,2020,7,Spa-Francorchamps,17.0,8,Haas F1 Team,103.838,0,Spa-Francorchamps
16.0,LAT,6,Williams,19.0,Finished,1,Finished,0,2020,7,Spa-Francorchamps,19.0,6,Williams,104.138,0,Spa-Francorchamps
17.0,MAG,20,Haas F1 Team,20.0,Finished,1,Finished,0,2020,7,Spa-Francorchamps,20.0,20,Haas F1 Team,104.314,0,Spa-Francorchamps
18.0,GIO,99,Alfa Romeo Racing,18.0,Accident,0,Crash,0,2020,7,Spa-Francorchamps,18.0,99,Alfa Romeo Racing,103.95,0,Spa-Francorchamps
19.0,RUS,63,Williams,15.0,Debris,0,Other,0,2020,7,Spa-Francorchamps,15.0,63,Williams,103.468,0,Spa-Francorchamps
20.0,SAI,55,McLaren,7.0,Exhaust,0,Other,0,2020,7,Spa-Francorchamps,7.0,55,McLaren,102.438,0,Spa-Francorchamps
1.0,GAS,10,AlphaTauri,10.0,Finished,1,Finished,0,2020,8,Monza,10.0,10,AlphaTauri,79.909,0,Monza
2.0,SAI,55,McLaren,3.0,Finished,1,Finished,0,2020,8,Monza,3.0,55,McLaren,79.695,0,Monza
3.0,STR,18,Racing Point,8.0,Finished,1,Finished,0,2020,8,Monza,8.0,18,Racing Point,79.924,0,Monza
4.0,NOR,4,McLaren,6.0,Finished,1,Finished,0,2020,8,Monza,6.0,4,McLaren,79.82,0,Monza
5.0,BOT,77,Mercedes,2.0,Finished,1,Finished,0,2020,8,Monza,2.0,77,Mercedes,78.952,0,Monza
6.0,RIC,3,Renault,7.0,Finished,1,Finished,0,2020,8,Monza,7.0,3,Renault,79.864,0,Monza
7.0,HAM,44,Mercedes,1.0,Finished,1,Finished,0,2020,8,Monza,1.0,44,Mercedes,78.887,0,Monza
8.0,OCO,31,Renault,12.0,Finished,1,Finished,0,2020,8,Monza,12.0,31,Renault,80.234,0,Monza
9.0,KVY,26,AlphaTauri,11.0,Finished,1,Finished,0,2020,8,Monza,11.0,26,AlphaTauri,80.169,0,Monza
10.0,PER,11,Racing Point,4.0,Finished,1,Finished,0,2020,8,Monza,4.0,11,Racing Point,79.718,0,Monza
11.0,LAT,6,Williams,20.0,Finished,1,Finished,0,2020,8,Monza,20.0,6,Williams,81.717,0,Monza
12.0,GRO,8,Haas F1 Team,16.0,Finished,1,Finished,0,2020,8,Monza,16.0,8,Haas F1 Team,81.139,0,Monza
13.0,RAI,7,Alfa Romeo Racing,14.0,Finished,1,Finished,0,2020,8,Monza,14.0,7,Alfa Romeo Racing,80.926,0,Monza
14.0,RUS,63,Williams,19.0,Finished,1,Finished,0,2020,8,Monza,19.0,63,Williams,81.587,0,Monza
15.0,ALB,23,Red Bull Racing,9.0,Finished,1,Finished,0,2020,8,Monza,9.0,23,Red Bull Racing,80.064,0,Monza
16.0,GIO,99,Alfa Romeo Racing,18.0,Finished,1,Finished,0,2020,8,Monza,18.0,99,Alfa Romeo Racing,81.206,0,Monza
17.0,VER,33,Red Bull Racing,5.0,Power Unit,0,Other,0,2020,8,Monza,5.0,33,Red Bull Racing,79.78,0,Monza
18.0,LEC,16,Ferrari,13.0,Accident,0,Crash,0,2020,8,Monza,13.0,16,Ferrari,80.273,0,Monza
19.0,MAG,20,Haas F1 Team,15.0,Power Unit,0,Other,0,2020,8,Monza,15.0,20,Haas F1 Team,80.869,0,Monza
20.0,VET,5,Ferrari,17.0,Brakes,0,Other,0,2020,8,Monza,17.0,5,Ferrari,81.151,0,Monza
1.0,HAM,44,Mercedes,1.0,Finished,1,Finished,0,2020,9,Mugello,1.0,44,Mercedes,75.144,0,Mugello
2.0,BOT,77,Mercedes,2.0,Finished,1,Finished,0,2020,9,Mugello,2.0,77,Mercedes,75.203,0,Mugello
3.0,ALB,23,Red Bull Racing,4.0,Finished,1,Finished,0,2020,9,Mugello,4.0,23,Red Bull Racing,75.914,0,Mugello
