Position_race,Abbreviation,DriverNumber_race,TeamName_race,GridPosition,Status,IsFinished,RetirementCategory,IsWetRace,Year,Round,Circuit_race,Position_quali,DriverNumber_quali,TeamName_quali,BestLap_Sec,IsWetQuali,Circuit_quali
19.0,MAG,20,Haas F1 Team,18.0,Finished,1,Finished,0,2024,6,Miami,19.0,20,Haas F1 Team,88.619,0,Miami
20.0,SAR,2,Williams,17.0,Retired,0,Other,0,2024,6,Miami,17.0,2,Williams,88.487,0,Miami
1.0,VER,1,Red Bull Racing,1.0,Finished,1,Finished,0,2024,7,Imola,1.0,1,Red Bull Racing,74.746,0,Imola
2.0,NOR,4,McLaren,2.0,Finished,1,Finished,0,2024,7,Imola,3.0,4,McLaren,74.837,0,Imola
3.0,LEC,16,Ferrari,3.0,Finished,1,Finished,0,2024,7,Imola,4.0,16,Ferrari,74.97,0,Imola
4.0,PIA,81,McLaren,5.0,Finished,1,Finished,0,2024,7,Imola,2.0,81,McLaren,74.82,0,Imola
5.0,SAI,55,Ferrari,4.0,Finished,1,Finished,0,2024,7,Imola,5.0,55,Ferrari,75.233,0,Imola
6.0,HAM,44,Mercedes,8.0,Finished,1,Finished,0,2024,7,Imola,8.0,44,Mercedes,75.504,0,Imola
7.0,RUS,63,Mercedes,6.0,Finished,1,Finished,0,2024,7,Imola,6.0,63,Mercedes,75.234,0,Imola
8.0,PER,11,Red Bull Racing,11.0,Finished,1,Finished,0,2024,7,Imola,11.0,11,Red Bull Racing,75.706,0,Imola
9.0,STR,18,Aston Martin,13.0,Finished,1,Finished,0,2024,7,Imola,13.0,18,Aston Martin,75.992,0,Imola
10.0,TSU,22,RB,7.0,Lapped,0,Other,0,2024,7,Imola,7.0,22,RB,75.358,0,Imola
11.0,HUL,27,Haas F1 Team,10.0,Lapped,0,Other,0,2024,7,Imola,10.0,27,Haas F1 Team,75.569,0,Imola
12.0,MAG,20,Haas F1 Team,18.0,Lapped,0,Other,0,2024,7,Imola,18.0,20,Haas F1 Team,76.854,0,Imola
13.0,RIC,3,RB,9.0,Lapped,0,Other,0,2024,7,Imola,9.0,3,RB,75.674,0,Imola
14.0,OCO,31,Alpine,12.0,Lapped,0,Other,0,2024,7,Imola,12.0,31,Alpine,75.906,0,Imola
15.0,ZHO,24,Kick Sauber,17.0,Lapped,0,Other,0,2024,7,Imola,17.0,24,Kick Sauber,76.834,0,Imola
16.0,GAS,10,Alpine,15.0,Lapped,0,Other,0,2024,7,Imola,15.0,10,Alpine,76.015,0,Imola
17.0,SAR,2,Williams,19.0,Lapped,0,Other,0,2024,7,Imola,20.0,2,Williams,,0,Imola
18.0,BOT,77,Kick Sauber,16.0,Lapped,0,Other,0,2024,7,Imola,16.0,77,Kick Sauber,76.626,0,Imola
19.0,ALO,14,Aston Martin,20.0,Lapped,0,Other,0,2024,7,Imola,19.0,14,Aston Martin,76.917,0,Imola
20.0,ALB,23,Williams,14.0,Retired,0,Other,0,2024,7,Imola,14.0,23,Williams,76.2,0,Imola
1.0,LEC,16,Ferrari,1.0,Finished,1,Finished,0,2024,8,Monaco,1.0,16,Ferrari,70.27,0,Monaco
2.0,PIA,81,McLaren,2.0,Finished,1,Finished,0,2024,8,Monaco,2.0,81,McLaren,70.424,0,Monaco
3.0,SAI,55,Ferrari,3.0,Finished,1,Finished,0,2024,8,Monaco,3.0,55,Ferrari,70.518,0,Monaco
4.0,NOR,4,McLaren,4.0,Finished,1,Finished,0,2024,8,Monaco,4.0,4,McLaren,70.542,0,Monaco
5.0,RUS,63,Mercedes,5.0,Finished,1,Finished,0,2024,8,Monaco,5.0,63,Mercedes,70.543,0,Monaco
6.0,VER,1,Red Bull Racing,6.0,Finished,1,Finished,0,2024,8,Monaco,6.0,1,Red Bull Racing,70.567,0,Monaco
7.0,HAM,44,Mercedes,7.0,Finished,1,Finished,0,2024,8,Monaco,7.0,44,Mercedes,70.621,0,Monaco
8.0,TSU,22,RB,8.0,Lapped,0,Other,0,2024,8,Monaco,8.0,22,RB,70.858,0,Monaco
9.0,ALB,23,Williams,9.0,Lapped,0,Other,0,2024,8,Monaco,9.0,23,Williams,70.948,0,Monaco
10.0,GAS,10,Alpine,10.0,Lapped,0,Other,0,2024,8,Monaco,10.0,10,Alpine,70.896,0,Monaco
11.0,ALO,14,Aston Martin,14.0,Lapped,0,Other,0,2024,8,Monaco,14.0,14,Aston Martin,72.019,0,Monaco
12.0,RIC,3,RB,12.0,Lapped,0,Other,0,2024,8,Monaco,12.0,3,RB,71.482,0,Monaco
13.0,BOT,77,Kick Sauber,17.0,Lapped,0,Other,0,2024,8,Monaco,17.0,77,Kick Sauber,72.512,0,Monaco
14.0,STR,18,Aston Martin,13.0,Lapped,0,Other,0,2024,8,Monaco,13.0,18,Aston Martin,71.563,0,Monaco
15.0,SAR,2,Williams,15.0,Lapped,0,Other,0,2024,8,Monaco,15.0,2,Williams,72.02,0,Monaco
16.0,ZHO,24,Kick Sauber,18.0,Lapped,0,Other,0,2024,8,Monaco,18.0,24,Kick Sauber,73.028,0,Monaco
17.0,OCO,31,Alpine,11.0,Retired,0,Other,0,2024,8,Monaco,11.0,31,Alpine,71.285,0,Monaco
18.0,PER,11,Red Bull Racing,16.0,Retired,0,Other,0,2024,8,Monaco,16.0,11,Red Bull Racing,72.06,0,Monaco
19.0,HUL,27,Haas F1 Team,19.0,Retired,0,Other,0,2024,8,Monaco,14.0,27,Haas F1 Team,71.44,0,Monaco
20.0,MAG,20,Haas F1 Team,20.0,Retired,0,Other,0,2024,8,Monaco,15.0,20,Haas F1 Team,71.725,0,Monaco
1.0,VER,1,Red Bull Racing,2.0,Finished,1,Finished,1,2024,9,Montréal,2.0,1,Red Bull Racing,72.0,1,Montréal
2.0,NOR,4,McLaren,3.0,Finished,1,Finished,1,2024,9,Montréal,3.0,4,McLaren,72.021,1,Montréal
3.0,RUS,63,Mercedes,1.0,Finished,1,Finished,1,2024,9,Montréal,1.0,63,Mercedes,71.742,1,Montréal
4.0,HAM,44,Mercedes,7.0,Finished,1,Finished,1,2024,9,Montréal,7.0,44,Mercedes,71.979,1,Montréal
5.0,PIA,81,McLaren,4.0,Finished,1,Finished,1,2024,9,Montréal,4.0,81,McLaren,72.103,1,Montréal
6.0,ALO,14,Aston Martin,6.0,Finished,1,Finished,1,2024,9,Montréal,6.0,14,Aston Martin,72.228,1,Montréal
7.0,STR,18,Aston Martin,9.0,Finished,1,Finished,1,2024,9,Montréal,9.0,18,Aston Martin,72.659,1,Montréal
8.0,RIC,3,RB,5.0,Finished,1,Finished,1,2024,9,Montréal,5.0,3,RB,72.178,1,Montréal
9.0,GAS,10,Alpine,15.0,Finished,1,Finished,1,2024,9,Montréal,15.0,10,Alpine,72.94,1,Montréal
10.0,OCO,31,Alpine,18.0,Finished,1,Finished,1,2024,9,Montréal,18.0,31,Alpine,73.435,1,Montréal
11.0,HUL,27,Haas F1 Team,17.0,Finished,1,Finished,1,2024,9,Montréal,19.0,27,Haas F1 Team,73.978,1,Montréal
12.0,MAG,20,Haas F1 Team,14.0,Finished,1,Finished,1,2024,9,Montréal,14.0,20,Haas F1 Team,72.916,1,Montréal
13.0,BOT,77,Kick Sauber,19.0,Finished,1,Finished,1,2024,9,Montréal,17.0,77,Kick Sauber,73.366,1,Montréal
14.0,TSU,22,RB,8.0,Finished,1,Finished,1,2024,9,Montréal,8.0,22,RB,72.303,1,Montréal
15.0,ZHO,24,Kick Sauber,20.0,Lapped,0,Other,1,2024,9,Montréal,20.0,24,Kick Sauber,74.292,1,Montréal
16.0,SAI,55,Ferrari,12.0,Retired,0,Other,1,2024,9,Montréal,12.0,55,Ferrari,72.728,1,Montréal
17.0,ALB,23,Williams,10.0,Retired,0,Other,1,2024,9,Montréal,10.0,23,Williams,72.485,1,Montréal
18.0,PER,11,Red Bull Racing,16.0,Retired,0,Other,1,2024,9,Montréal,16.0,11,Red Bull Racing,73.326,1,Montréal
19.0,LEC,16,Ferrari,11.0,Retired,0,Other,1,2024,9,Montréal,11.0,16,Ferrari,72.691,1,Montréal
20.0,SAR,2,Williams,13.0,Retired,0,Other,1,2024,9,Montréal,13.0,2,Williams,72.736,1,Montréal
1.0,VER,1,Red Bull Racing,2.0,Finished,1,Finished,1,2024,10,Barcelona,2.0,1,Red Bull Racing,71.403,0,Barcelona
2.0,NOR,4,McLaren,1.0,Finished,1,Finished,1,2024,10,Barcelona,1.0,4,McLaren,71.383,0,Barcelona
3.0,HAM,44,Mercedes,3.0,Finished,1,Finished,1,2024,10,Barcelona,3.0,44,Mercedes,71.701,0,Barcelona
4.0,RUS,63,Mercedes,4.0,Finished,1,Finished,1,2024,10,Barcelona,4.0,63,Mercedes,71.703,0,Barcelona
5.0,LEC,16,Ferrari,5.0,Finished,1,Finished,1,2024,10,Barcelona,5.0,16,Ferrari,71.731,0,Barcelona
6.0,SAI,55,Ferrari,6.0,Finished,1,Finished,1,2024,10,Barcelona,6.0,55,Ferrari,71.736,0,Barcelona
7.0,PIA,81,McLaren,9.0,Finished,1,Finished,1,2024,10,Barcelona,10.0,81,McLaren,72.011,0,Barcelona
8.0,PER,11,Red Bull Racing,11.0,Finished,1,Finished,1,2024,10,Barcelona,8.0,11,Red Bull Racing,72.054,0,Barcelona
9.0,GAS,10,Alpine,7.0,Finished,1,Finished,1,2024,10,Barcelona,7.0,10,Alpine,71.857,0,Barcelona
10.0,OCO,31,Alpine,8.0,Finished,1,Finished,1,2024,10,Barcelona,9.0,31,Alpine,72.109,0,Barcelona
11.0,HUL,27,Haas F1 Team,13.0,Finished,1,Finished,1,2024,10,Barcelona,13.0,27,Haas F1 Team,72.31,0,Barcelona
12.0,ALO,14,Aston Martin,10.0,Lapped,0,Other,1,2024,10,Barcelona,11.0,14,Aston Martin,72.128,0,Barcelona
13.0,ZHO,24,Kick Sauber,15.0,Lapped,0,Other,1,2024,10,Barcelona,15.0,24,Kick Sauber,72.738,0,Barcelona
14.0,STR,18,Aston Martin,14.0,Lapped,0,Other,1,2024,10,Barcelona,14.0,18,Aston Martin,72.372,0,Barcelona
15.0,RIC,3,RB,18.0,Lapped,0,Other,1,2024,10,Barcelona,18.0,3,RB,73.075,0,Barcelona
16.0,BOT,77,Kick Sauber,12.0,Lapped,0,Other,1,2024,10,Barcelona,12.0,77,Kick Sauber,72.227,0,Barcelona
17.0,MAG,20,Haas F1 Team,16.0,Lapped,0,Other,1,2024,10,Barcelona,16.0,20,Haas F1 Team,72.937,0,Barcelona
18.0,ALB,23,Williams,20.0,Lapped,0,Other,1,2024,10,Barcelona,19.0,23,Williams,73.153,0,Barcelona
19.0,TSU,22,RB,17.0,Lapped,0,Other,1,2024,10,Barcelona,17.0,22,RB,72.985,0,Barcelona
20.0,SAR,2,Williams,19.0,Lapped,0,Other,1,2024,10,Barcelona,20.0,2,Williams,73.509,0,Barcelona
1.0,RUS,63,Mercedes,3.0,Finished,1,Finished,1,2024,11,Spielberg,3.0,63,Mercedes,64.84,0,Spielberg
2.0,PIA,81,McLaren,7.0,Finished,1,Finished,1,2024,11,Spielberg,7.0,81,McLaren,65.048,0,Spielberg
3.0,SAI,55,Ferrari,4.0,Finished,1,Finished,1,2024,11,Spielberg,4.0,55,Ferrari,64.851,0,Spielberg
4.0,HAM,44,Mercedes,5.0,Finished,1,Finished,1,2024,11,Spielberg,5.0,44,Mercedes,64.903,0,Spielberg
5.0,VER,1,Red Bull Racing,1.0,Finished,1,Finished,1,2024,11,Spielberg,1.0,1,Red Bull Racing,64.314,0,Spielberg
6.0,HUL,27,Haas F1 Team,9.0,Finished,1,Finished,1,2024,11,Spielberg,9.0,27,Haas F1 Team,65.262,0,Spielberg
7.0,PER,11,Red Bull Racing,8.0,Finished,1,Finished,1,2024,11,Spielberg,8.0,11,Red Bull Racing,65.144,0,Spielberg
8.0,MAG,20,Haas F1 Team,12.0,Finished,1,Finished,1,2024,11,Spielberg,12.0,20,Haas F1 Team,65.347,0,Spielberg
9.0,RIC,3,RB,11.0,Finished,1,Finished,1,2024,11,Spielberg,11.0,3,RB,65.289,0,Spielberg
10.0,GAS,10,Alpine,13.0,Finished,1,Finished,1,2024,11,Spielberg,13.0,10,Alpine,65.359,0,Spielberg
11.0,LEC,16,Ferrari,6.0,Finished,1,Finished,1,2024,11,Spielberg,6.0,16,Ferrari,65.044,0,Spielberg
12.0,OCO,31,Alpine,10.0,Finished,1,Finished,1,2024,11,Spielberg,10.0,31,Alpine,65.274,0,Spielberg
13.0,STR,18,Aston Martin,17.0,Lapped,0,Other,1,2024,11,Spielberg,17.0,18,Aston Martin,65.819,0,Spielberg
14.0,TSU,22,RB,14.0,Lapped,0,Other,1,2024,11,Spielberg,14.0,22,RB,65.412,0,Spielberg
15.0,ALB,23,Williams,16.0,Lapped,0,Other,1,2024,11,Spielberg,16.0,23,Williams,65.736,0,Spielberg
16.0,BOT,77,Kick Sauber,18.0,Lapped,0,Other,1,2024,11,Spielberg,18.0,77,Kick Sauber,65.847,0,Spielberg
17.0,ZHO,24,Kick Sauber,20.0,Lapped,0,Other,1,2024,11,Spielberg,20.0,24,Kick Sauber,66.061,0,Spielberg
18.0,ALO,14,Aston Martin,15.0,Lapped,0,Other,1,2024,11,Spielberg,15.0,14,Aston Martin,65.639,0,Spielberg
19.0,SAR,2,Williams,19.0,Lapped,0,Other,1,2024,11,Spielberg,19.0,2,Williams,65.856,0,Spielberg
20.0,NOR,4,McLaren,2.0,Lapped,0,Other,1,2024,11,Spielberg,2.0,4,McLaren,64.718,0,Spielberg
1.0,HAM,44,Mercedes,2.0,Finished,1,Finished,1,2024,12,Silverstone,2.0,44,Mercedes,85.99,1,Silverstone
2.0,VER,1,Red Bull Racing,4.0,Finished,1,Finished,1,2024,12,Silverstone,4.0,1,Red Bull Racing,86.203,1,Silverstone
3.0,NOR,4,McLaren,3.0,Finished,1,Finished,1,2024,12,Silverstone,3.0,4,McLaren,86.03,1,Silverstone
4.0,PIA,81,McLaren,5.0,Finished,1,Finished,1,2024,12,Silverstone,5.0,81,McLaren,86.237,1,Silverstone
5.0,SAI,55,Ferrari,7.0,Finished,1,Finished,1,2024,12,Silverstone,7.0,55,Ferrari,86.509,1,Silverstone
6.0,HUL,27,Haas F1 Team,6.0,Finished,1,Finished,1,2024,12,Silverstone,6.0,27,Haas F1 Team,86.338,1,Silverstone
7.0,STR,18,Aston Martin,8.0,Finished,1,Finished,1,2024,12,Silverstone,8.0,18,Aston Martin,86.585,1,Silverstone
8.0,ALO,14,Aston Martin,10.0,Finished,1,Finished,1,2024,12,Silverstone,10.0,14,Aston Martin,86.73,1,Silverstone
9.0,ALB,23,Williams,9.0,Finished,1,Finished,1,2024,12,Silverstone,9.0,23,Williams,86.64,1,Silverstone
10.0,TSU,22,RB,13.0,Finished,1,Finished,1,2024,12,Silverstone,13.0,22,RB,87.269,1,Silverstone
11.0,SAR,2,Williams,12.0,Finished,1,Finished,1,2024,12,Silverstone,12.0,2,Williams,87.175,1,Silverstone
12.0,MAG,20,Haas F1 Team,17.0,Finished,1,Finished,1,2024,12,Silverstone,17.0,20,Haas F1 Team,92.905,1,Silverstone
13.0,RIC,3,RB,15.0,Lapped,0,Other,1,2024,12,Silverstone,15.0,3,RB,87.949,1,Silverstone
14.0,LEC,16,Ferrari,11.0,Lapped,0,Other,1,2024,12,Silverstone,11.0,16,Ferrari,87.097,1,Silverstone
15.0,BOT,77,Kick Sauber,16.0,Lapped,0,Other,1,2024,12,Silverstone,16.0,77,Kick Sauber,92.431,1,Silverstone
16.0,OCO,31,Alpine,18.0,Lapped,0,Other,1,2024,12,Silverstone,18.0,31,Alpine,94.557,1,Silverstone
17.0,PER,11,Red Bull Racing,20.0,Lapped,0,Other,1,2024,12,Silverstone,19.0,11,Red Bull Racing,98.348,1,Silverstone
18.0,ZHO,24,Kick Sauber,14.0,Lapped,0,Other,1,2024,12,Silverstone,14.0,24,Kick Sauber,87.867,1,Silverstone
19.0,RUS,63,Mercedes,1.0,Retired,0,Other,1,2024,12,Silverstone,1.0,63,Mercedes,85.819,1,Silverstone
20.0,GAS,10,Alpine,19.0,Did not start,0,Other,1,2024,12,Silverstone,20.0,10,Alpine,99.804,1,Silverstone
1.0,PIA,81,McLaren,2.0,Finished,1,Finished,0,2024,13,Budapest,2.0,81,McLaren,75.249,1,Budapest
2.0,NOR,4,McLaren,1.0,Finished,1,Finished,0,2024,13,Budapest,1.0,4,McLaren,75.227,1,Budapest
3.0,HAM,44,Mercedes,5.0,Finished,1,Finished,0,2024,13,Budapest,5.0,44,Mercedes,75.854,1,Budapest
4.0,LEC,16,Ferrari,6.0,Finished,1,Finished,0,2024,13,Budapest,6.0,16,Ferrari,75.891,1,Budapest
5.0,VER,1,Red Bull Racing,3.0,Finished,1,Finished,0,2024,13,Budapest,3.0,1,Red Bull Racing,75.273,1,Budapest
6.0,SAI,55,Ferrari,4.0,Finished,1,Finished,0,2024,13,Budapest,4.0,55,Ferrari,75.696,1,Budapest
7.0,PER,11,Red Bull Racing,16.0,Finished,1,Finished,0,2024,13,Budapest,16.0,11,Red Bull Racing,77.886,1,Budapest
8.0,RUS,63,Mercedes,17.0,Finished,1,Finished,0,2024,13,Budapest,17.0,63,Mercedes,77.968,1,Budapest
9.0,TSU,22,RB,10.0,Finished,1,Finished,0,2024,13,Budapest,10.0,22,RB,76.121,1,Budapest
10.0,STR,18,Aston Martin,8.0,Finished,1,Finished,0,2024,13,Budapest,8.0,18,Aston Martin,76.075,1,Budapest
11.0,ALO,14,Aston Martin,7.0,Finished,1,Finished,0,2024,13,Budapest,7.0,14,Aston Martin,76.043,1,Budapest
12.0,RIC,3,RB,9.0,Lapped,0,Other,0,2024,13,Budapest,9.0,3,RB,76.202,1,Budapest
13.0,HUL,27,Haas F1 Team,11.0,Lapped,0,Other,0,2024,13,Budapest,11.0,27,Haas F1 Team,76.317,1,Budapest
14.0,ALB,23,Williams,13.0,Lapped,0,Other,0,2024,13,Budapest,13.0,23,Williams,76.429,1,Budapest
15.0,MAG,20,Haas F1 Team,15.0,Lapped,0,Other,0,2024,13,Budapest,15.0,20,Haas F1 Team,76.548,1,Budapest
16.0,BOT,77,Kick Sauber,12.0,Lapped,0,Other,0,2024,13,Budapest,12.0,77,Kick Sauber,76.384,1,Budapest
17.0,SAR,2,Williams,14.0,Lapped,0,Other,0,2024,13,Budapest,14.0,2,Williams,76.543,1,Budapest
18.0,OCO,31,Alpine,19.0,Lapped,0,Other,0,2024,13,Budapest,19.0,31,Alpine,78.049,1,Budapest
19.0,ZHO,24,Kick Sauber,18.0,Lapped,0,Other,0,2024,13,Budapest,18.0,24,Kick Sauber,78.037,1,Budapest
20.0,GAS,10,Alpine,20.0,Retired,0,Other,0,2024,13,Budapest,20.0,10,Alpine,78.166,1,Budapest
1.0,HAM,44,Mercedes,3.0,Finished,1,Finished,0,2024,14,Spa-Francorchamps,4.0,44,Mercedes,113.835,1,Spa-Francorchamps
2.0,PIA,81,McLaren,5.0,Finished,1,Finished,0,2024,14,Spa-Francorchamps,6.0,81,McLaren,114.027,1,Spa-Francorchamps
3.0,LEC,16,Ferrari,1.0,Finished,1,Finished,0,2024,14,Spa-Francorchamps,2.0,16,Ferrari,113.754,1,Spa-Francorchamps
4.0,VER,1,Red Bull Racing,11.0,Finished,1,Finished,0,2024,14,Spa-Francorchamps,1.0,1,Red Bull Racing,113.159,1,Spa-Francorchamps
5.0,NOR,4,McLaren,4.0,Finished,1,Finished,0,2024,14,Spa-Francorchamps,5.0,4,McLaren,113.981,1,Spa-Francorchamps
6.0,SAI,55,Ferrari,7.0,Finished,1,Finished,0,2024,14,Spa-Francorchamps,8.0,55,Ferrari,114.112,1,Spa-Francorchamps
7.0,PER,11,Red Bull Racing,2.0,Finished,1,Finished,0,2024,14,Spa-Francorchamps,3.0,11,Red Bull Racing,113.765,1,Spa-Francorchamps
8.0,ALO,14,Aston Martin,8.0,Finished,1,Finished,0,2024,14,Spa-Francorchamps,9.0,14,Aston Martin,114.258,1,Spa-Francorchamps
9.0,OCO,31,Alpine,9.0,Finished,1,Finished,0,2024,14,Spa-Francorchamps,10.0,31,Alpine,114.46,1,Spa-Francorchamps
10.0,RIC,3,RB,13.0,Finished,1,Finished,0,2024,14,Spa-Francorchamps,13.0,3,RB,114.682,1,Spa-Francorchamps
11.0,STR,18,Aston Martin,15.0,Finished,1,Finished,0,2024,14,Spa-Francorchamps,15.0,18,Aston Martin,115.716,1,Spa-Francorchamps
12.0,ALB,23,Williams,10.0,Finished,1,Finished,0,2024,14,Spa-Francorchamps,11.0,23,Williams,114.473,1,Spa-Francorchamps
13.0,GAS,10,Alpine,12.0,Finished,1,Finished,0,2024,14,Spa-Francorchamps,12.0,10,Alpine,114.635,1,Spa-Francorchamps
14.0,MAG,20,Haas F1 Team,17.0,Finished,1,Finished,0,2024,14,Spa-Francorchamps,17.0,20,Haas F1 Team,116.5,1,Spa-Francorchamps
15.0,BOT,77,Kick Sauber,14.0,Finished,1,Finished,0,2024,14,Spa-Francorchamps,14.0,77,Kick Sauber,114.764,1,Spa-Francorchamps
16.0,TSU,22,RB,20.0,Finished,1,Finished,0,2024,14,Spa-Francorchamps,18.0,22,RB,116.593,1,Spa-Francorchamps
17.0,SAR,2,Williams,18.0,Finished,1,Finished,0,2024,14,Spa-Francorchamps,19.0,2,Williams,117.23,1,Spa-Francorchamps
18.0,HUL,27,Haas F1 Team,16.0,Finished,1,Finished,0,2024,14,Spa-Francorchamps,16.0,27,Haas F1 Team,116.308,1,Spa-Francorchamps
19.0,ZHO,24,Kick Sauber,19.0,Retired,0,Other,0,2024,14,Spa-Francorchamps,20.0,24,Kick Sauber,117.775,1,Spa-Francorchamps
20.0,RUS,63,Mercedes,6.0,Disqualified,0,Other,0,2024,14,Spa-Francorchamps,7.0,63,Mercedes,114.095,1,Spa-Francorchamps
1.0,NOR,4,McLaren,1.0,Finished,1,Finished,0,2024,15,Zandvoort,1.0,4,McLaren,69.673,0,Zandvoort
2.0,VER,1,Red Bull Racing,2.0,Finished,1,Finished,0,2024,15,Zandvoort,2.0,1,Red Bull Racing,70.029,0,Zandvoort
3.0,LEC,16,Ferrari,6.0,Finished,1,Finished,0,2024,15,Zandvoort,6.0,16,Ferrari,70.582,0,Zandvoort
4.0,PIA,81,McLaren,3.0,Finished,1,Finished,0,2024,15,Zandvoort,3.0,81,McLaren,70.172,0,Zandvoort
5.0,SAI,55,Ferrari,10.0,Finished,1,Finished,0,2024,15,Zandvoort,10.0,55,Ferrari,70.914,0,Zandvoort
6.0,PER,11,Red Bull Racing,5.0,Finished,1,Finished,0,2024,15,Zandvoort,5.0,11,Red Bull Racing,70.416,0,Zandvoort
7.0,RUS,63,Mercedes,4.0,Finished,1,Finished,0,2024,15,Zandvoort,4.0,63,Mercedes,70.244,0,Zandvoort
8.0,HAM,44,Mercedes,14.0,Finished,1,Finished,0,2024,15,Zandvoort,11.0,44,Mercedes,70.948,0,Zandvoort
9.0,GAS,10,Alpine,9.0,Lapped,0,Other,0,2024,15,Zandvoort,9.0,10,Alpine,70.815,0,Zandvoort
10.0,ALO,14,Aston Martin,7.0,Lapped,0,Other,0,2024,15,Zandvoort,7.0,14,Aston Martin,70.633,0,Zandvoort
11.0,HUL,27,Haas F1 Team,12.0,Lapped,0,Other,0,2024,15,Zandvoort,13.0,27,Haas F1 Team,71.215,0,Zandvoort
12.0,RIC,3,RB,13.0,Lapped,0,Other,0,2024,15,Zandvoort,15.0,3,RB,71.943,0,Zandvoort
13.0,STR,18,Aston Martin,8.0,Lapped,0,Other,0,2024,15,Zandvoort,8.0,18,Aston Martin,70.661,0,Zandvoort
14.0,ALB,23,Williams,19.0,Lapped,0,Other,0,2024,15,Zandvoort,10.0,23,Williams,70.653,0,Zandvoort
15.0,OCO,31,Alpine,15.0,Lapped,0,Other,0,2024,15,Zandvoort,16.0,31,Alpine,71.995,0,Zandvoort
16.0,SAR,2,Williams,18.0,Lapped,0,Other,0,2024,15,Zandvoort,20.0,2,Williams,,0,Zandvoort
17.0,TSU,22,RB,11.0,Lapped,0,Other,0,2024,15,Zandvoort,12.0,22,RB,70.955,0,Zandvoort
18.0,MAG,20,Haas F1 Team,20.0,Lapped,0,Other,0,2024,15,Zandvoort,14.0,20,Haas F1 Team,71.295,0,Zandvoort
19.0,BOT,77,Kick Sauber,16.0,Lapped,0,Other,0,2024,15,Zandvoort,17.0,77,Kick Sauber,72.168,0,Zandvoort
20.0,ZHO,24,Kick Sauber,17.0,Lapped,0,Other,0,2024,15,Zandvoort,18.0,24,Kick Sauber,73.261,0,Zandvoort
1.0,LEC,16,Ferrari,4.0,Finished,1,Finished,0,2024,16,Monza,4.0,16,Ferrari,79.461,0,Monza
2.0,PIA,81,McLaren,2.0,Finished,1,Finished,0,2024,16,Monza,2.0,81,McLaren,79.436,0,Monza
3.0,NOR,4,McLaren,1.0,Finished,1,Finished,0,2024,16,Monza,1.0,4,McLaren,79.327,0,Monza
4.0,SAI,55,Ferrari,5.0,Finished,1,Finished,0,2024,16,Monza,5.0,55,Ferrari,79.467,0,Monza
5.0,HAM,44,Mercedes,6.0,Finished,1,Finished,0,2024,16,Monza,6.0,44,Mercedes,79.513,0,Monza
6.0,VER,1,Red Bull Racing,7.0,Finished,1,Finished,0,2024,16,Monza,7.0,1,Red Bull Racing,79.662,0,Monza
7.0,RUS,63,Mercedes,3.0,Finished,1,Finished,0,2024,16,Monza,3.0,63,Mercedes,79.44,0,Monza
8.0,PER,11,Red Bull Racing,8.0,Finished,1,Finished,0,2024,16,Monza,8.0,11,Red Bull Racing,80.062,0,Monza
9.0,ALB,23,Williams,9.0,Finished,1,Finished,0,2024,16,Monza,9.0,23,Williams,80.299,0,Monza
10.0,MAG,20,Haas F1 Team,13.0,Finished,1,Finished,0,2024,16,Monza,13.0,20,Haas F1 Team,80.698,0,Monza
11.0,ALO,14,Aston Martin,11.0,Finished,1,Finished,0,2024,16,Monza,11.0,14,Aston Martin,80.421,0,Monza
12.0,COL,43,Williams,18.0,Finished,1,Finished,0,2024,16,Monza,18.0,43,Williams,81.061,0,Monza
13.0,RIC,3,RB,12.0,Finished,1,Finished,0,2024,16,Monza,12.0,3,RB,80.479,0,Monza
14.0,OCO,31,Alpine,15.0,Lapped,0,Other,0,2024,16,Monza,15.0,31,Alpine,80.764,0,Monza
15.0,GAS,10,Alpine,14.0,Lapped,0,Other,0,2024,16,Monza,14.0,10,Alpine,80.738,0,Monza
16.0,BOT,77,Kick Sauber,19.0,Lapped,0,Other,0,2024,16,Monza,19.0,77,Kick Sauber,81.101,0,Monza
17.0,HUL,27,Haas F1 Team,10.0,Lapped,0,Other,0,2024,16,Monza,10.0,27,Haas F1 Team,80.339,0,Monza
18.0,ZHO,24,Kick Sauber,20.0,Lapped,0,Other,0,2024,16,Monza,20.0,24,Kick Sauber,81.445,0,Monza
19.0,STR,18,Aston Martin,17.0,Lapped,0,Other,0,2024,16,Monza,17.0,18,Aston Martin,81.013,0,Monza
20.0,TSU,22,RB,16.0,Retired,0,Other,0,2024,16,Monza,16.0,22,RB,80.945,0,Monza
1.0,PIA,81,McLaren,2.0,Finished,1,Finished,0,2024,17,Baku,2.0,81,McLaren,101.686,0,Baku
2.0,LEC,16,Ferrari,1.0,Finished,1,Finished,0,2024,17,Baku,1.0,16,Ferrari,101.365,0,Baku
3.0,RUS,63,Mercedes,5.0,Finished,1,Finished,0,2024,17,Baku,5.0,63,Mercedes,101.874,0,Baku
4.0,NOR,4,McLaren,15.0,Finished,1,Finished,0,2024,17,Baku,16.0,4,McLaren,103.609,0,Baku
5.0,VER,1,Red Bull Racing,6.0,Finished,1,Finished,0,2024,17,Baku,6.0,1,Red Bull Racing,102.023,0,Baku
