Position,Abbreviation,DriverNumber,TeamName,BestLap_Sec,IsWetQuali,Year,Round,Circuit
10.0,ALO,14,Alpine,77.966,0,2021,4,Barcelona
11.0,STR,18,Aston Martin,77.974,0,2021,4,Barcelona
12.0,GAS,10,AlphaTauri,77.982,0,2021,4,Barcelona
13.0,VET,5,Aston Martin,78.079,0,2021,4,Barcelona
14.0,GIO,99,Alfa Romeo Racing,78.356,0,2021,4,Barcelona
15.0,RUS,63,Williams,78.445,0,2021,4,Barcelona
16.0,TSU,22,AlphaTauri,78.556,0,2021,4,Barcelona
17.0,RAI,7,Alfa Romeo Racing,78.917,0,2021,4,Barcelona
18.0,MSC,47,Haas F1 Team,79.117,0,2021,4,Barcelona
19.0,LAT,6,Williams,79.219,0,2021,4,Barcelona
20.0,MAZ,9,Haas F1 Team,79.807,0,2021,4,Barcelona
1.0,LEC,16,Ferrari,70.346,0,2021,5,Monte Carlo
2.0,VER,33,Red Bull Racing,70.576,0,2021,5,Monte Carlo
3.0,BOT,77,Mercedes,70.601,0,2021,5,Monte Carlo
4.0,SAI,55,Ferrari,70.611,0,2021,5,Monte Carlo
5.0,NOR,4,McLaren,70.62,0,2021,5,Monte Carlo
6.0,GAS,10,AlphaTauri,70.9,0,2021,5,Monte Carlo
7.0,HAM,44,Mercedes,71.095,0,2021,5,Monte Carlo
8.0,VET,5,Aston Martin,71.309,0,2021,5,Monte Carlo
9.0,PER,11,Red Bull Racing,71.019,0,2021,5,Monte Carlo
10.0,GIO,99,Alfa Romeo Racing,71.409,0,2021,5,Monte Carlo
11.0,OCO,31,Alpine,71.486,0,2021,5,Monte Carlo
12.0,RIC,3,McLaren,71.598,0,2021,5,Monte Carlo
13.0,STR,18,Aston Martin,71.6,0,2021,5,Monte Carlo
14.0,RAI,7,Alfa Romeo Racing,71.642,0,2021,5,Monte Carlo
15.0,RUS,63,Williams,71.83,0,2021,5,Monte Carlo
16.0,TSU,22,AlphaTauri,72.096,0,2021,5,Monte Carlo
17.0,ALO,14,Alpine,72.205,0,2021,5,Monte Carlo
18.0,LAT,6,Williams,72.366,0,2021,5,Monte Carlo
19.0,MAZ,9,Haas F1 Team,72.958,0,2021,5,Monte Carlo
,MSC,47,Haas F1 Team,,0,2021,5,Monte Carlo
1.0,LEC,16,Ferrari,101.218,0,2021,6,Baku
2.0,HAM,44,Mercedes,101.45,0,2021,6,Baku
3.0,VER,33,Red Bull Racing,101.563,0,2021,6,Baku
4.0,GAS,10,AlphaTauri,101.565,0,2021,6,Baku
5.0,SAI,55,Ferrari,101.576,0,2021,6,Baku
6.0,NOR,4,McLaren,101.747,0,2021,6,Baku
7.0,PER,11,Red Bull Racing,101.63,0,2021,6,Baku
8.0,TSU,22,AlphaTauri,101.654,0,2021,6,Baku
9.0,ALO,14,Alpine,102.195,0,2021,6,Baku
10.0,BOT,77,Mercedes,102.106,0,2021,6,Baku
11.0,VET,5,Aston Martin,102.224,0,2021,6,Baku
12.0,OCO,31,Alpine,102.273,0,2021,6,Baku
13.0,RIC,3,McLaren,102.304,0,2021,6,Baku
14.0,RAI,7,Alfa Romeo Racing,102.587,0,2021,6,Baku
15.0,RUS,63,Williams,102.728,0,2021,6,Baku
16.0,LAT,6,Williams,103.128,0,2021,6,Baku
17.0,MSC,47,Haas F1 Team,104.158,0,2021,6,Baku
18.0,MAZ,9,Haas F1 Team,104.238,0,2021,6,Baku
19.0,STR,18,Aston Martin,,0,2021,6,Baku
20.0,GIO,99,Alfa Romeo Racing,,0,2021,6,Baku
1.0,VER,33,Red Bull Racing,89.99,0,2021,7,Le Castellet
2.0,HAM,44,Mercedes,90.248,0,2021,7,Le Castellet
3.0,BOT,77,Mercedes,90.376,0,2021,7,Le Castellet
4.0,PER,11,Red Bull Racing,90.445,0,2021,7,Le Castellet
5.0,SAI,55,Ferrari,90.84,0,2021,7,Le Castellet
6.0,GAS,10,AlphaTauri,90.868,0,2021,7,Le Castellet
7.0,LEC,16,Ferrari,90.987,0,2021,7,Le Castellet
8.0,NOR,4,McLaren,91.252,0,2021,7,Le Castellet
9.0,ALO,14,Alpine,91.34,0,2021,7,Le Castellet
10.0,RIC,3,McLaren,91.382,0,2021,7,Le Castellet
11.0,OCO,31,Alpine,91.736,0,2021,7,Le Castellet
12.0,VET,5,Aston Martin,91.767,0,2021,7,Le Castellet
13.0,GIO,99,Alfa Romeo Racing,91.813,0,2021,7,Le Castellet
14.0,RUS,63,Williams,92.065,0,2021,7,Le Castellet
15.0,MSC,47,Haas F1 Team,92.942,0,2021,7,Le Castellet
16.0,LAT,6,Williams,93.062,0,2021,7,Le Castellet
17.0,RAI,7,Alfa Romeo Racing,93.354,0,2021,7,Le Castellet
18.0,MAZ,9,Haas F1 Team,93.554,0,2021,7,Le Castellet
19.0,STR,18,Aston Martin,132.584,0,2021,7,Le Castellet
20.0,TSU,22,AlphaTauri,,0,2021,7,Le Castellet
1.0,VER,33,Red Bull Racing,63.841,0,2021,8,Spielberg
2.0,BOT,77,Mercedes,64.035,0,2021,8,Spielberg
3.0,HAM,44,Mercedes,64.067,0,2021,8,Spielberg
4.0,NOR,4,McLaren,64.12,0,2021,8,Spielberg
5.0,PER,11,Red Bull Racing,64.168,0,2021,8,Spielberg
6.0,GAS,10,AlphaTauri,64.236,0,2021,8,Spielberg
7.0,LEC,16,Ferrari,64.472,0,2021,8,Spielberg
8.0,TSU,22,AlphaTauri,64.514,0,2021,8,Spielberg
9.0,ALO,14,Alpine,64.574,0,2021,8,Spielberg
10.0,STR,18,Aston Martin,64.663,0,2021,8,Spielberg
11.0,RUS,63,Williams,64.671,0,2021,8,Spielberg
12.0,SAI,55,Ferrari,64.8,0,2021,8,Spielberg
13.0,RIC,3,McLaren,64.808,0,2021,8,Spielberg
14.0,VET,5,Aston Martin,64.875,0,2021,8,Spielberg
15.0,GIO,99,Alfa Romeo Racing,64.913,0,2021,8,Spielberg
16.0,LAT,6,Williams,65.175,0,2021,8,Spielberg
17.0,OCO,31,Alpine,65.217,0,2021,8,Spielberg
18.0,RAI,7,Alfa Romeo Racing,65.429,0,2021,8,Spielberg
19.0,MSC,47,Haas F1 Team,66.041,0,2021,8,Spielberg
20.0,MAZ,9,Haas F1 Team,66.192,0,2021,8,Spielberg
1.0,VER,33,Red Bull Racing,63.72,0,2021,9,Spielberg
2.0,NOR,4,McLaren,63.768,0,2021,9,Spielberg
3.0,PER,11,Red Bull Racing,63.99,0,2021,9,Spielberg
4.0,HAM,44,Mercedes,64.014,0,2021,9,Spielberg
5.0,BOT,77,Mercedes,64.049,0,2021,9,Spielberg
6.0,GAS,10,AlphaTauri,64.107,0,2021,9,Spielberg
7.0,TSU,22,AlphaTauri,64.273,0,2021,9,Spielberg
8.0,VET,5,Aston Martin,64.493,0,2021,9,Spielberg
9.0,RUS,63,Williams,64.553,0,2021,9,Spielberg
10.0,STR,18,Aston Martin,64.547,0,2021,9,Spielberg
11.0,SAI,55,Ferrari,64.559,0,2021,9,Spielberg
12.0,LEC,16,Ferrari,64.6,0,2021,9,Spielberg
13.0,RIC,3,McLaren,64.719,0,2021,9,Spielberg
14.0,ALO,14,Alpine,64.472,0,2021,9,Spielberg
15.0,GIO,99,Alfa Romeo Racing,64.782,0,2021,9,Spielberg
16.0,RAI,7,Alfa Romeo Racing,65.009,0,2021,9,Spielberg
17.0,OCO,31,Alpine,65.051,0,2021,9,Spielberg
18.0,LAT,6,Williams,65.195,0,2021,9,Spielberg
19.0,MSC,47,Haas F1 Team,65.427,0,2021,9,Spielberg
20.0,MAZ,9,Haas F1 Team,65.951,0,2021,9,Spielberg
1.0,HAM,44,Mercedes,86.023,0,2021,10,Silverstone
2.0,VER,33,Red Bull Racing,86.209,0,2021,10,Silverstone
3.0,BOT,77,Mercedes,86.328,0,2021,10,Silverstone
4.0,LEC,16,Ferrari,86.828,0,2021,10,Silverstone
5.0,PER,11,Red Bull Racing,86.844,0,2021,10,Silverstone
6.0,NOR,4,McLaren,86.897,0,2021,10,Silverstone
7.0,RIC,3,McLaren,86.899,0,2021,10,Silverstone
8.0,RUS,63,Williams,86.971,0,2021,10,Silverstone
9.0,SAI,55,Ferrari,86.848,0,2021,10,Silverstone
10.0,VET,5,Aston Martin,87.103,0,2021,10,Silverstone
11.0,ALO,14,Alpine,87.245,0,2021,10,Silverstone
12.0,GAS,10,AlphaTauri,87.273,0,2021,10,Silverstone
13.0,OCO,31,Alpine,87.34,0,2021,10,Silverstone
14.0,GIO,99,Alfa Romeo Racing,87.595,0,2021,10,Silverstone
15.0,STR,18,Aston Martin,87.665,0,2021,10,Silverstone
16.0,TSU,22,AlphaTauri,88.043,0,2021,10,Silverstone
17.0,RAI,7,Alfa Romeo Racing,88.062,0,2021,10,Silverstone
18.0,LAT,6,Williams,88.254,0,2021,10,Silverstone
19.0,MSC,47,Haas F1 Team,88.738,0,2021,10,Silverstone
20.0,MAZ,9,Haas F1 Team,89.051,0,2021,10,Silverstone
1.0,HAM,44,Mercedes,75.419,0,2021,11,Budapest
2.0,BOT,77,Mercedes,75.734,0,2021,11,Budapest
3.0,VER,33,Red Bull Racing,75.65,0,2021,11,Budapest
4.0,PER,11,Red Bull Racing,76.421,0,2021,11,Budapest
5.0,GAS,10,AlphaTauri,76.394,0,2021,11,Budapest
6.0,NOR,4,McLaren,76.385,0,2021,11,Budapest
7.0,LEC,16,Ferrari,76.496,0,2021,11,Budapest
8.0,OCO,31,Alpine,76.653,0,2021,11,Budapest
9.0,ALO,14,Alpine,76.541,0,2021,11,Budapest
10.0,VET,5,Aston Martin,76.75,0,2021,11,Budapest
11.0,RIC,3,McLaren,76.871,0,2021,11,Budapest
12.0,STR,18,Aston Martin,76.893,0,2021,11,Budapest
13.0,RAI,7,Alfa Romeo Racing,77.553,0,2021,11,Budapest
14.0,GIO,99,Alfa Romeo Racing,77.583,0,2021,11,Budapest
15.0,SAI,55,Ferrari,76.649,0,2021,11,Budapest
16.0,TSU,22,AlphaTauri,77.919,0,2021,11,Budapest
17.0,RUS,63,Williams,77.944,0,2021,11,Budapest
18.0,LAT,6,Williams,78.036,0,2021,11,Budapest
19.0,MAZ,9,Haas F1 Team,78.922,0,2021,11,Budapest
20.0,MSC,47,Haas F1 Team,,0,2021,11,Budapest
1.0,VER,33,Red Bull Racing,116.559,1,2021,12,Spa-Francorchamps
2.0,RUS,63,Williams,116.95,1,2021,12,Spa-Francorchamps
3.0,HAM,44,Mercedes,116.229,1,2021,12,Spa-Francorchamps
4.0,RIC,3,McLaren,117.127,1,2021,12,Spa-Francorchamps
5.0,VET,5,Aston Martin,116.814,1,2021,12,Spa-Francorchamps
6.0,GAS,10,AlphaTauri,116.44,1,2021,12,Spa-Francorchamps
7.0,PER,11,Red Bull Racing,116.886,1,2021,12,Spa-Francorchamps
8.0,BOT,77,Mercedes,116.295,1,2021,12,Spa-Francorchamps
9.0,OCO,31,Alpine,117.354,1,2021,12,Spa-Francorchamps
10.0,NOR,4,McLaren,116.025,1,2021,12,Spa-Francorchamps
11.0,LEC,16,Ferrari,117.721,1,2021,12,Spa-Francorchamps
12.0,LAT,6,Williams,118.056,1,2021,12,Spa-Francorchamps
13.0,SAI,55,Ferrari,118.137,1,2021,12,Spa-Francorchamps
14.0,ALO,14,Alpine,118.205,1,2021,12,Spa-Francorchamps
15.0,STR,18,Aston Martin,118.231,1,2021,12,Spa-Francorchamps
16.0,GIO,99,Alfa Romeo Racing,122.306,1,2021,12,Spa-Francorchamps
17.0,TSU,22,AlphaTauri,122.413,1,2021,12,Spa-Francorchamps
18.0,MSC,47,Haas F1 Team,123.973,1,2021,12,Spa-Francorchamps
19.0,RAI,7,Alfa Romeo Racing,124.452,1,2021,12,Spa-Francorchamps
20.0,MAZ,9,Haas F1 Team,124.939,1,2021,12,Spa-Francorchamps
1.0,VER,33,Red Bull Racing,68.885,0,2021,13,Zandvoort
2.0,HAM,44,Mercedes,68.923,0,2021,13,Zandvoort
3.0,BOT,77,Mercedes,69.222,0,2021,13,Zandvoort
4.0,GAS,10,AlphaTauri,69.478,0,2021,13,Zandvoort
5.0,LEC,16,Ferrari,69.437,0,2021,13,Zandvoort
6.0,SAI,55,Ferrari,69.537,0,2021,13,Zandvoort
7.0,GIO,99,Alfa Romeo Racing,69.59,0,2021,13,Zandvoort
8.0,OCO,31,Alpine,69.919,0,2021,13,Zandvoort
9.0,ALO,14,Alpine,69.956,0,2021,13,Zandvoort
10.0,RIC,3,McLaren,69.865,0,2021,13,Zandvoort
11.0,RUS,63,Williams,70.332,0,2021,13,Zandvoort
12.0,STR,18,Aston Martin,70.367,0,2021,13,Zandvoort
13.0,NOR,4,McLaren,70.406,0,2021,13,Zandvoort
14.0,LAT,6,Williams,70.093,0,2021,13,Zandvoort
15.0,TSU,22,AlphaTauri,70.462,0,2021,13,Zandvoort
16.0,PER,11,Red Bull Racing,70.53,0,2021,13,Zandvoort
17.0,VET,5,Aston Martin,70.731,0,2021,13,Zandvoort
18.0,KUB,88,Alfa Romeo Racing,71.301,0,2021,13,Zandvoort
19.0,MSC,47,Haas F1 Team,71.387,0,2021,13,Zandvoort
20.0,MAZ,9,Haas F1 Team,71.875,0,2021,13,Zandvoort
1.0,BOT,77,Mercedes,79.555,0,2021,14,Monza
2.0,HAM,44,Mercedes,79.651,0,2021,14,Monza
3.0,VER,33,Red Bull Racing,79.966,0,2021,14,Monza
4.0,NOR,4,McLaren,79.989,0,2021,14,Monza
5.0,RIC,3,McLaren,79.995,0,2021,14,Monza
6.0,GAS,10,AlphaTauri,80.26,0,2021,14,Monza
7.0,SAI,55,Ferrari,80.462,0,2021,14,Monza
8.0,LEC,16,Ferrari,80.51,0,2021,14,Monza
9.0,PER,11,Red Bull Racing,80.611,0,2021,14,Monza
10.0,GIO,99,Alfa Romeo Racing,80.726,0,2021,14,Monza
11.0,VET,5,Aston Martin,80.913,0,2021,14,Monza
12.0,STR,18,Aston Martin,81.02,0,2021,14,Monza
13.0,ALO,14,Alpine,81.069,0,2021,14,Monza
14.0,OCO,31,Alpine,81.103,0,2021,14,Monza
15.0,RUS,63,Williams,81.392,0,2021,14,Monza
16.0,LAT,6,Williams,81.925,0,2021,14,Monza
17.0,TSU,22,AlphaTauri,81.973,0,2021,14,Monza
18.0,MSC,47,Haas F1 Team,82.248,0,2021,14,Monza
19.0,KUB,88,Alfa Romeo Racing,82.53,0,2021,14,Monza
20.0,MAZ,9,Haas F1 Team,82.716,0,2021,14,Monza
1.0,NOR,4,McLaren,101.993,1,2021,15,Sochi
2.0,SAI,55,Ferrari,102.51,1,2021,15,Sochi
3.0,RUS,63,Williams,102.983,1,2021,15,Sochi
4.0,HAM,44,Mercedes,104.05,1,2021,15,Sochi
5.0,RIC,3,McLaren,104.156,1,2021,15,Sochi
6.0,ALO,14,Alpine,104.204,1,2021,15,Sochi
7.0,BOT,77,Mercedes,104.71,1,2021,15,Sochi
8.0,STR,18,Aston Martin,104.956,1,2021,15,Sochi
9.0,PER,11,Red Bull Racing,105.337,1,2021,15,Sochi
10.0,OCO,31,Alpine,105.865,1,2021,15,Sochi
11.0,VET,5,Aston Martin,106.573,1,2021,15,Sochi
12.0,GAS,10,AlphaTauri,106.641,1,2021,15,Sochi
13.0,TSU,22,AlphaTauri,106.751,1,2021,15,Sochi
14.0,LAT,6,Williams,108.252,1,2021,15,Sochi
15.0,LEC,16,Ferrari,108.47,1,2021,15,Sochi
16.0,RAI,7,Alfa Romeo Racing,109.586,1,2021,15,Sochi
17.0,MSC,47,Haas F1 Team,109.83,1,2021,15,Sochi
18.0,GIO,99,Alfa Romeo Racing,111.023,1,2021,15,Sochi
19.0,MAZ,9,Haas F1 Team,113.764,1,2021,15,Sochi
20.0,VER,33,Red Bull Racing,,1,2021,15,Sochi
1.0,HAM,44,Mercedes,82.868,1,2021,16,Istanbul
2.0,BOT,77,Mercedes,82.998,1,2021,16,Istanbul
3.0,VER,33,Red Bull Racing,83.196,1,2021,16,Istanbul
4.0,LEC,16,Ferrari,83.265,1,2021,16,Istanbul
5.0,GAS,10,AlphaTauri,83.326,1,2021,16,Istanbul
6.0,ALO,14,Alpine,83.477,1,2021,16,Istanbul
7.0,PER,11,Red Bull Racing,83.706,1,2021,16,Istanbul
8.0,NOR,4,McLaren,83.954,1,2021,16,Istanbul
9.0,STR,18,Aston Martin,84.305,1,2021,16,Istanbul
10.0,TSU,22,AlphaTauri,84.054,1,2021,16,Istanbul
11.0,VET,5,Aston Martin,84.795,1,2021,16,Istanbul
12.0,OCO,31,Alpine,84.842,1,2021,16,Istanbul
13.0,RUS,63,Williams,85.007,1,2021,16,Istanbul
14.0,MSC,47,Haas F1 Team,85.2,1,2021,16,Istanbul
15.0,SAI,55,Ferrari,85.177,1,2021,16,Istanbul
16.0,RIC,3,McLaren,85.881,1,2021,16,Istanbul
17.0,LAT,6,Williams,86.086,1,2021,16,Istanbul
18.0,GIO,99,Alfa Romeo Racing,86.43,1,2021,16,Istanbul
19.0,RAI,7,Alfa Romeo Racing,87.525,1,2021,16,Istanbul
20.0,MAZ,9,Haas F1 Team,88.449,1,2021,16,Istanbul
1.0,VER,33,Red Bull Racing,92.91,1,2021,17,Austin
2.0,HAM,44,Mercedes,93.119,1,2021,17,Austin
3.0,PER,11,Red Bull Racing,93.134,1,2021,17,Austin
4.0,BOT,77,Mercedes,93.475,1,2021,17,Austin
5.0,LEC,16,Ferrari,93.606,1,2021,17,Austin
6.0,SAI,55,Ferrari,93.792,1,2021,17,Austin
7.0,RIC,3,McLaren,93.808,1,2021,17,Austin
8.0,NOR,4,McLaren,93.88,1,2021,17,Austin
9.0,GAS,10,AlphaTauri,94.118,1,2021,17,Austin
10.0,TSU,22,AlphaTauri,94.918,1,2021,17,Austin
11.0,OCO,31,Alpine,95.377,1,2021,17,Austin
12.0,VET,5,Aston Martin,95.281,1,2021,17,Austin
13.0,GIO,99,Alfa Romeo Racing,95.794,1,2021,17,Austin
14.0,ALO,14,Alpine,95.756,1,2021,17,Austin
15.0,RUS,63,Williams,95.746,1,2021,17,Austin
16.0,STR,18,Aston Martin,95.983,1,2021,17,Austin
17.0,LAT,6,Williams,95.995,1,2021,17,Austin
18.0,RAI,7,Alfa Romeo Racing,96.311,1,2021,17,Austin
19.0,MSC,47,Haas F1 Team,96.499,1,2021,17,Austin
20.0,MAZ,9,Haas F1 Team,96.796,1,2021,17,Austin
1.0,BOT,77,Mercedes,75.875,0,2021,18,Mexico City
2.0,HAM,44,Mercedes,76.02,0,2021,18,Mexico City
3.0,VER,33,Red Bull Racing,76.225,0,2021,18,Mexico City
4.0,PER,11,Red Bull Racing,76.342,0,2021,18,Mexico City
5.0,GAS,10,AlphaTauri,76.456,0,2021,18,Mexico City
6.0,SAI,55,Ferrari,76.761,0,2021,18,Mexico City
7.0,RIC,3,McLaren,76.763,0,2021,18,Mexico City
8.0,LEC,16,Ferrari,76.748,0,2021,18,Mexico City
9.0,TSU,22,AlphaTauri,76.701,0,2021,18,Mexico City
10.0,NOR,4,McLaren,77.473,0,2021,18,Mexico City
11.0,VET,5,Aston Martin,77.502,0,2021,18,Mexico City
12.0,RAI,7,Alfa Romeo Racing,77.606,0,2021,18,Mexico City
13.0,RUS,63,Williams,77.958,0,2021,18,Mexico City
14.0,GIO,99,Alfa Romeo Racing,77.897,0,2021,18,Mexico City
15.0,OCO,31,Alpine,78.126,0,2021,18,Mexico City
16.0,ALO,14,Alpine,78.452,0,2021,18,Mexico City
17.0,LAT,6,Williams,78.756,0,2021,18,Mexico City
18.0,MSC,47,Haas F1 Team,78.858,0,2021,18,Mexico City
19.0,MAZ,9,Haas F1 Team,79.303,0,2021,18,Mexico City
20.0,STR,18,Aston Martin,80.873,0,2021,18,Mexico City
1.0,HAM,44,Mercedes,67.934,0,2021,19,São Paulo
2.0,VER,33,Red Bull Racing,68.372,0,2021,19,São Paulo
3.0,BOT,77,Mercedes,68.426,0,2021,19,São Paulo
4.0,PER,11,Red Bull Racing,68.483,0,2021,19,São Paulo
5.0,GAS,10,AlphaTauri,68.777,0,2021,19,São Paulo
6.0,SAI,55,Ferrari,68.826,0,2021,19,São Paulo
7.0,LEC,16,Ferrari,68.859,0,2021,19,São Paulo
8.0,NOR,4,McLaren,68.98,0,2021,19,São Paulo
9.0,RIC,3,McLaren,69.039,0,2021,19,São Paulo
10.0,ALO,14,Alpine,69.113,0,2021,19,São Paulo
11.0,OCO,31,Alpine,69.189,0,2021,19,São Paulo
12.0,VET,5,Aston Martin,69.399,0,2021,19,São Paulo
13.0,TSU,22,AlphaTauri,69.35,0,2021,19,São Paulo
14.0,RAI,7,Alfa Romeo Racing,69.503,0,2021,19,São Paulo
15.0,GIO,99,Alfa Romeo Racing,69.342,0,2021,19,São Paulo
16.0,STR,18,Aston Martin,69.663,0,2021,19,São Paulo
17.0,LAT,6,Williams,69.897,0,2021,19,São Paulo
18.0,RUS,63,Williams,69.953,0,2021,19,São Paulo
19.0,MSC,47,Haas F1 Team,70.329,0,2021,19,São Paulo
20.0,MAZ,9,Haas F1 Team,70.589,0,2021,19,São Paulo
1.0,HAM,44,Mercedes,80.827,0,2021,20,Lusail
2.0,VER,33,Red Bull Racing,81.282,0,2021,20,Lusail
3.0,BOT,77,Mercedes,81.478,0,2021,20,Lusail
4.0,GAS,10,AlphaTauri,81.64,0,2021,20,Lusail
5.0,ALO,14,Alpine,81.67,0,2021,20,Lusail
6.0,NOR,4,McLaren,81.731,0,2021,20,Lusail
7.0,SAI,55,Ferrari,81.84,0,2021,20,Lusail
8.0,TSU,22,AlphaTauri,81.881,0,2021,20,Lusail
9.0,OCO,31,Alpine,82.012,0,2021,20,Lusail
10.0,VET,5,Aston Martin,82.146,0,2021,20,Lusail
11.0,PER,11,Red Bull Racing,82.346,0,2021,20,Lusail
12.0,STR,18,Aston Martin,82.46,0,2021,20,Lusail
13.0,LEC,16,Ferrari,82.463,0,2021,20,Lusail
14.0,RIC,3,McLaren,82.597,0,2021,20,Lusail
15.0,RUS,63,Williams,82.756,0,2021,20,Lusail
16.0,RAI,7,Alfa Romeo Racing,83.156,0,2021,20,Lusail
17.0,LAT,6,Williams,83.213,0,2021,20,Lusail
18.0,GIO,99,Alfa Romeo Racing,83.262,0,2021,20,Lusail
19.0,MSC,47,Haas F1 Team,83.407,0,2021,20,Lusail
20.0,MAZ,9,Haas F1 Team,85.859,0,2021,20,Lusail
1.0,HAM,44,Mercedes,87.511,0,2021,21,Jeddah
2.0,BOT,77,Mercedes,87.622,0,2021,21,Jeddah
3.0,VER,33,Red Bull Racing,87.653,0,2021,21,Jeddah
4.0,LEC,16,Ferrari,88.054,0,2021,21,Jeddah
5.0,PER,11,Red Bull Racing,87.946,0,2021,21,Jeddah
6.0,GAS,10,AlphaTauri,88.125,0,2021,21,Jeddah
7.0,NOR,4,McLaren,88.18,0,2021,21,Jeddah
8.0,TSU,22,AlphaTauri,88.222,0,2021,21,Jeddah
9.0,OCO,31,Alpine,88.574,0,2021,21,Jeddah
10.0,GIO,99,Alfa Romeo Racing,88.616,0,2021,21,Jeddah
11.0,RIC,3,McLaren,88.216,0,2021,21,Jeddah
