Position,Abbreviation,DriverNumber,TeamName,GridPosition,Status,RaceTime_Sec,PitStops,IsWetRace,Year,Round,Circuit
7.0,BEA,38,Ferrari,11.0,Finished,42.679,0,0,2024,2,Jeddah
8.0,NOR,4,McLaren,6.0,Finished,45.708,0,0,2024,2,Jeddah
9.0,HAM,44,Mercedes,8.0,Finished,47.391,0,0,2024,2,Jeddah
10.0,HUL,27,Haas F1 Team,15.0,Finished,76.996,0,0,2024,2,Jeddah
11.0,ALB,23,Williams,12.0,Finished,88.354,0,0,2024,2,Jeddah
12.0,MAG,20,Haas F1 Team,13.0,Finished,105.737,0,0,2024,2,Jeddah
13.0,OCO,31,Alpine,17.0,Lapped,4.001,0,0,2024,2,Jeddah
14.0,SAR,2,Williams,19.0,Lapped,6.785,0,0,2024,2,Jeddah
15.0,TSU,22,RB,9.0,Lapped,10.533,0,0,2024,2,Jeddah
16.0,RIC,3,RB,14.0,Lapped,20.715,0,0,2024,2,Jeddah
17.0,BOT,77,Kick Sauber,16.0,Lapped,23.115,0,0,2024,2,Jeddah
18.0,ZHO,24,Kick Sauber,20.0,Lapped,29.553,0,0,2024,2,Jeddah
19.0,STR,18,Aston Martin,10.0,Retired,,0,0,2024,2,Jeddah
20.0,GAS,10,Alpine,18.0,Retired,,0,0,2024,2,Jeddah
1.0,SAI,55,Ferrari,2.0,Finished,4826.843,0,0,2024,3,Melbourne
2.0,LEC,16,Ferrari,4.0,Finished,2.366,0,0,2024,3,Melbourne
3.0,NOR,4,McLaren,3.0,Finished,5.904,0,0,2024,3,Melbourne
4.0,PIA,81,McLaren,5.0,Finished,35.77,0,0,2024,3,Melbourne
5.0,PER,11,Red Bull Racing,6.0,Finished,56.309,0,0,2024,3,Melbourne
6.0,STR,18,Aston Martin,9.0,Finished,93.222,0,0,2024,3,Melbourne
7.0,TSU,22,RB,8.0,Finished,95.601,0,0,2024,3,Melbourne
8.0,ALO,14,Aston Martin,10.0,Finished,100.992,0,0,2024,3,Melbourne
9.0,HUL,27,Haas F1 Team,16.0,Finished,104.553,0,0,2024,3,Melbourne
10.0,MAG,20,Haas F1 Team,14.0,Lapped,4.081,0,0,2024,3,Melbourne
11.0,ALB,23,Williams,12.0,Lapped,5.009,0,0,2024,3,Melbourne
12.0,RIC,3,RB,18.0,Lapped,11.508,0,0,2024,3,Melbourne
13.0,GAS,10,Alpine,17.0,Lapped,40.953,0,0,2024,3,Melbourne
14.0,BOT,77,Kick Sauber,13.0,Lapped,42.326,0,0,2024,3,Melbourne
15.0,ZHO,24,Kick Sauber,19.0,Lapped,44.293,0,0,2024,3,Melbourne
16.0,OCO,31,Alpine,15.0,Lapped,53.979,0,0,2024,3,Melbourne
17.0,RUS,63,Mercedes,7.0,Retired,,0,0,2024,3,Melbourne
18.0,HAM,44,Mercedes,11.0,Retired,,0,0,2024,3,Melbourne
19.0,VER,1,Red Bull Racing,1.0,Retired,,0,0,2024,3,Melbourne
1.0,VER,1,Red Bull Racing,1.0,Finished,6863.566,0,0,2024,4,Suzuka
2.0,PER,11,Red Bull Racing,2.0,Finished,12.535,0,0,2024,4,Suzuka
3.0,SAI,55,Ferrari,4.0,Finished,20.866,0,0,2024,4,Suzuka
4.0,LEC,16,Ferrari,8.0,Finished,26.522,0,0,2024,4,Suzuka
5.0,NOR,4,McLaren,3.0,Finished,29.7,0,0,2024,4,Suzuka
6.0,ALO,14,Aston Martin,5.0,Finished,44.272,0,0,2024,4,Suzuka
7.0,RUS,63,Mercedes,9.0,Finished,45.951,0,0,2024,4,Suzuka
8.0,PIA,81,McLaren,6.0,Finished,47.525,0,0,2024,4,Suzuka
9.0,HAM,44,Mercedes,7.0,Finished,48.626,0,0,2024,4,Suzuka
10.0,TSU,22,RB,10.0,Lapped,1.6019999999999999,0,0,2024,4,Suzuka
11.0,HUL,27,Haas F1 Team,12.0,Lapped,7.168,0,0,2024,4,Suzuka
12.0,STR,18,Aston Martin,16.0,Lapped,11.233,0,0,2024,4,Suzuka
13.0,MAG,20,Haas F1 Team,18.0,Lapped,17.919,0,0,2024,4,Suzuka
14.0,BOT,77,Kick Sauber,13.0,Lapped,18.893,0,0,2024,4,Suzuka
15.0,OCO,31,Alpine,15.0,Lapped,41.152,0,0,2024,4,Suzuka
16.0,GAS,10,Alpine,17.0,Lapped,55.066,0,0,2024,4,Suzuka
17.0,SAR,2,Williams,19.0,Lapped,72.765,0,0,2024,4,Suzuka
18.0,ZHO,24,Kick Sauber,20.0,Retired,,1,0,2024,4,Suzuka
19.0,RIC,3,RB,11.0,Retired,,0,0,2024,4,Suzuka
20.0,ALB,23,Williams,14.0,Retired,,0,0,2024,4,Suzuka
1.0,VER,1,Red Bull Racing,1.0,Finished,6052.554,0,0,2024,5,Shanghai
2.0,NOR,4,McLaren,4.0,Finished,13.773,0,0,2024,5,Shanghai
3.0,PER,11,Red Bull Racing,2.0,Finished,19.16,0,0,2024,5,Shanghai
4.0,LEC,16,Ferrari,6.0,Finished,23.623,0,0,2024,5,Shanghai
5.0,SAI,55,Ferrari,7.0,Finished,33.983,0,0,2024,5,Shanghai
6.0,RUS,63,Mercedes,8.0,Finished,38.724,0,0,2024,5,Shanghai
7.0,ALO,14,Aston Martin,3.0,Finished,43.414,0,0,2024,5,Shanghai
8.0,PIA,81,McLaren,5.0,Finished,56.198,0,0,2024,5,Shanghai
9.0,HAM,44,Mercedes,18.0,Finished,57.986,0,0,2024,5,Shanghai
10.0,HUL,27,Haas F1 Team,9.0,Finished,60.476,0,0,2024,5,Shanghai
11.0,OCO,31,Alpine,13.0,Finished,62.812,0,0,2024,5,Shanghai
12.0,ALB,23,Williams,14.0,Finished,65.506,0,0,2024,5,Shanghai
13.0,GAS,10,Alpine,15.0,Finished,69.223,0,0,2024,5,Shanghai
14.0,ZHO,24,Kick Sauber,16.0,Finished,71.689,0,0,2024,5,Shanghai
15.0,STR,18,Aston Martin,11.0,Finished,82.786,0,0,2024,5,Shanghai
16.0,MAG,20,Haas F1 Team,17.0,Finished,87.533,0,0,2024,5,Shanghai
17.0,SAR,2,Williams,20.0,Finished,95.11,0,0,2024,5,Shanghai
18.0,RIC,3,RB,12.0,Retired,,0,0,2024,5,Shanghai
19.0,TSU,22,RB,19.0,Retired,,0,0,2024,5,Shanghai
20.0,BOT,77,Kick Sauber,10.0,Retired,,0,0,2024,5,Shanghai
1.0,NOR,4,McLaren,5.0,Finished,5449.876,0,0,2024,6,Miami
2.0,VER,1,Red Bull Racing,1.0,Finished,7.612,0,0,2024,6,Miami
3.0,LEC,16,Ferrari,2.0,Finished,9.92,0,0,2024,6,Miami
4.0,PER,11,Red Bull Racing,4.0,Finished,14.65,0,0,2024,6,Miami
5.0,SAI,55,Ferrari,3.0,Finished,16.407,0,0,2024,6,Miami
6.0,HAM,44,Mercedes,8.0,Finished,16.585,0,0,2024,6,Miami
7.0,TSU,22,RB,10.0,Finished,26.185,0,0,2024,6,Miami
8.0,RUS,63,Mercedes,7.0,Finished,34.789,0,0,2024,6,Miami
9.0,ALO,14,Aston Martin,15.0,Finished,37.107,0,0,2024,6,Miami
10.0,OCO,31,Alpine,13.0,Finished,39.746,0,0,2024,6,Miami
11.0,HUL,27,Haas F1 Team,9.0,Finished,40.789,0,0,2024,6,Miami
12.0,GAS,10,Alpine,12.0,Finished,44.958,0,0,2024,6,Miami
13.0,PIA,81,McLaren,6.0,Finished,49.756,0,0,2024,6,Miami
14.0,ZHO,24,Kick Sauber,19.0,Finished,49.979,0,0,2024,6,Miami
15.0,RIC,3,RB,20.0,Finished,50.956,0,0,2024,6,Miami
16.0,BOT,77,Kick Sauber,16.0,Finished,52.356,0,0,2024,6,Miami
17.0,STR,18,Aston Martin,11.0,Finished,55.173,0,0,2024,6,Miami
18.0,ALB,23,Williams,14.0,Finished,76.091,0,0,2024,6,Miami
19.0,MAG,20,Haas F1 Team,18.0,Finished,84.683,0,0,2024,6,Miami
20.0,SAR,2,Williams,17.0,Retired,,0,0,2024,6,Miami
1.0,VER,1,Red Bull Racing,1.0,Finished,5125.252,0,0,2024,7,Imola
2.0,NOR,4,McLaren,2.0,Finished,0.725,0,0,2024,7,Imola
3.0,LEC,16,Ferrari,3.0,Finished,7.916,0,0,2024,7,Imola
4.0,PIA,81,McLaren,5.0,Finished,14.132,0,0,2024,7,Imola
5.0,SAI,55,Ferrari,4.0,Finished,22.325,0,0,2024,7,Imola
6.0,HAM,44,Mercedes,8.0,Finished,35.104,0,0,2024,7,Imola
7.0,RUS,63,Mercedes,6.0,Finished,47.154,0,0,2024,7,Imola
8.0,PER,11,Red Bull Racing,11.0,Finished,54.776,0,0,2024,7,Imola
9.0,STR,18,Aston Martin,13.0,Finished,79.556,0,0,2024,7,Imola
10.0,TSU,22,RB,7.0,Lapped,17.856,0,0,2024,7,Imola
11.0,HUL,27,Haas F1 Team,10.0,Lapped,25.277,0,0,2024,7,Imola
12.0,MAG,20,Haas F1 Team,18.0,Lapped,26.434,0,0,2024,7,Imola
13.0,RIC,3,RB,9.0,Lapped,27.661,0,0,2024,7,Imola
14.0,OCO,31,Alpine,12.0,Lapped,43.907,0,0,2024,7,Imola
15.0,ZHO,24,Kick Sauber,17.0,Lapped,44.933,0,0,2024,7,Imola
16.0,GAS,10,Alpine,15.0,Lapped,49.715,0,0,2024,7,Imola
17.0,SAR,2,Williams,19.0,Lapped,51.051,0,0,2024,7,Imola
18.0,BOT,77,Kick Sauber,16.0,Lapped,56.343,0,0,2024,7,Imola
19.0,ALO,14,Aston Martin,20.0,Lapped,75.124,0,0,2024,7,Imola
20.0,ALB,23,Williams,14.0,Retired,,1,0,2024,7,Imola
1.0,LEC,16,Ferrari,1.0,Finished,8595.554,0,0,2024,8,Monaco
2.0,PIA,81,McLaren,2.0,Finished,7.152,0,0,2024,8,Monaco
3.0,SAI,55,Ferrari,3.0,Finished,7.585,0,0,2024,8,Monaco
4.0,NOR,4,McLaren,4.0,Finished,8.65,0,0,2024,8,Monaco
5.0,RUS,63,Mercedes,5.0,Finished,13.309,0,0,2024,8,Monaco
6.0,VER,1,Red Bull Racing,6.0,Finished,13.853,0,0,2024,8,Monaco
7.0,HAM,44,Mercedes,7.0,Finished,14.908,0,0,2024,8,Monaco
8.0,TSU,22,RB,8.0,Lapped,39.487,0,0,2024,8,Monaco
9.0,ALB,23,Williams,9.0,Lapped,54.052,0,0,2024,8,Monaco
10.0,GAS,10,Alpine,10.0,Lapped,60.241,0,0,2024,8,Monaco
11.0,ALO,14,Aston Martin,14.0,Lapped,3.854,0,0,2024,8,Monaco
12.0,RIC,3,RB,12.0,Lapped,4.264,0,0,2024,8,Monaco
13.0,BOT,77,Kick Sauber,17.0,Lapped,4.4879999999999995,0,0,2024,8,Monaco
14.0,STR,18,Aston Martin,13.0,Lapped,5.967,0,0,2024,8,Monaco
15.0,SAR,2,Williams,15.0,Lapped,9.026,0,0,2024,8,Monaco
16.0,ZHO,24,Kick Sauber,18.0,Lapped,55.26,0,0,2024,8,Monaco
17.0,OCO,31,Alpine,11.0,Retired,,0,0,2024,8,Monaco
18.0,PER,11,Red Bull Racing,16.0,Retired,,0,0,2024,8,Monaco
19.0,HUL,27,Haas F1 Team,19.0,Retired,,0,0,2024,8,Monaco
20.0,MAG,20,Haas F1 Team,20.0,Retired,,0,0,2024,8,Monaco
1.0,VER,1,Red Bull Racing,2.0,Finished,6347.927,0,1,2024,9,Montréal
2.0,NOR,4,McLaren,3.0,Finished,3.879,0,1,2024,9,Montréal
3.0,RUS,63,Mercedes,1.0,Finished,4.317,0,1,2024,9,Montréal
4.0,HAM,44,Mercedes,7.0,Finished,4.915,0,1,2024,9,Montréal
5.0,PIA,81,McLaren,4.0,Finished,10.199,0,1,2024,9,Montréal
6.0,ALO,14,Aston Martin,6.0,Finished,17.51,0,1,2024,9,Montréal
7.0,STR,18,Aston Martin,9.0,Finished,23.625,0,1,2024,9,Montréal
8.0,RIC,3,RB,5.0,Finished,28.672,0,1,2024,9,Montréal
9.0,GAS,10,Alpine,15.0,Finished,30.021,0,1,2024,9,Montréal
10.0,OCO,31,Alpine,18.0,Finished,30.313,0,1,2024,9,Montréal
11.0,HUL,27,Haas F1 Team,17.0,Finished,30.824,0,1,2024,9,Montréal
12.0,MAG,20,Haas F1 Team,14.0,Finished,31.253,0,1,2024,9,Montréal
13.0,BOT,77,Kick Sauber,19.0,Finished,40.487,0,1,2024,9,Montréal
14.0,TSU,22,RB,8.0,Finished,52.694,0,1,2024,9,Montréal
15.0,ZHO,24,Kick Sauber,20.0,Lapped,53.528,0,1,2024,9,Montréal
16.0,SAI,55,Ferrari,12.0,Retired,,0,1,2024,9,Montréal
17.0,ALB,23,Williams,10.0,Retired,,0,1,2024,9,Montréal
18.0,PER,11,Red Bull Racing,16.0,Retired,,0,1,2024,9,Montréal
19.0,LEC,16,Ferrari,11.0,Retired,,0,1,2024,9,Montréal
20.0,SAR,2,Williams,13.0,Retired,,0,1,2024,9,Montréal
1.0,VER,1,Red Bull Racing,2.0,Finished,5300.227,0,1,2024,10,Barcelona
2.0,NOR,4,McLaren,1.0,Finished,2.219,0,1,2024,10,Barcelona
3.0,HAM,44,Mercedes,3.0,Finished,17.79,0,1,2024,10,Barcelona
4.0,RUS,63,Mercedes,4.0,Finished,22.32,0,1,2024,10,Barcelona
5.0,LEC,16,Ferrari,5.0,Finished,22.709,0,1,2024,10,Barcelona
6.0,SAI,55,Ferrari,6.0,Finished,31.028,0,1,2024,10,Barcelona
7.0,PIA,81,McLaren,9.0,Finished,33.76,0,1,2024,10,Barcelona
8.0,PER,11,Red Bull Racing,11.0,Finished,59.524,0,1,2024,10,Barcelona
9.0,GAS,10,Alpine,7.0,Finished,62.025,0,1,2024,10,Barcelona
10.0,OCO,31,Alpine,8.0,Finished,71.889,0,1,2024,10,Barcelona
11.0,HUL,27,Haas F1 Team,13.0,Finished,79.215,0,1,2024,10,Barcelona
12.0,ALO,14,Aston Martin,10.0,Lapped,9.497,0,1,2024,10,Barcelona
13.0,ZHO,24,Kick Sauber,15.0,Lapped,15.475999999999999,0,1,2024,10,Barcelona
14.0,STR,18,Aston Martin,14.0,Lapped,25.252,0,1,2024,10,Barcelona
15.0,RIC,3,RB,18.0,Lapped,44.05,0,1,2024,10,Barcelona
16.0,BOT,77,Kick Sauber,12.0,Lapped,53.313,0,1,2024,10,Barcelona
17.0,MAG,20,Haas F1 Team,16.0,Lapped,54.788,0,1,2024,10,Barcelona
18.0,ALB,23,Williams,20.0,Lapped,58.149,0,1,2024,10,Barcelona
19.0,TSU,22,RB,17.0,Lapped,68.904,0,1,2024,10,Barcelona
20.0,SAR,2,Williams,19.0,Lapped,4.866,0,1,2024,10,Barcelona
1.0,RUS,63,Mercedes,3.0,Finished,5062.798,0,1,2024,11,Spielberg
2.0,PIA,81,McLaren,7.0,Finished,1.9060000000000001,0,1,2024,11,Spielberg
3.0,SAI,55,Ferrari,4.0,Finished,4.533,0,1,2024,11,Spielberg
4.0,HAM,44,Mercedes,5.0,Finished,23.142,0,1,2024,11,Spielberg
5.0,VER,1,Red Bull Racing,1.0,Finished,37.253,0,1,2024,11,Spielberg
6.0,HUL,27,Haas F1 Team,9.0,Finished,54.088,0,1,2024,11,Spielberg
7.0,PER,11,Red Bull Racing,8.0,Finished,54.672,0,1,2024,11,Spielberg
8.0,MAG,20,Haas F1 Team,12.0,Finished,60.355,0,1,2024,11,Spielberg
9.0,RIC,3,RB,11.0,Finished,61.169,0,1,2024,11,Spielberg
10.0,GAS,10,Alpine,13.0,Finished,61.766,0,1,2024,11,Spielberg
11.0,LEC,16,Ferrari,6.0,Finished,67.056,0,1,2024,11,Spielberg
12.0,OCO,31,Alpine,10.0,Finished,68.325,0,1,2024,11,Spielberg
13.0,STR,18,Aston Martin,17.0,Lapped,10.234,0,1,2024,11,Spielberg
14.0,TSU,22,RB,14.0,Lapped,13.145,0,1,2024,11,Spielberg
15.0,ALB,23,Williams,16.0,Lapped,15.866,0,1,2024,11,Spielberg
16.0,BOT,77,Kick Sauber,18.0,Lapped,19.375,0,1,2024,11,Spielberg
17.0,ZHO,24,Kick Sauber,20.0,Lapped,44.882,0,1,2024,11,Spielberg
18.0,ALO,14,Aston Martin,15.0,Lapped,47.66,0,1,2024,11,Spielberg
19.0,SAR,2,Williams,19.0,Lapped,6.309,0,1,2024,11,Spielberg
20.0,NOR,4,McLaren,2.0,Lapped,,0,1,2024,11,Spielberg
1.0,HAM,44,Mercedes,2.0,Finished,4947.059,0,1,2024,12,Silverstone
2.0,VER,1,Red Bull Racing,4.0,Finished,1.465,0,1,2024,12,Silverstone
3.0,NOR,4,McLaren,3.0,Finished,7.547,0,1,2024,12,Silverstone
4.0,PIA,81,McLaren,5.0,Finished,12.429,0,1,2024,12,Silverstone
5.0,SAI,55,Ferrari,7.0,Finished,47.318,0,1,2024,12,Silverstone
6.0,HUL,27,Haas F1 Team,6.0,Finished,55.722,0,1,2024,12,Silverstone
7.0,STR,18,Aston Martin,8.0,Finished,56.569,0,1,2024,12,Silverstone
8.0,ALO,14,Aston Martin,10.0,Finished,63.577,0,1,2024,12,Silverstone
9.0,ALB,23,Williams,9.0,Finished,68.387,0,1,2024,12,Silverstone
10.0,TSU,22,RB,13.0,Finished,79.303,0,1,2024,12,Silverstone
11.0,SAR,2,Williams,12.0,Finished,88.96,0,1,2024,12,Silverstone
12.0,MAG,20,Haas F1 Team,17.0,Finished,90.153,0,1,2024,12,Silverstone
13.0,RIC,3,RB,15.0,Lapped,9.937,0,1,2024,12,Silverstone
14.0,LEC,16,Ferrari,11.0,Lapped,40.473,0,1,2024,12,Silverstone
15.0,BOT,77,Kick Sauber,16.0,Lapped,41.821,0,1,2024,12,Silverstone
16.0,OCO,31,Alpine,18.0,Lapped,10.682,0,1,2024,12,Silverstone
17.0,PER,11,Red Bull Racing,20.0,Lapped,18.005,0,1,2024,12,Silverstone
18.0,ZHO,24,Kick Sauber,14.0,Lapped,54.476,0,1,2024,12,Silverstone
19.0,RUS,63,Mercedes,1.0,Retired,,0,1,2024,12,Silverstone
20.0,GAS,10,Alpine,19.0,Did not start,,0,1,2024,12,Silverstone
1.0,PIA,81,McLaren,2.0,Finished,5881.989,0,0,2024,13,Budapest
2.0,NOR,4,McLaren,1.0,Finished,2.141,0,0,2024,13,Budapest
3.0,HAM,44,Mercedes,5.0,Finished,14.88,0,0,2024,13,Budapest
4.0,LEC,16,Ferrari,6.0,Finished,19.686,0,0,2024,13,Budapest
5.0,VER,1,Red Bull Racing,3.0,Finished,21.349,0,0,2024,13,Budapest
6.0,SAI,55,Ferrari,4.0,Finished,23.073,0,0,2024,13,Budapest
7.0,PER,11,Red Bull Racing,16.0,Finished,39.792,0,0,2024,13,Budapest
8.0,RUS,63,Mercedes,17.0,Finished,42.368,0,0,2024,13,Budapest
9.0,TSU,22,RB,10.0,Finished,77.259,0,0,2024,13,Budapest
10.0,STR,18,Aston Martin,8.0,Finished,77.976,0,0,2024,13,Budapest
11.0,ALO,14,Aston Martin,7.0,Finished,82.46,0,0,2024,13,Budapest
12.0,RIC,3,RB,9.0,Lapped,17.924,0,0,2024,13,Budapest
13.0,HUL,27,Haas F1 Team,11.0,Lapped,33.184,0,0,2024,13,Budapest
14.0,ALB,23,Williams,13.0,Lapped,36.769,0,0,2024,13,Budapest
15.0,MAG,20,Haas F1 Team,15.0,Lapped,45.302,0,0,2024,13,Budapest
16.0,BOT,77,Kick Sauber,12.0,Lapped,45.409,0,0,2024,13,Budapest
17.0,SAR,2,Williams,14.0,Lapped,52.591,0,0,2024,13,Budapest
18.0,OCO,31,Alpine,19.0,Lapped,60.929,0,0,2024,13,Budapest
19.0,ZHO,24,Kick Sauber,18.0,Lapped,63.598,0,0,2024,13,Budapest
20.0,GAS,10,Alpine,20.0,Retired,,0,0,2024,13,Budapest
1.0,HAM,44,Mercedes,3.0,Finished,4797.566,0,0,2024,14,Spa-Francorchamps
2.0,PIA,81,McLaren,5.0,Finished,0.647,0,0,2024,14,Spa-Francorchamps
3.0,LEC,16,Ferrari,1.0,Finished,8.023,0,0,2024,14,Spa-Francorchamps
4.0,VER,1,Red Bull Racing,11.0,Finished,8.7,0,0,2024,14,Spa-Francorchamps
5.0,NOR,4,McLaren,4.0,Finished,9.324,0,0,2024,14,Spa-Francorchamps
6.0,SAI,55,Ferrari,7.0,Finished,19.269,0,0,2024,14,Spa-Francorchamps
7.0,PER,11,Red Bull Racing,2.0,Finished,42.669,0,0,2024,14,Spa-Francorchamps
8.0,ALO,14,Aston Martin,8.0,Finished,49.437,0,0,2024,14,Spa-Francorchamps
9.0,OCO,31,Alpine,9.0,Finished,52.026,0,0,2024,14,Spa-Francorchamps
10.0,RIC,3,RB,13.0,Finished,54.4,0,0,2024,14,Spa-Francorchamps
11.0,STR,18,Aston Martin,15.0,Finished,62.485,0,0,2024,14,Spa-Francorchamps
12.0,ALB,23,Williams,10.0,Finished,63.125,0,0,2024,14,Spa-Francorchamps
13.0,GAS,10,Alpine,12.0,Finished,63.839,0,0,2024,14,Spa-Francorchamps
14.0,MAG,20,Haas F1 Team,17.0,Finished,66.105,0,0,2024,14,Spa-Francorchamps
15.0,BOT,77,Kick Sauber,14.0,Finished,70.112,0,0,2024,14,Spa-Francorchamps
16.0,TSU,22,RB,20.0,Finished,76.211,0,0,2024,14,Spa-Francorchamps
17.0,SAR,2,Williams,18.0,Finished,85.531,0,0,2024,14,Spa-Francorchamps
18.0,HUL,27,Haas F1 Team,16.0,Finished,88.307,0,0,2024,14,Spa-Francorchamps
19.0,ZHO,24,Kick Sauber,19.0,Retired,,0,0,2024,14,Spa-Francorchamps
20.0,RUS,63,Mercedes,6.0,Disqualified,,0,0,2024,14,Spa-Francorchamps
1.0,NOR,4,McLaren,1.0,Finished,5445.519,0,0,2024,15,Zandvoort
2.0,VER,1,Red Bull Racing,2.0,Finished,22.896,0,0,2024,15,Zandvoort
3.0,LEC,16,Ferrari,6.0,Finished,25.439,0,0,2024,15,Zandvoort
4.0,PIA,81,McLaren,3.0,Finished,27.337,0,0,2024,15,Zandvoort
5.0,SAI,55,Ferrari,10.0,Finished,32.137,0,0,2024,15,Zandvoort
6.0,PER,11,Red Bull Racing,5.0,Finished,39.542,0,0,2024,15,Zandvoort
7.0,RUS,63,Mercedes,4.0,Finished,44.617,0,0,2024,15,Zandvoort
8.0,HAM,44,Mercedes,14.0,Finished,49.599,0,0,2024,15,Zandvoort
9.0,GAS,10,Alpine,9.0,Lapped,8.604,0,0,2024,15,Zandvoort
10.0,ALO,14,Aston Martin,7.0,Lapped,13.533,0,0,2024,15,Zandvoort
11.0,HUL,27,Haas F1 Team,12.0,Lapped,19.214,0,0,2024,15,Zandvoort
12.0,RIC,3,RB,13.0,Lapped,21.067,0,0,2024,15,Zandvoort
13.0,STR,18,Aston Martin,8.0,Lapped,25.712,0,0,2024,15,Zandvoort
14.0,ALB,23,Williams,19.0,Lapped,40.711,0,0,2024,15,Zandvoort
15.0,OCO,31,Alpine,15.0,Lapped,46.878,0,0,2024,15,Zandvoort
16.0,SAR,2,Williams,18.0,Lapped,64.539,0,0,2024,15,Zandvoort
17.0,TSU,22,RB,11.0,Lapped,65.146,0,0,2024,15,Zandvoort
18.0,MAG,20,Haas F1 Team,20.0,Lapped,65.707,0,0,2024,15,Zandvoort
19.0,BOT,77,Kick Sauber,16.0,Lapped,3.248,0,0,2024,15,Zandvoort
20.0,ZHO,24,Kick Sauber,17.0,Lapped,36.019,0,0,2024,15,Zandvoort
1.0,LEC,16,Ferrari,4.0,Finished,4480.727,0,0,2024,16,Monza
2.0,PIA,81,McLaren,2.0,Finished,2.664,0,0,2024,16,Monza
3.0,NOR,4,McLaren,1.0,Finished,6.153,0,0,2024,16,Monza
4.0,SAI,55,Ferrari,5.0,Finished,15.621,0,0,2024,16,Monza
5.0,HAM,44,Mercedes,6.0,Finished,22.82,0,0,2024,16,Monza
6.0,VER,1,Red Bull Racing,7.0,Finished,37.932,0,0,2024,16,Monza
7.0,RUS,63,Mercedes,3.0,Finished,39.715,0,0,2024,16,Monza
8.0,PER,11,Red Bull Racing,8.0,Finished,54.148,0,0,2024,16,Monza
9.0,ALB,23,Williams,9.0,Finished,67.456,0,0,2024,16,Monza
10.0,MAG,20,Haas F1 Team,13.0,Finished,68.302,0,0,2024,16,Monza
11.0,ALO,14,Aston Martin,11.0,Finished,68.495,0,0,2024,16,Monza
12.0,COL,43,Williams,18.0,Finished,81.308,0,0,2024,16,Monza
13.0,RIC,3,RB,12.0,Finished,93.452,0,0,2024,16,Monza
14.0,OCO,31,Alpine,15.0,Lapped,12.659,0,0,2024,16,Monza
15.0,GAS,10,Alpine,14.0,Lapped,18.344,0,0,2024,16,Monza
16.0,BOT,77,Kick Sauber,19.0,Lapped,27.211,0,0,2024,16,Monza
17.0,HUL,27,Haas F1 Team,10.0,Lapped,30.87,0,0,2024,16,Monza
18.0,ZHO,24,Kick Sauber,20.0,Lapped,40.055,0,0,2024,16,Monza
19.0,STR,18,Aston Martin,17.0,Lapped,43.508,0,0,2024,16,Monza
20.0,TSU,22,RB,16.0,Retired,,0,0,2024,16,Monza
1.0,PIA,81,McLaren,2.0,Finished,5578.007,0,0,2024,17,Baku
2.0,LEC,16,Ferrari,1.0,Finished,10.91,0,0,2024,17,Baku
3.0,RUS,63,Mercedes,5.0,Finished,31.328,0,0,2024,17,Baku
