Position_race,Abbreviation,DriverNumber_race,TeamName_race,GridPosition,Status,IsFinished,RetirementCategory,IsWetRace,Year,Round,Position_quali,BestLap_Sec,IsWetQuali,Circuit,TrackLength_km,Corners,Type,OvertakingDifficulty,PositionDelta,DriverForm,DriverCircuitForm,TeamForm,IsRookieRace,IsNewCircuit
17.0,KUB,88,Williams,20.0,+3 Laps,0,Other,0,2019,1,20.0,86.067,0,Melbourne,5.303,16,Permanent,Moderate,-3.0,,,15.666666666666666,1,1
18.0,GRO,8,Haas F1 Team,6.0,Wheel,0,Other,0,2019,1,6.0,81.826,0,Melbourne,5.303,16,Permanent,Moderate,12.0,11.0,16.0,11.0,0,0
19.0,RIC,3,Alpine,12.0,Damage,0,Other,0,2019,1,12.0,82.57,0,Melbourne,5.303,16,Permanent,Moderate,7.0,8.333333333333334,4.0,13.0,0,0
20.0,SAI,55,McLaren,18.0,Engine,0,Mechanical,0,2019,1,18.0,83.084,0,Melbourne,5.303,16,Permanent,Moderate,2.0,12.333333333333334,10.0,12.0,0,0
1.0,HAM,44,Mercedes,3.0,Finished,1,Finished,0,2019,2,3.0,88.19,1,Sakhir,5.412,15,Permanent,Moderate,-2.0,1.3333333333333333,3.0,1.3333333333333333,0,0
2.0,BOT,77,Mercedes,4.0,Finished,1,Finished,0,2019,2,4.0,88.256,1,Sakhir,5.412,15,Permanent,Moderate,-2.0,3.6666666666666665,2.0,3.6666666666666665,0,0
3.0,LEC,16,Ferrari,1.0,Finished,1,Finished,0,2019,2,1.0,87.866,1,Sakhir,5.412,15,Permanent,Moderate,2.0,6.333333333333333,12.0,8.0,0,0
4.0,VER,33,Red Bull Racing,5.0,Finished,1,Finished,0,2019,2,5.0,88.752,1,Sakhir,5.412,15,Permanent,Moderate,-1.0,2.6666666666666665,19.0,2.6666666666666665,0,0
5.0,VET,5,Ferrari,2.0,Finished,1,Finished,0,2019,2,2.0,88.16,1,Sakhir,5.412,15,Permanent,Moderate,3.0,4.0,1.0,4.0,0,0
6.0,NOR,4,McLaren,9.0,Finished,1,Finished,0,2019,2,10.0,89.043,1,Sakhir,5.412,15,Permanent,Moderate,-3.0,12.0,,13.333333333333334,0,1
7.0,RAI,7,Kick Sauber,8.0,Finished,1,Finished,0,2019,2,9.0,89.022,1,Sakhir,5.412,15,Permanent,Moderate,-1.0,10.0,18.0,7.333333333333333,0,0
8.0,GAS,10,Red Bull Racing,13.0,Finished,1,Finished,0,2019,2,13.0,89.526,1,Sakhir,5.412,15,Permanent,Moderate,-5.0,13.333333333333334,4.0,7.0,0,0
9.0,ALB,23,Racing Bulls,12.0,Finished,1,Finished,0,2019,2,12.0,89.513,1,Sakhir,5.412,15,Permanent,Moderate,-3.0,14.0,,14.0,0,1
10.0,PER,11,Aston Martin,14.0,Finished,1,Finished,0,2019,2,14.0,89.756,1,Sakhir,5.412,15,Permanent,Moderate,-4.0,10.333333333333334,16.0,10.333333333333334,0,0
11.0,GIO,99,Kick Sauber,16.0,Finished,1,Finished,0,2019,2,16.0,90.026,1,Sakhir,5.412,15,Permanent,Moderate,-5.0,15.0,,17.666666666666668,0,1
12.0,KVY,26,Racing Bulls,15.0,+1 Lap,0,Other,0,2019,2,15.0,89.854,1,Sakhir,5.412,15,Permanent,Moderate,-3.0,10.0,,11.0,0,1
13.0,MAG,20,Haas F1 Team,6.0,+1 Lap,0,Other,0,2019,2,6.0,88.757,1,Sakhir,5.412,15,Permanent,Moderate,7.0,8.333333333333334,5.0,8.333333333333334,0,0
14.0,STR,18,Aston Martin,18.0,+1 Lap,0,Other,0,2019,2,18.0,90.217,1,Sakhir,5.412,15,Permanent,Moderate,-4.0,13.333333333333334,14.0,10.0,0,0
15.0,RUS,63,Williams,19.0,+1 Lap,0,Other,0,2019,2,19.0,91.759,1,Sakhir,5.412,15,Permanent,Moderate,-4.0,16.0,,17.0,0,1
16.0,KUB,88,Williams,20.0,+2 Laps,0,Other,0,2019,2,20.0,91.799,1,Sakhir,5.412,15,Permanent,Moderate,-4.0,17.0,,15.0,0,1
17.0,HUL,27,Alpine,17.0,Engine,0,Mechanical,0,2019,2,17.0,90.034,1,Sakhir,5.412,15,Permanent,Moderate,0.0,15.333333333333334,6.0,15.333333333333334,0,0
18.0,RIC,3,Alpine,10.0,Out of fuel,0,Other,0,2019,2,11.0,89.488,1,Sakhir,5.412,15,Permanent,Moderate,8.0,9.0,20.0,18.666666666666668,0,0
19.0,SAI,55,McLaren,7.0,Collision damage,0,Other,0,2019,2,7.0,88.813,1,Sakhir,5.412,15,Permanent,Moderate,12.0,12.666666666666666,11.0,16.333333333333332,0,0
20.0,GRO,8,Haas F1 Team,11.0,Retired,0,Other,0,2019,2,8.0,89.015,1,Sakhir,5.412,15,Permanent,Moderate,9.0,11.666666666666666,13.0,11.666666666666666,0,0
1.0,HAM,44,Mercedes,2.0,Finished,1,Finished,0,2019,3,2.0,91.57,0,Shanghai,5.451,16,Permanent,Moderate,-1.0,1.3333333333333333,4.0,1.3333333333333333,0,0
2.0,BOT,77,Mercedes,1.0,Finished,1,Finished,0,2019,3,1.0,91.547,0,Shanghai,5.451,16,Permanent,Moderate,1.0,2.6666666666666665,2.0,2.6666666666666665,0,0
3.0,VET,5,Ferrari,3.0,Finished,1,Finished,0,2019,3,3.0,91.848,0,Shanghai,5.451,16,Permanent,Moderate,0.0,3.6666666666666665,8.0,3.6666666666666665,0,0
4.0,VER,33,Red Bull Racing,5.0,Finished,1,Finished,0,2019,3,5.0,92.089,0,Shanghai,5.451,16,Permanent,Moderate,-1.0,3.3333333333333335,5.0,3.3333333333333335,0,0
5.0,LEC,16,Ferrari,4.0,Finished,1,Finished,0,2019,3,4.0,91.865,0,Shanghai,5.451,16,Permanent,Moderate,1.0,5.0,19.0,6.666666666666667,0,0
6.0,GAS,10,Red Bull Racing,6.0,Finished,1,Finished,0,2019,3,6.0,92.93,0,Shanghai,5.451,16,Permanent,Moderate,0.0,11.666666666666666,18.0,7.666666666666667,0,0
7.0,RIC,3,Alpine,7.0,+1 Lap,0,Other,0,2019,3,7.0,92.958,0,Shanghai,5.451,16,Permanent,Moderate,0.0,13.666666666666666,1.0,19.0,0,0
8.0,PER,11,Aston Martin,12.0,+1 Lap,0,Other,0,2019,3,12.0,93.299,0,Shanghai,5.451,16,Permanent,Moderate,-4.0,10.333333333333334,12.0,10.333333333333334,0,0
9.0,RAI,7,Kick Sauber,13.0,+1 Lap,0,Other,0,2019,3,13.0,93.419,0,Shanghai,5.451,16,Permanent,Moderate,-4.0,11.333333333333334,3.0,7.333333333333333,0,0
11.0,GRO,8,Haas F1 Team,10.0,+1 Lap,0,Other,0,2019,3,10.0,93.156,0,Shanghai,5.451,16,Permanent,Moderate,1.0,15.666666666666666,17.0,15.666666666666666,0,0
12.0,STR,18,Aston Martin,16.0,+1 Lap,0,Other,0,2019,3,16.0,94.292,0,Shanghai,5.451,16,Permanent,Moderate,-4.0,12.0,14.0,14.333333333333334,0,0
13.0,MAG,20,Haas F1 Team,9.0,+1 Lap,0,Other,0,2019,3,9.0,93.15,0,Shanghai,5.451,16,Permanent,Moderate,4.0,9.666666666666666,10.0,9.666666666666666,0,0
14.0,SAI,55,McLaren,14.0,+1 Lap,0,Other,0,2019,3,14.0,93.523,0,Shanghai,5.451,16,Permanent,Moderate,0.0,15.0,9.0,16.0,0,0
16.0,RUS,63,Williams,17.0,+2 Laps,0,Other,0,2019,3,17.0,95.253,0,Shanghai,5.451,16,Permanent,Moderate,-1.0,15.5,,16.666666666666668,0,1
17.0,KUB,88,Williams,18.0,+2 Laps,0,Other,0,2019,3,18.0,95.281,0,Shanghai,5.451,16,Permanent,Moderate,-1.0,16.5,,14.0,0,1
18.0,NOR,4,McLaren,15.0,Collision,0,Other,0,2019,3,15.0,93.967,0,Shanghai,5.451,16,Permanent,Moderate,3.0,9.0,,9.666666666666666,0,1
19.0,KVY,26,Racing Bulls,11.0,Collision,0,Other,0,2019,3,11.0,93.236,0,Shanghai,5.451,16,Permanent,Moderate,8.0,11.0,,11.333333333333334,0,1
20.0,HUL,27,Alpine,8.0,Power Unit,0,Other,0,2019,3,8.0,92.962,0,Shanghai,5.451,16,Permanent,Moderate,12.0,14.666666666666666,6.0,14.666666666666666,0,0
1.0,BOT,77,Mercedes,1.0,Finished,1,Finished,0,2019,4,1.0,100.495,0,Baku,6.003,20,Street,Difficult,0.0,1.6666666666666667,14.0,1.6666666666666667,0,0
2.0,HAM,44,Mercedes,2.0,Finished,1,Finished,0,2019,4,2.0,100.554,0,Baku,6.003,20,Street,Difficult,0.0,1.3333333333333333,1.0,1.3333333333333333,0,0
3.0,VET,5,Ferrari,3.0,Finished,1,Finished,0,2019,4,3.0,100.797,0,Baku,6.003,20,Street,Difficult,0.0,4.0,4.0,4.0,0,0
4.0,VER,33,Red Bull Racing,4.0,Finished,1,Finished,0,2019,4,4.0,101.069,0,Baku,6.003,20,Street,Difficult,0.0,3.6666666666666665,16.0,3.6666666666666665,0,0
5.0,LEC,16,Ferrari,8.0,Finished,1,Finished,0,2019,4,9.0,101.426,0,Baku,6.003,20,Street,Difficult,-3.0,4.333333333333333,6.0,4.333333333333333,0,0
6.0,PER,11,Aston Martin,5.0,Finished,1,Finished,0,2019,4,5.0,101.593,0,Baku,6.003,20,Street,Difficult,1.0,10.333333333333334,3.0,10.333333333333334,0,0
7.0,SAI,55,McLaren,9.0,Finished,1,Finished,0,2019,4,10.0,101.936,0,Baku,6.003,20,Street,Difficult,-2.0,17.666666666666668,5.0,17.666666666666668,0,0
8.0,NOR,4,McLaren,7.0,Finished,1,Finished,0,2019,4,7.0,101.886,0,Baku,6.003,20,Street,Difficult,1.0,12.0,,12.0,0,1
9.0,STR,18,Aston Martin,13.0,Finished,1,Finished,0,2019,4,14.0,102.63,0,Baku,6.003,20,Street,Difficult,-4.0,11.666666666666666,8.0,11.666666666666666,0,0
10.0,RAI,7,Kick Sauber,21.0,+1 Lap,0,Other,0,2019,4,19.0,102.059,0,Baku,6.003,20,Street,Difficult,-11.0,8.0,2.0,8.0,0,0
11.0,ALB,23,Racing Bulls,11.0,+1 Lap,0,Other,0,2019,4,12.0,102.154,0,Baku,6.003,20,Street,Difficult,0.0,11.5,,11.5,0,1
12.0,GIO,99,Kick Sauber,17.0,+1 Lap,0,Other,0,2019,4,8.0,102.14,0,Baku,6.003,20,Street,Difficult,-5.0,13.0,,14.666666666666666,0,1
13.0,MAG,20,Haas F1 Team,12.0,+1 Lap,0,Other,0,2019,4,13.0,102.382,0,Baku,6.003,20,Street,Difficult,1.0,10.666666666666666,13.0,10.666666666666666,0,0
14.0,HUL,27,Alpine,15.0,+1 Lap,0,Other,0,2019,4,16.0,103.427,0,Baku,6.003,20,Street,Difficult,-1.0,14.666666666666666,18.0,14.666666666666666,0,0
15.0,RUS,63,Williams,16.0,+2 Laps,0,Other,0,2019,4,17.0,105.062,0,Baku,6.003,20,Street,Difficult,-1.0,15.666666666666666,,15.666666666666666,0,1
16.0,KUB,88,Williams,21.0,+2 Laps,0,Other,0,2019,4,18.0,105.455,0,Baku,6.003,20,Street,Difficult,-5.0,16.666666666666668,,16.666666666666668,0,1
17.0,GAS,10,Red Bull Racing,21.0,Transmission,0,Other,0,2019,4,20.0,101.335,0,Baku,6.003,20,Street,Difficult,-4.0,8.333333333333334,12.0,8.333333333333334,0,0
18.0,GRO,8,Haas F1 Team,14.0,Brakes,0,Other,0,2019,4,15.0,103.407,0,Baku,6.003,20,Street,Difficult,4.0,16.333333333333332,15.0,16.333333333333332,0,0
19.0,KVY,26,Racing Bulls,6.0,Collision,0,Other,0,2019,4,6.0,101.681,0,Baku,6.003,20,Street,Difficult,13.0,13.666666666666666,,13.666666666666666,0,1
20.0,RIC,3,Alpine,10.0,Collision,0,Other,0,2019,4,11.0,102.477,0,Baku,6.003,20,Street,Difficult,10.0,14.666666666666666,17.0,14.666666666666666,0,0
1.0,HAM,44,Mercedes,2.0,Finished,1,Finished,0,2019,5,2.0,76.038,0,Barcelona,4.655,16,Permanent,Difficult,-1.0,1.3333333333333333,1.0,1.3333333333333333,0,0
2.0,BOT,77,Mercedes,1.0,Finished,1,Finished,0,2019,5,1.0,75.406,0,Barcelona,4.655,16,Permanent,Difficult,1.0,1.6666666666666667,2.0,1.6666666666666667,0,0
3.0,VER,33,Red Bull Racing,4.0,Finished,1,Finished,0,2019,5,4.0,76.357,0,Barcelona,4.655,16,Permanent,Difficult,-1.0,4.0,3.0,4.0,0,0
4.0,VET,5,Ferrari,3.0,Finished,1,Finished,0,2019,5,3.0,76.272,0,Barcelona,4.655,16,Permanent,Difficult,1.0,3.6666666666666665,4.0,3.6666666666666665,0,0
5.0,LEC,16,Ferrari,5.0,Finished,1,Finished,0,2019,5,5.0,76.588,0,Barcelona,4.655,16,Permanent,Difficult,0.0,4.333333333333333,10.0,4.333333333333333,0,0
6.0,GAS,10,Red Bull Racing,6.0,Finished,1,Finished,0,2019,5,6.0,76.708,0,Barcelona,4.655,16,Permanent,Difficult,0.0,10.333333333333334,19.0,10.333333333333334,0,0
7.0,MAG,20,Haas F1 Team,8.0,Finished,1,Finished,0,2019,5,8.0,76.922,0,Barcelona,4.655,16,Permanent,Difficult,-1.0,13.0,6.0,13.0,0,0
8.0,SAI,55,McLaren,12.0,Finished,1,Finished,0,2019,5,13.0,77.599,0,Barcelona,4.655,16,Permanent,Difficult,-4.0,13.333333333333334,7.0,13.333333333333334,0,0
9.0,KVY,26,Racing Bulls,9.0,Finished,1,Finished,0,2019,5,9.0,77.243,0,Barcelona,4.655,16,Permanent,Difficult,0.0,16.666666666666668,,16.666666666666668,0,1
10.0,GRO,8,Haas F1 Team,7.0,Finished,1,Finished,0,2019,5,7.0,76.911,0,Barcelona,4.655,16,Permanent,Difficult,3.0,16.333333333333332,18.0,16.333333333333332,0,0
11.0,ALB,23,Racing Bulls,11.0,Finished,1,Finished,0,2019,5,12.0,77.445,0,Barcelona,4.655,16,Permanent,Difficult,0.0,11.333333333333334,,11.333333333333334,0,1
12.0,RIC,3,Alpine,13.0,Finished,1,Finished,0,2019,5,10.0,77.299,0,Barcelona,4.655,16,Permanent,Difficult,-1.0,15.0,5.0,15.0,0,0
13.0,HUL,27,Alpine,21.0,Finished,1,Finished,0,2019,5,16.0,78.404,0,Barcelona,4.655,16,Permanent,Difficult,-8.0,17.0,20.0,17.0,0,0
14.0,RAI,7,Kick Sauber,14.0,Finished,1,Finished,0,2019,5,14.0,77.788,0,Barcelona,4.655,16,Permanent,Difficult,0.0,8.666666666666666,17.0,8.666666666666666,0,0
15.0,PER,11,Aston Martin,15.0,Finished,1,Finished,0,2019,5,15.0,77.886,0,Barcelona,4.655,16,Permanent,Difficult,0.0,8.0,9.0,8.0,0,0
16.0,GIO,99,Kick Sauber,18.0,Finished,1,Finished,0,2019,5,18.0,78.664,0,Barcelona,4.655,16,Permanent,Difficult,-2.0,12.666666666666666,,12.666666666666666,0,1
17.0,RUS,63,Williams,19.0,+1 Lap,0,Other,0,2019,5,19.0,79.072,0,Barcelona,4.655,16,Permanent,Difficult,-2.0,15.333333333333334,,15.333333333333334,0,1
18.0,KUB,88,Williams,17.0,+1 Lap,0,Other,0,2019,5,20.0,80.254,0,Barcelona,4.655,16,Permanent,Difficult,1.0,16.333333333333332,,16.333333333333332,0,1
19.0,STR,18,Aston Martin,16.0,Collision,0,Other,0,2019,5,17.0,78.471,0,Barcelona,4.655,16,Permanent,Difficult,3.0,11.666666666666666,11.0,11.666666666666666,0,0
20.0,NOR,4,McLaren,10.0,Collision,0,Other,0,2019,5,11.0,77.338,0,Barcelona,4.655,16,Permanent,Difficult,10.0,10.666666666666666,,10.666666666666666,0,1
1.0,HAM,44,Mercedes,1.0,Finished,1,Finished,1,2019,6,1.0,70.166,0,Monte Carlo,3.337,19,Street,Extremely Difficult,0.0,1.3333333333333333,3.0,1.3333333333333333,0,0
2.0,VET,5,Ferrari,4.0,Finished,1,Finished,1,2019,6,4.0,70.947,0,Monte Carlo,3.337,19,Street,Extremely Difficult,-2.0,3.3333333333333335,2.0,3.3333333333333335,0,0
3.0,BOT,77,Mercedes,2.0,Finished,1,Finished,1,2019,6,2.0,70.252,0,Monte Carlo,3.337,19,Street,Extremely Difficult,1.0,1.6666666666666667,5.0,1.6666666666666667,0,0
4.0,VER,33,Red Bull Racing,3.0,Finished,1,Finished,1,2019,6,3.0,70.618,0,Monte Carlo,3.337,19,Street,Extremely Difficult,1.0,3.6666666666666665,9.0,3.6666666666666665,0,0
5.0,GAS,10,Red Bull Racing,8.0,Finished,1,Finished,1,2019,6,5.0,71.041,0,Monte Carlo,3.337,19,Street,Extremely Difficult,-3.0,9.666666666666666,7.0,9.666666666666666,0,0
6.0,SAI,55,McLaren,9.0,Finished,1,Finished,1,2019,6,9.0,71.417,0,Monte Carlo,3.337,19,Street,Extremely Difficult,-3.0,9.666666666666666,10.0,9.666666666666666,0,0
7.0,KVY,26,Racing Bulls,7.0,Finished,1,Finished,1,2019,6,8.0,71.271,0,Monte Carlo,3.337,19,Street,Extremely Difficult,0.0,15.666666666666666,,15.666666666666666,0,1
8.0,ALB,23,Racing Bulls,10.0,Finished,1,Finished,1,2019,6,10.0,71.429,0,Monte Carlo,3.337,19,Street,Extremely Difficult,-2.0,10.333333333333334,,10.333333333333334,0,1
9.0,RIC,3,Alpine,6.0,Finished,1,Finished,1,2019,6,7.0,71.218,0,Monte Carlo,3.337,19,Street,Extremely Difficult,3.0,13.0,1.0,13.0,0,0
10.0,GRO,8,Haas F1 Team,13.0,Finished,1,Finished,1,2019,6,13.0,71.837,0,Monte Carlo,3.337,19,Street,Extremely Difficult,-3.0,13.0,15.0,13.0,0,0
11.0,NOR,4,McLaren,12.0,Finished,1,Finished,1,2019,6,12.0,71.724,0,Monte Carlo,3.337,19,Street,Extremely Difficult,-1.0,15.333333333333334,,15.333333333333334,0,1
12.0,PER,11,Aston Martin,16.0,+1 Lap,0,Other,1,2019,6,17.0,72.233,0,Monte Carlo,3.337,19,Street,Extremely Difficult,-4.0,9.666666666666666,12.0,9.666666666666666,0,0
13.0,HUL,27,Alpine,11.0,+1 Lap,0,Other,1,2019,6,11.0,71.67,0,Monte Carlo,3.337,19,Street,Extremely Difficult,2.0,15.666666666666666,8.0,15.666666666666666,0,0
14.0,MAG,20,Haas F1 Team,5.0,+1 Lap,0,Other,1,2019,6,6.0,71.109,0,Monte Carlo,3.337,19,Street,Extremely Difficult,9.0,11.0,13.0,11.0,0,0
15.0,RUS,63,Williams,19.0,+1 Lap,0,Other,1,2019,6,19.0,73.477,0,Monte Carlo,3.337,19,Street,Extremely Difficult,-4.0,16.0,,16.0,0,1
16.0,STR,18,Aston Martin,17.0,+1 Lap,0,Other,1,2019,6,18.0,72.846,0,Monte Carlo,3.337,19,Street,Extremely Difficult,-1.0,13.333333333333334,17.0,13.333333333333334,0,0
17.0,RAI,7,Kick Sauber,14.0,+1 Lap,0,Other,1,2019,6,14.0,71.993,0,Monte Carlo,3.337,19,Street,Extremely Difficult,3.0,11.0,4.0,11.0,0,0
18.0,KUB,88,Williams,20.0,+1 Lap,0,Other,1,2019,6,20.0,73.751,0,Monte Carlo,3.337,19,Street,Extremely Difficult,-2.0,17.0,,17.0,0,1
19.0,GIO,99,Kick Sauber,18.0,+2 Laps,0,Other,1,2019,6,15.0,71.976,0,Monte Carlo,3.337,19,Street,Extremely Difficult,1.0,13.0,,13.0,0,1
20.0,LEC,16,Ferrari,15.0,Collision,0,Other,1,2019,6,16.0,72.149,0,Monte Carlo,3.337,19,Street,Extremely Difficult,5.0,5.0,18.0,5.0,0,0
1.0,HAM,44,Mercedes,2.0,Finished,1,Finished,0,2019,7,2.0,70.446,0,Montréal,4.361,14,Permanent,Easy,-1.0,1.3333333333333333,5.0,1.3333333333333333,0,0
2.0,VET,5,Ferrari,1.0,Finished,1,Finished,0,2019,7,1.0,70.24,0,Montréal,4.361,14,Permanent,Easy,1.0,3.0,1.0,3.0,0,0
3.0,LEC,16,Ferrari,3.0,Finished,1,Finished,0,2019,7,3.0,70.92,0,Montréal,4.361,14,Permanent,Easy,0.0,10.0,10.0,10.0,0,0
4.0,BOT,77,Mercedes,6.0,Finished,1,Finished,0,2019,7,6.0,71.095,0,Montréal,4.361,14,Permanent,Easy,-2.0,2.0,2.0,2.0,0,0
5.0,VER,33,Red Bull Racing,9.0,Finished,1,Finished,0,2019,7,11.0,71.619,0,Montréal,4.361,14,Permanent,Easy,-4.0,3.6666666666666665,3.0,3.6666666666666665,0,0
6.0,RIC,3,Alpine,4.0,+1 Lap,0,Other,0,2019,7,4.0,71.071,0,Montréal,4.361,14,Permanent,Easy,2.0,13.666666666666666,4.0,13.666666666666666,0,0
7.0,HUL,27,Alpine,7.0,+1 Lap,0,Other,0,2019,7,7.0,71.324,0,Montréal,4.361,14,Permanent,Easy,0.0,13.333333333333334,7.0,13.333333333333334,0,0
8.0,GAS,10,Red Bull Racing,5.0,+1 Lap,0,Other,0,2019,7,5.0,71.079,0,Montréal,4.361,14,Permanent,Easy,3.0,9.333333333333334,11.0,9.333333333333334,0,0
9.0,STR,18,Aston Martin,17.0,+1 Lap,0,Other,0,2019,7,18.0,72.266,0,Montréal,4.361,14,Permanent,Easy,-8.0,14.666666666666666,20.0,14.666666666666666,0,0
10.0,KVY,26,Racing Bulls,10.0,+1 Lap,0,Other,0,2019,7,12.0,71.921,0,Montréal,4.361,14,Permanent,Easy,0.0,11.666666666666666,,11.666666666666666,0,1
11.0,SAI,55,McLaren,11.0,+1 Lap,0,Other,0,2019,7,9.0,71.572,0,Montréal,4.361,14,Permanent,Easy,0.0,7.0,8.0,7.0,0,0
12.0,PER,11,Aston Martin,15.0,+1 Lap,0,Other,0,2019,7,16.0,72.197,0,Montréal,4.361,14,Permanent,Easy,-3.0,11.0,14.0,11.0,0,0
13.0,GIO,99,Kick Sauber,12.0,+1 Lap,0,Other,0,2019,7,13.0,72.122,0,Montréal,4.361,14,Permanent,Easy,1.0,15.666666666666666,,15.666666666666666,0,1
14.0,GRO,8,Haas F1 Team,14.0,+1 Lap,0,Other,0,2019,7,15.0,72.109,0,Montréal,4.361,14,Permanent,Easy,0.0,12.666666666666666,12.0,12.666666666666666,0,0
15.0,RAI,7,Kick Sauber,16.0,+1 Lap,0,Other,0,2019,7,17.0,72.23,0,Montréal,4.361,14,Permanent,Easy,-1.0,13.666666666666666,6.0,13.666666666666666,0,0
16.0,RUS,63,Williams,18.0,+2 Laps,0,Other,0,2019,7,19.0,73.617,0,Montréal,4.361,14,Permanent,Easy,-2.0,15.666666666666666,,15.666666666666666,0,1
17.0,MAG,20,Haas F1 Team,21.0,+2 Laps,0,Other,0,2019,7,10.0,71.786,0,Montréal,4.361,14,Permanent,Easy,-4.0,11.333333333333334,13.0,11.333333333333334,0,0
18.0,KUB,88,Williams,19.0,+3 Laps,0,Other,0,2019,7,20.0,74.393,0,Montréal,4.361,14,Permanent,Easy,-1.0,17.333333333333332,,17.333333333333332,0,1
19.0,ALB,23,Racing Bulls,13.0,Collision damage,0,Other,0,2019,7,14.0,72.02,0,Montréal,4.361,14,Permanent,Easy,6.0,10.0,,10.0,0,1
20.0,NOR,4,McLaren,8.0,Suspension,0,Other,0,2019,7,8.0,71.735,0,Montréal,4.361,14,Permanent,Easy,12.0,13.0,,13.0,0,1
1.0,HAM,44,Mercedes,1.0,Finished,1,Finished,0,2019,8,1.0,88.319,0,Le Castellet,5.842,15,Permanent,Difficult,0.0,1.0,1.0,1.0,0,0
2.0,BOT,77,Mercedes,2.0,Finished,1,Finished,0,2019,8,2.0,88.605,0,Le Castellet,5.842,15,Permanent,Difficult,0.0,3.0,7.0,3.0,0,0
3.0,LEC,16,Ferrari,3.0,Finished,1,Finished,0,2019,8,3.0,88.965,0,Le Castellet,5.842,15,Permanent,Difficult,0.0,9.333333333333334,10.0,9.333333333333334,0,0
4.0,VER,33,Red Bull Racing,4.0,Finished,1,Finished,0,2019,8,4.0,89.409,0,Le Castellet,5.842,15,Permanent,Difficult,0.0,4.0,2.0,4.0,0,0
5.0,VET,5,Ferrari,7.0,Finished,1,Finished,0,2019,8,7.0,89.506,0,Le Castellet,5.842,15,Permanent,Difficult,-2.0,2.6666666666666665,5.0,2.6666666666666665,0,0
6.0,SAI,55,McLaren,6.0,Finished,1,Finished,0,2019,8,6.0,89.522,0,Le Castellet,5.842,15,Permanent,Difficult,0.0,8.333333333333334,8.0,8.333333333333334,0,0
7.0,RAI,7,Kick Sauber,12.0,+1 Lap,0,Other,0,2019,8,12.0,90.533,0,Le Castellet,5.842,15,Permanent,Difficult,-5.0,15.333333333333334,3.0,15.333333333333334,0,0
8.0,HUL,27,Alpine,13.0,+1 Lap,0,Other,0,2019,8,13.0,90.544,0,Le Castellet,5.842,15,Permanent,Difficult,-5.0,11.0,9.0,11.0,0,0
9.0,NOR,4,McLaren,5.0,+1 Lap,0,Other,0,2019,8,5.0,89.418,0,Le Castellet,5.842,15,Permanent,Difficult,4.0,17.0,,17.0,0,1
10.0,GAS,10,Red Bull Racing,9.0,+1 Lap,0,Other,0,2019,8,9.0,90.184,0,Le Castellet,5.842,15,Permanent,Difficult,1.0,6.333333333333333,20.0,6.333333333333333,0,0
11.0,RIC,3,Alpine,8.0,+1 Lap,0,Other,0,2019,8,8.0,89.918,0,Le Castellet,5.842,15,Permanent,Difficult,3.0,9.0,4.0,9.0,0,0
12.0,PER,11,Aston Martin,14.0,+1 Lap,0,Other,0,2019,8,14.0,90.738,0,Le Castellet,5.842,15,Permanent,Difficult,-2.0,13.0,18.0,13.0,0,0
13.0,STR,18,Aston Martin,17.0,+1 Lap,0,Other,0,2019,8,18.0,91.726,0,Le Castellet,5.842,15,Permanent,Difficult,-4.0,14.666666666666666,17.0,14.666666666666666,0,0
14.0,KVY,26,Racing Bulls,19.0,+1 Lap,0,Other,0,2019,8,16.0,91.564,0,Le Castellet,5.842,15,Permanent,Difficult,-5.0,8.666666666666666,,8.666666666666666,0,1
15.0,ALB,23,Racing Bulls,11.0,+1 Lap,0,Other,0,2019,8,11.0,90.461,0,Le Castellet,5.842,15,Permanent,Difficult,4.0,12.666666666666666,,12.666666666666666,0,1
16.0,GIO,99,Kick Sauber,10.0,+1 Lap,0,Other,0,2019,8,10.0,90.408,0,Le Castellet,5.842,15,Permanent,Difficult,6.0,16.0,,16.0,0,1
17.0,MAG,20,Haas F1 Team,15.0,+1 Lap,0,Other,0,2019,8,15.0,91.166,0,Le Castellet,5.842,15,Permanent,Difficult,2.0,12.666666666666666,6.0,12.666666666666666,0,0
18.0,KUB,88,Williams,18.0,+2 Laps,0,Other,0,2019,8,20.0,93.205,0,Le Castellet,5.842,15,Permanent,Difficult,0.0,18.0,,18.0,0,1
19.0,RUS,63,Williams,20.0,+2 Laps,0,Other,0,2019,8,19.0,92.789,0,Le Castellet,5.842,15,Permanent,Difficult,-1.0,16.0,,16.0,0,1
20.0,GRO,8,Haas F1 Team,16.0,Retired,0,Other,0,2019,8,17.0,91.626,0,Le Castellet,5.842,15,Permanent,Difficult,4.0,11.333333333333334,11.0,11.333333333333334,0,0
1.0,VER,33,Red Bull Racing,2.0,Finished,1,Finished,0,2019,9,3.0,63.439,0,Spielberg,4.318,10,Permanent,Extremely Easy,-1.0,4.333333333333333,1.0,4.333333333333333,0,0
2.0,LEC,16,Ferrari,1.0,Finished,1,Finished,0,2019,9,1.0,63.003,0,Spielberg,4.318,10,Permanent,Extremely Easy,1.0,8.666666666666666,9.0,8.666666666666666,0,0
3.0,BOT,77,Mercedes,3.0,Finished,1,Finished,0,2019,9,4.0,63.537,0,Spielberg,4.318,10,Permanent,Extremely Easy,0.0,3.0,19.0,3.0,0,0
