Position_race,Abbreviation,DriverNumber_race,TeamName_race,GridPosition,Status,IsFinished,RetirementCategory,IsWetRace,Year,Round,Position_quali,BestLap_Sec,IsWetQuali,Circuit,TrackLength_km,Corners,Type,OvertakingDifficulty,PositionDelta,DriverForm,DriverCircuitForm,TeamForm,IsRookieRace,IsNewCircuit
17.0,PER,11,Red Bull Racing,5.0,Collision,0,Other,0,2021,21,5.0,87.946,0,Jeddah,6.174,27,Street,Extremely Difficult,12.0,3.6666666666666665,,3.6666666666666665,0,1
18.0,MAZ,9,Haas F1 Team,20.0,Collision,0,Other,0,2021,21,20.0,90.473,0,Jeddah,6.174,27,Street,Extremely Difficult,-2.0,17.666666666666668,,17.666666666666668,0,1
19.0,RUS,63,Williams,14.0,Collision,0,Other,0,2021,21,14.0,88.926,0,Jeddah,6.174,27,Street,Extremely Difficult,5.0,15.333333333333334,,15.333333333333334,0,1
20.0,MSC,47,Haas F1 Team,19.0,Accident,0,Crash,0,2021,21,19.0,89.464,0,Jeddah,6.174,27,Street,Extremely Difficult,1.0,17.666666666666668,,17.666666666666668,0,1
1.0,VER,33,Red Bull Racing,1.0,Finished,1,Finished,0,2021,22,1.0,82.109,0,Yas Marina,5.554,21,Permanent,Difficult,0.0,2.0,2.0,2.0,0,0
2.0,HAM,44,Mercedes,2.0,Finished,1,Finished,0,2021,22,2.0,82.48,0,Yas Marina,5.554,21,Permanent,Difficult,0.0,1.0,1.6666666666666667,1.0,0,0
3.0,SAI,55,Ferrari,5.0,Finished,1,Finished,0,2021,22,5.0,82.992,0,Yas Marina,5.554,21,Permanent,Difficult,-2.0,7.0,7.333333333333333,7.0,0,0
4.0,TSU,22,Racing Bulls,8.0,Finished,1,Finished,0,2021,22,8.0,83.22,0,Yas Marina,5.554,21,Permanent,Difficult,-4.0,14.0,,14.0,0,1
5.0,GAS,10,Racing Bulls,12.0,Finished,1,Finished,0,2021,22,12.0,83.489,0,Yas Marina,5.554,21,Permanent,Difficult,-7.0,8.0,14.0,8.0,0,0
6.0,BOT,77,Mercedes,6.0,Finished,1,Finished,0,2021,22,6.0,83.036,0,Yas Marina,5.554,21,Permanent,Difficult,0.0,8.666666666666666,3.6666666666666665,8.666666666666666,0,0
7.0,NOR,4,McLaren,3.0,Finished,1,Finished,0,2021,22,3.0,82.931,0,Yas Marina,5.554,21,Permanent,Difficult,4.0,9.666666666666666,6.5,9.666666666666666,0,0
8.0,ALO,14,Alpine,11.0,Finished,1,Finished,0,2021,22,11.0,83.46,0,Yas Marina,5.554,21,Permanent,Difficult,-3.0,8.333333333333334,11.0,8.333333333333334,0,0
9.0,OCO,31,Alpine,9.0,Finished,1,Finished,0,2021,22,9.0,83.389,0,Yas Marina,5.554,21,Permanent,Difficult,0.0,5.666666666666667,13.0,5.666666666666667,0,0
10.0,LEC,16,Ferrari,7.0,Finished,1,Finished,0,2021,22,7.0,83.122,0,Yas Marina,5.554,21,Permanent,Difficult,3.0,6.666666666666667,7.666666666666667,6.666666666666667,0,0
11.0,VET,5,Aston Martin,15.0,Finished,1,Finished,0,2021,22,15.0,84.225,0,Yas Marina,5.554,21,Permanent,Difficult,-4.0,12.333333333333334,7.0,12.333333333333334,0,0
12.0,RIC,3,McLaren,10.0,+1 Lap,0,Other,0,2021,22,10.0,83.409,0,Yas Marina,5.554,21,Permanent,Difficult,2.0,12.0,7.333333333333333,12.0,0,0
13.0,STR,18,Aston Martin,13.0,+1 Lap,0,Other,0,2021,22,13.0,84.061,0,Yas Marina,5.554,21,Permanent,Difficult,0.0,12.333333333333334,14.333333333333334,12.333333333333334,0,0
14.0,MSC,47,Haas F1 Team,19.0,+1 Lap,0,Other,0,2021,22,19.0,84.906,0,Yas Marina,5.554,21,Permanent,Difficult,-5.0,18.0,,18.0,0,1
15.0,PER,11,Red Bull Racing,4.0,Engine,0,Mechanical,0,2021,22,4.0,82.947,0,Yas Marina,5.554,21,Permanent,Difficult,11.0,8.333333333333334,11.666666666666666,8.333333333333334,0,0
16.0,LAT,6,Williams,16.0,Accident,0,Crash,0,2021,22,16.0,84.338,0,Yas Marina,5.554,21,Permanent,Difficult,0.0,15.666666666666666,17.0,15.666666666666666,0,0
17.0,GIO,99,Kick Sauber,14.0,Gearbox,0,Mechanical,0,2021,22,14.0,84.118,0,Yas Marina,5.554,21,Permanent,Difficult,3.0,12.666666666666666,16.0,12.666666666666666,0,0
18.0,RUS,63,Williams,17.0,Gearbox,0,Mechanical,0,2021,22,17.0,84.423,0,Yas Marina,5.554,21,Permanent,Difficult,1.0,16.333333333333332,16.0,16.333333333333332,0,0
19.0,RAI,7,Kick Sauber,18.0,Brakes,0,Other,0,2021,22,18.0,84.779,0,Yas Marina,5.554,21,Permanent,Difficult,1.0,13.666666666666666,14.666666666666666,13.666666666666666,0,0
1.0,LEC,16,Ferrari,1.0,Finished,1,Finished,0,2022,1,1.0,90.558,0,Sakhir,5.412,15,Permanent,Moderate,0.0,8.333333333333334,12.0,8.333333333333334,0,0
2.0,SAI,55,Ferrari,3.0,Finished,1,Finished,0,2022,1,3.0,90.687,0,Sakhir,5.412,15,Permanent,Moderate,-1.0,6.0,5.666666666666667,6.0,0,0
3.0,HAM,44,Mercedes,5.0,Finished,1,Finished,0,2022,1,5.0,91.048,0,Sakhir,5.412,15,Permanent,Moderate,-2.0,1.3333333333333333,1.0,1.3333333333333333,0,0
4.0,RUS,63,Mercedes,9.0,Finished,1,Finished,0,2022,1,9.0,91.252,0,Sakhir,5.412,15,Permanent,Moderate,-5.0,18.0,11.666666666666666,8.333333333333334,0,0
5.0,MAG,20,Haas F1 Team,7.0,Finished,1,Finished,0,2022,1,7.0,91.461,0,Sakhir,5.412,15,Permanent,Moderate,-2.0,16.666666666666668,15.0,16.666666666666668,0,0
6.0,BOT,77,Kick Sauber,6.0,Finished,1,Finished,0,2022,1,6.0,91.56,0,Sakhir,5.412,15,Permanent,Moderate,0.0,9.666666666666666,6.333333333333333,11.0,0,0
7.0,OCO,31,Alpine,11.0,Finished,1,Finished,0,2022,1,11.0,91.782,0,Sakhir,5.412,15,Permanent,Moderate,-4.0,6.0,8.0,6.0,0,0
8.0,TSU,22,Racing Bulls,16.0,Finished,1,Finished,0,2022,1,16.0,92.75,0,Sakhir,5.412,15,Permanent,Moderate,-8.0,10.333333333333334,9.0,10.333333333333334,0,0
9.0,ALO,14,Alpine,8.0,Finished,1,Finished,0,2022,1,8.0,91.621,0,Sakhir,5.412,15,Permanent,Moderate,1.0,8.0,13.0,8.0,0,0
10.0,ZHO,24,Kick Sauber,15.0,Finished,1,Finished,0,2022,1,15.0,92.493,0,Sakhir,5.412,15,Permanent,Moderate,-5.0,,,16.0,1,1
11.0,MSC,47,Haas F1 Team,12.0,Finished,1,Finished,0,2022,1,12.0,91.998,0,Sakhir,5.412,15,Permanent,Moderate,-1.0,16.666666666666668,16.0,16.666666666666668,0,0
12.0,STR,18,Aston Martin,19.0,Finished,1,Finished,0,2022,1,19.0,93.032,0,Sakhir,5.412,15,Permanent,Moderate,-7.0,10.0,10.666666666666666,10.0,0,0
13.0,ALB,23,Williams,14.0,Finished,1,Finished,0,2022,1,14.0,92.664,0,Sakhir,5.412,15,Permanent,Moderate,-1.0,4.333333333333333,6.0,16.0,0,0
14.0,RIC,3,McLaren,18.0,Finished,1,Finished,0,2022,1,18.0,92.945,0,Sakhir,5.412,15,Permanent,Moderate,-4.0,9.666666666666666,6.333333333333333,9.666666666666666,0,0
15.0,NOR,4,McLaren,13.0,Finished,1,Finished,0,2022,1,13.0,92.008,0,Sakhir,5.412,15,Permanent,Moderate,2.0,8.666666666666666,6.0,8.666666666666666,0,0
16.0,LAT,6,Williams,20.0,Finished,1,Finished,0,2022,1,20.0,93.634,0,Sakhir,5.412,15,Permanent,Moderate,-4.0,15.666666666666666,16.666666666666668,15.666666666666666,0,0
17.0,HUL,27,Aston Martin,17.0,Finished,1,Finished,0,2022,1,17.0,92.777,0,Sakhir,5.412,15,Permanent,Moderate,0.0,11.666666666666666,11.5,11.666666666666666,0,0
18.0,PER,11,Red Bull Racing,4.0,Fuel pressure,0,Other,0,2022,1,4.0,90.921,0,Sakhir,5.412,15,Permanent,Moderate,14.0,12.0,8.0,12.0,0,0
19.0,VER,1,Red Bull Racing,2.0,Fuel pressure,0,Other,0,2022,1,2.0,90.681,0,Sakhir,5.412,15,Permanent,Moderate,17.0,1.6666666666666667,7.666666666666667,1.6666666666666667,0,0
20.0,GAS,10,Racing Bulls,10.0,Power Unit,0,Other,0,2022,1,10.0,91.635,0,Sakhir,5.412,15,Permanent,Moderate,10.0,7.333333333333333,11.333333333333334,7.333333333333333,0,0
1.0,VER,1,Red Bull Racing,4.0,Finished,1,Finished,0,2022,2,4.0,88.461,0,Jeddah,6.174,27,Street,Extremely Difficult,-3.0,7.333333333333333,2.0,7.333333333333333,0,0
2.0,LEC,16,Ferrari,2.0,Finished,1,Finished,0,2022,2,2.0,88.225,0,Jeddah,6.174,27,Street,Extremely Difficult,0.0,6.0,7.0,6.0,0,0
3.0,SAI,55,Ferrari,3.0,Finished,1,Finished,0,2022,2,3.0,88.402,0,Jeddah,6.174,27,Street,Extremely Difficult,0.0,4.333333333333333,8.0,4.333333333333333,0,0
4.0,PER,11,Red Bull Racing,1.0,Finished,1,Finished,0,2022,2,1.0,88.2,0,Jeddah,6.174,27,Street,Extremely Difficult,3.0,16.666666666666668,17.0,16.666666666666668,0,0
5.0,RUS,63,Mercedes,6.0,Finished,1,Finished,0,2022,2,6.0,89.104,0,Jeddah,6.174,27,Street,Extremely Difficult,-1.0,13.666666666666666,19.0,5.666666666666667,0,0
6.0,OCO,31,Alpine,5.0,Finished,1,Finished,0,2022,2,5.0,89.068,0,Jeddah,6.174,27,Street,Extremely Difficult,1.0,6.666666666666667,4.0,6.666666666666667,0,0
7.0,NOR,4,McLaren,11.0,Finished,1,Finished,0,2022,2,11.0,89.651,0,Jeddah,6.174,27,Street,Extremely Difficult,-4.0,10.666666666666666,10.0,10.666666666666666,0,0
8.0,GAS,10,Racing Bulls,9.0,Finished,1,Finished,0,2022,2,9.0,89.254,0,Jeddah,6.174,27,Street,Extremely Difficult,-1.0,10.333333333333334,6.0,10.333333333333334,0,0
9.0,MAG,20,Haas F1 Team,10.0,Finished,1,Finished,0,2022,2,10.0,89.546,0,Jeddah,6.174,27,Street,Extremely Difficult,-1.0,12.666666666666666,,12.666666666666666,0,1
10.0,HAM,44,Mercedes,15.0,Finished,1,Finished,0,2022,2,16.0,90.343,0,Jeddah,6.174,27,Street,Extremely Difficult,-5.0,2.0,1.0,2.0,0,0
11.0,ZHO,24,Kick Sauber,12.0,Finished,1,Finished,0,2022,2,13.0,89.819,0,Jeddah,6.174,27,Street,Extremely Difficult,-1.0,10.0,,14.666666666666666,0,1
12.0,HUL,27,Aston Martin,17.0,Finished,1,Finished,0,2022,2,18.0,90.543,0,Jeddah,6.174,27,Street,Extremely Difficult,-5.0,10.666666666666666,,10.666666666666666,0,1
13.0,STR,18,Aston Martin,13.0,+1 Lap,0,Other,0,2022,2,15.0,90.256,0,Jeddah,6.174,27,Street,Extremely Difficult,0.0,12.0,11.0,12.0,0,0
14.0,ALB,23,Williams,16.0,Collision damage,0,Other,0,2022,2,17.0,90.492,0,Jeddah,6.174,27,Street,Extremely Difficult,-2.0,7.666666666666667,,14.5,0,1
15.0,BOT,77,Kick Sauber,8.0,Cooling system,0,Other,0,2022,2,8.0,89.183,0,Jeddah,6.174,27,Street,Extremely Difficult,7.0,5.0,3.0,7.0,0,0
16.0,ALO,14,Alpine,7.0,Water pump,0,Other,0,2022,2,7.0,89.147,0,Jeddah,6.174,27,Street,Extremely Difficult,9.0,10.0,13.0,10.0,0,0
17.0,RIC,3,McLaren,14.0,Gearbox,0,Mechanical,0,2022,2,12.0,89.773,0,Jeddah,6.174,27,Street,Extremely Difficult,3.0,10.333333333333334,5.0,10.333333333333334,0,0
18.0,LAT,6,Williams,18.0,Accident,0,Crash,0,2022,2,19.0,91.817,0,Jeddah,6.174,27,Street,Extremely Difficult,0.0,14.666666666666666,12.0,14.666666666666666,0,0
19.0,TSU,22,Racing Bulls,19.0,Power Unit,0,Other,0,2022,2,20.0,84.0575,0,Jeddah,6.174,27,Street,Extremely Difficult,0.0,8.666666666666666,14.0,8.666666666666666,0,0
1.0,LEC,16,Ferrari,1.0,Finished,1,Finished,0,2022,3,1.0,77.868,0,Melbourne,5.303,16,Permanent,Moderate,0.0,4.333333333333333,9.0,4.333333333333333,0,0
2.0,PER,11,Red Bull Racing,3.0,Finished,1,Finished,0,2022,3,3.0,78.24,0,Melbourne,5.303,16,Permanent,Moderate,-1.0,12.333333333333334,12.0,12.333333333333334,0,0
3.0,RUS,63,Mercedes,6.0,Finished,1,Finished,0,2022,3,6.0,78.933,0,Melbourne,5.303,16,Permanent,Moderate,-3.0,9.0,16.0,6.0,0,0
4.0,HAM,44,Mercedes,5.0,Finished,1,Finished,0,2022,3,5.0,78.825,0,Melbourne,5.303,16,Permanent,Moderate,-1.0,5.0,2.0,5.0,0,0
5.0,NOR,4,McLaren,4.0,Finished,1,Finished,0,2022,3,4.0,78.703,0,Melbourne,5.303,16,Permanent,Moderate,1.0,9.666666666666666,12.0,9.666666666666666,0,0
6.0,RIC,3,McLaren,7.0,Finished,1,Finished,0,2022,3,7.0,79.032,0,Melbourne,5.303,16,Permanent,Moderate,-1.0,14.333333333333334,11.5,14.333333333333334,0,0
7.0,OCO,31,Alpine,8.0,Finished,1,Finished,0,2022,3,8.0,79.061,0,Melbourne,5.303,16,Permanent,Moderate,-1.0,7.333333333333333,12.0,7.333333333333333,0,0
8.0,BOT,77,Kick Sauber,12.0,Finished,1,Finished,0,2022,3,12.0,79.251,0,Melbourne,5.303,16,Permanent,Moderate,-4.0,9.0,4.5,9.0,0,0
9.0,GAS,10,Racing Bulls,11.0,Finished,1,Finished,0,2022,3,11.0,79.226,0,Melbourne,5.303,16,Permanent,Moderate,-2.0,11.0,14.5,11.0,0,0
10.0,ALB,23,Williams,20.0,Finished,1,Finished,0,2022,3,16.0,80.135,0,Melbourne,5.303,16,Permanent,Moderate,-10.0,10.333333333333334,14.0,14.333333333333334,0,0
11.0,ZHO,24,Kick Sauber,14.0,Finished,1,Finished,0,2022,3,14.0,79.91,0,Melbourne,5.303,16,Permanent,Moderate,-3.0,10.5,,13.333333333333334,0,1
12.0,STR,18,Aston Martin,19.0,Finished,1,Finished,0,2022,3,20.0,84.0575,0,Melbourne,5.303,16,Permanent,Moderate,-7.0,12.666666666666666,11.5,12.666666666666666,0,0
13.0,MSC,47,Haas F1 Team,15.0,+1 Lap,0,Other,0,2022,3,15.0,80.104,0,Melbourne,5.303,16,Permanent,Moderate,-2.0,15.0,,15.0,0,1
14.0,MAG,20,Haas F1 Team,16.0,+1 Lap,0,Other,0,2022,3,17.0,80.254,0,Melbourne,5.303,16,Permanent,Moderate,-2.0,10.666666666666666,11.5,10.666666666666666,0,0
15.0,TSU,22,Racing Bulls,13.0,+1 Lap,0,Other,0,2022,3,13.0,79.424,0,Melbourne,5.303,16,Permanent,Moderate,2.0,10.333333333333334,,10.333333333333334,0,1
16.0,LAT,6,Williams,18.0,+1 Lap,0,Other,0,2022,3,19.0,81.372,0,Melbourne,5.303,16,Permanent,Moderate,-2.0,16.666666666666668,,16.666666666666668,0,1
17.0,ALO,14,Alpine,10.0,+1 Lap,0,Other,0,2022,3,10.0,78.815,0,Melbourne,5.303,16,Permanent,Moderate,7.0,11.0,5.0,11.0,0,0
18.0,VER,1,Red Bull Racing,2.0,Fuel leak,0,Other,0,2022,3,2.0,78.154,0,Melbourne,5.303,16,Permanent,Moderate,16.0,7.0,4.5,7.0,0,0
19.0,VET,5,Aston Martin,17.0,Accident,0,Crash,0,2022,3,18.0,81.149,0,Melbourne,5.303,16,Permanent,Moderate,2.0,12.333333333333334,2.5,12.333333333333334,0,0
20.0,SAI,55,Ferrari,9.0,Spun off,0,Other,0,2022,3,9.0,78.469,0,Melbourne,5.303,16,Permanent,Moderate,11.0,2.6666666666666665,15.0,2.6666666666666665,0,0
1.0,VER,1,Red Bull Racing,1.0,Finished,1,Finished,0,2022,4,1.0,78.793,1,Imola,4.909,19,Permanent,Difficult,0.0,12.666666666666666,9.0,12.666666666666666,0,0
2.0,PER,11,Red Bull Racing,3.0,Finished,1,Finished,0,2022,4,7.0,79.296,1,Imola,4.909,19,Permanent,Difficult,-1.0,8.0,8.5,8.0,0,0
3.0,NOR,4,McLaren,5.0,Finished,1,Finished,0,2022,4,3.0,79.294,1,Imola,4.909,19,Permanent,Difficult,-2.0,9.0,5.5,9.0,0,0
4.0,RUS,63,Mercedes,11.0,Finished,1,Finished,0,2022,4,11.0,80.383,1,Imola,4.909,19,Permanent,Difficult,-7.0,4.0,17.5,4.0,0,0
5.0,BOT,77,Kick Sauber,7.0,Finished,1,Finished,0,2022,4,8.0,80.192,1,Imola,4.909,19,Permanent,Difficult,-2.0,9.666666666666666,10.0,9.666666666666666,0,0
6.0,LEC,16,Ferrari,2.0,Finished,1,Finished,0,2022,4,2.0,78.796,1,Imola,4.909,19,Permanent,Difficult,4.0,1.3333333333333333,4.5,1.3333333333333333,0,0
7.0,TSU,22,Racing Bulls,12.0,Finished,1,Finished,0,2022,4,16.0,80.474,1,Imola,4.909,19,Permanent,Difficult,-5.0,14.0,12.0,14.0,0,0
8.0,VET,5,Aston Martin,13.0,Finished,1,Finished,0,2022,4,9.0,79.957,1,Imola,4.909,19,Permanent,Difficult,-5.0,15.333333333333334,13.5,15.333333333333334,0,0
9.0,MAG,20,Haas F1 Team,8.0,Finished,1,Finished,0,2022,4,4.0,79.902,1,Imola,4.909,19,Permanent,Difficult,1.0,9.333333333333334,18.0,9.333333333333334,0,0
10.0,STR,18,Aston Martin,15.0,+1 Lap,0,Other,0,2022,4,15.0,80.342,1,Imola,4.909,19,Permanent,Difficult,-5.0,12.333333333333334,10.5,12.333333333333334,0,0
11.0,ALB,23,Williams,18.0,+1 Lap,0,Other,0,2022,4,20.0,84.0575,1,Imola,4.909,19,Permanent,Difficult,-7.0,12.333333333333334,15.0,12.333333333333334,0,0
12.0,GAS,10,Racing Bulls,17.0,+1 Lap,0,Other,0,2022,4,17.0,80.732,1,Imola,4.909,19,Permanent,Difficult,-5.0,12.333333333333334,13.5,12.333333333333334,0,0
13.0,HAM,44,Mercedes,14.0,+1 Lap,0,Other,0,2022,4,13.0,80.47,1,Imola,4.909,19,Permanent,Difficult,-1.0,5.666666666666667,1.5,5.666666666666667,0,0
14.0,OCO,31,Alpine,16.0,+1 Lap,0,Other,0,2022,4,19.0,82.338,1,Imola,4.909,19,Permanent,Difficult,-2.0,6.666666666666667,14.0,6.666666666666667,0,0
15.0,ZHO,24,Kick Sauber,21.0,+1 Lap,0,Other,0,2022,4,14.0,79.73,1,Imola,4.909,19,Permanent,Difficult,-6.0,10.666666666666666,,10.666666666666666,0,1
16.0,LAT,6,Williams,19.0,+1 Lap,0,Other,0,2022,4,18.0,81.971,1,Imola,4.909,19,Permanent,Difficult,-3.0,16.666666666666668,15.5,16.666666666666668,0,0
17.0,MSC,47,Haas F1 Team,10.0,+1 Lap,0,Other,0,2022,4,12.0,80.422,1,Imola,4.909,19,Permanent,Difficult,7.0,12.666666666666666,16.0,12.666666666666666,0,0
18.0,RIC,3,McLaren,6.0,+1 Lap,0,Other,0,2022,4,6.0,79.98,1,Imola,4.909,19,Permanent,Difficult,12.0,12.333333333333334,4.5,12.333333333333334,0,0
19.0,ALO,14,Alpine,9.0,Collision damage,0,Other,0,2022,4,5.0,79.595,1,Imola,4.909,19,Permanent,Difficult,10.0,14.0,10.0,14.0,0,0
20.0,SAI,55,Ferrari,4.0,Collision,0,Other,0,2022,4,10.0,78.99,1,Imola,4.909,19,Permanent,Difficult,16.0,8.333333333333334,6.0,8.333333333333334,0,0
1.0,VER,1,Red Bull Racing,3.0,Finished,1,Finished,1,2022,5,3.0,88.991,0,Miami,5.412,19,Permanent,Moderate,-2.0,6.666666666666667,,6.666666666666667,0,1
2.0,LEC,16,Ferrari,1.0,Finished,1,Finished,1,2022,5,1.0,88.796,0,Miami,5.412,19,Permanent,Moderate,1.0,3.0,,3.0,0,1
3.0,SAI,55,Ferrari,2.0,Finished,1,Finished,1,2022,5,2.0,88.986,0,Miami,5.412,19,Permanent,Moderate,1.0,14.333333333333334,,14.333333333333334,0,1
4.0,PER,11,Red Bull Racing,4.0,Finished,1,Finished,1,2022,5,4.0,89.036,0,Miami,5.412,19,Permanent,Moderate,0.0,2.6666666666666665,,2.6666666666666665,0,1
5.0,RUS,63,Mercedes,12.0,Finished,1,Finished,1,2022,5,12.0,90.173,0,Miami,5.412,19,Permanent,Moderate,-7.0,4.0,,4.0,0,1
6.0,HAM,44,Mercedes,6.0,Finished,1,Finished,1,2022,5,6.0,89.625,0,Miami,5.412,19,Permanent,Moderate,0.0,9.0,,9.0,0,1
7.0,BOT,77,Kick Sauber,5.0,Finished,1,Finished,1,2022,5,5.0,89.475,0,Miami,5.412,19,Permanent,Moderate,2.0,9.333333333333334,,9.333333333333334,0,1
8.0,OCO,31,Alpine,20.0,Finished,1,Finished,1,2022,5,20.0,84.0575,0,Miami,5.412,19,Permanent,Moderate,-12.0,9.0,,9.0,0,1
9.0,ALB,23,Williams,18.0,Finished,1,Finished,1,2022,5,18.0,91.266,0,Miami,5.412,19,Permanent,Moderate,-9.0,11.666666666666666,,11.666666666666666,0,1
10.0,STR,18,Aston Martin,21.0,Finished,1,Finished,1,2022,5,10.0,89.996,0,Miami,5.412,19,Permanent,Moderate,-11.0,11.666666666666666,,11.666666666666666,0,1
11.0,ALO,14,Alpine,11.0,Finished,1,Finished,1,2022,5,11.0,90.16,0,Miami,5.412,19,Permanent,Moderate,0.0,17.333333333333332,,17.333333333333332,0,1
12.0,TSU,22,Racing Bulls,9.0,Finished,1,Finished,1,2022,5,9.0,89.932,0,Miami,5.412,19,Permanent,Moderate,3.0,13.666666666666666,,13.666666666666666,0,1
13.0,RIC,3,McLaren,14.0,Finished,1,Finished,1,2022,5,14.0,90.31,0,Miami,5.412,19,Permanent,Moderate,-1.0,13.666666666666666,,13.666666666666666,0,1
14.0,LAT,6,Williams,19.0,Finished,1,Finished,1,2022,5,19.0,91.325,0,Miami,5.412,19,Permanent,Moderate,-5.0,16.666666666666668,,16.666666666666668,0,1
15.0,MSC,47,Haas F1 Team,15.0,Finished,1,Finished,1,2022,5,15.0,90.423,0,Miami,5.412,19,Permanent,Moderate,0.0,13.666666666666666,,13.666666666666666,0,1
16.0,MAG,20,Haas F1 Team,16.0,Front wing,0,Other,1,2022,5,16.0,90.975,0,Miami,5.412,19,Permanent,Moderate,0.0,10.666666666666666,,10.666666666666666,0,1
17.0,VET,5,Aston Martin,21.0,Collision,0,Other,1,2022,5,13.0,90.214,0,Miami,5.412,19,Permanent,Moderate,-4.0,12.666666666666666,,12.666666666666666,0,1
18.0,GAS,10,Racing Bulls,7.0,Suspension,0,Other,1,2022,5,7.0,89.69,0,Miami,5.412,19,Permanent,Moderate,11.0,9.666666666666666,,9.666666666666666,0,1
19.0,NOR,4,McLaren,8.0,Collision,0,Other,1,2022,5,8.0,89.634,0,Miami,5.412,19,Permanent,Moderate,11.0,5.0,,5.0,0,1
20.0,ZHO,24,Kick Sauber,17.0,Water leak,0,Other,1,2022,5,17.0,91.02,0,Miami,5.412,19,Permanent,Moderate,3.0,12.333333333333334,,12.333333333333334,0,1
1.0,VER,1,Red Bull Racing,2.0,Finished,1,Finished,0,2022,6,2.0,79.073,0,Barcelona,4.655,16,Permanent,Difficult,-1.0,6.666666666666667,2.3333333333333335,6.666666666666667,0,0
2.0,PER,11,Red Bull Racing,5.0,Finished,1,Finished,0,2022,6,5.0,79.42,0,Barcelona,4.655,16,Permanent,Difficult,-3.0,2.6666666666666665,8.333333333333334,2.6666666666666665,0,0
3.0,RUS,63,Mercedes,4.0,Finished,1,Finished,0,2022,6,4.0,79.393,0,Barcelona,4.655,16,Permanent,Difficult,-1.0,4.0,16.0,4.0,0,0
4.0,SAI,55,Ferrari,3.0,Finished,1,Finished,0,2022,6,3.0,79.166,0,Barcelona,4.655,16,Permanent,Difficult,1.0,14.333333333333334,7.0,14.333333333333334,0,0
5.0,HAM,44,Mercedes,6.0,Finished,1,Finished,0,2022,6,6.0,79.512,0,Barcelona,4.655,16,Permanent,Difficult,-1.0,7.666666666666667,1.0,7.666666666666667,0,0
6.0,BOT,77,Kick Sauber,7.0,Finished,1,Finished,0,2022,6,7.0,79.608,0,Barcelona,4.655,16,Permanent,Difficult,-1.0,6.666666666666667,2.6666666666666665,6.666666666666667,0,0
7.0,OCO,31,Alpine,12.0,Finished,1,Finished,0,2022,6,12.0,80.638,0,Barcelona,4.655,16,Permanent,Difficult,-5.0,9.666666666666666,12.666666666666666,9.666666666666666,0,0
8.0,NOR,4,McLaren,11.0,Finished,1,Finished,0,2022,6,11.0,80.471,0,Barcelona,4.655,16,Permanent,Difficult,-3.0,9.0,12.666666666666666,9.0,0,0
9.0,ALO,14,Alpine,20.0,+1 Lap,0,Other,0,2022,6,17.0,81.043,0,Barcelona,4.655,16,Permanent,Difficult,-11.0,15.666666666666666,12.5,15.666666666666666,0,0
10.0,TSU,22,Racing Bulls,13.0,+1 Lap,0,Other,0,2022,6,13.0,80.639,0,Barcelona,4.655,16,Permanent,Difficult,-3.0,11.333333333333334,20.0,11.333333333333334,0,0
11.0,VET,5,Aston Martin,16.0,+1 Lap,0,Other,0,2022,6,16.0,80.954,0,Barcelona,4.655,16,Permanent,Difficult,-5.0,14.666666666666666,8.0,14.666666666666666,0,0
12.0,RIC,3,McLaren,9.0,+1 Lap,0,Other,0,2022,6,9.0,80.287,0,Barcelona,4.655,16,Permanent,Difficult,3.0,12.333333333333334,9.666666666666666,12.333333333333334,0,0
13.0,GAS,10,Racing Bulls,14.0,+1 Lap,0,Other,0,2022,6,14.0,80.719,0,Barcelona,4.655,16,Permanent,Difficult,-1.0,13.0,8.333333333333334,13.0,0,0
14.0,MSC,47,Haas F1 Team,10.0,+1 Lap,0,Other,0,2022,6,10.0,80.368,0,Barcelona,4.655,16,Permanent,Difficult,4.0,15.0,18.0,15.0,0,0
15.0,STR,18,Aston Martin,17.0,+1 Lap,0,Other,0,2022,6,18.0,81.418,0,Barcelona,4.655,16,Permanent,Difficult,-2.0,10.666666666666666,11.333333333333334,10.666666666666666,0,0
16.0,LAT,6,Williams,19.0,+2 Laps,0,Other,0,2022,6,20.0,81.915,0,Barcelona,4.655,16,Permanent,Difficult,-3.0,15.333333333333334,17.0,15.333333333333334,0,0
17.0,MAG,20,Haas F1 Team,8.0,+2 Laps,0,Other,0,2022,6,8.0,79.682,0,Barcelona,4.655,16,Permanent,Difficult,9.0,13.0,9.333333333333334,13.0,0,0
18.0,ALB,23,Williams,18.0,+2 Laps,0,Other,0,2022,6,19.0,81.645,0,Barcelona,4.655,16,Permanent,Difficult,0.0,10.0,9.5,10.0,0,0
19.0,ZHO,24,Kick Sauber,15.0,Power loss,0,Other,0,2022,6,15.0,80.476,0,Barcelona,4.655,16,Permanent,Difficult,4.0,15.333333333333334,,15.333333333333334,0,1
20.0,LEC,16,Ferrari,1.0,Turbo,0,Other,0,2022,6,1.0,78.75,0,Barcelona,4.655,16,Permanent,Difficult,19.0,3.0,9.666666666666666,3.0,0,0
1.0,PER,11,Red Bull Racing,3.0,Finished,1,Finished,1,2022,7,3.0,71.629,0,Monte Carlo,3.337,19,Street,Extremely Difficult,-2.0,2.6666666666666665,9.333333333333334,2.6666666666666665,0,0
