Position,Abbreviation,DriverNumber,TeamName,GridPosition,Status,IsFinished,RetirementCategory,IsWetRace,Year,Round,Circuit
13.0,VAN,2,McLaren,14.0,Finished,1,Finished,1,2018,3,Shanghai
14.0,STR,18,Williams,18.0,Finished,1,Finished,1,2018,3,Shanghai
15.0,SIR,35,Williams,16.0,Finished,1,Finished,1,2018,3,Shanghai
16.0,ERI,9,Sauber,20.0,Finished,1,Finished,1,2018,3,Shanghai
17.0,GRO,8,Haas F1 Team,10.0,Finished,1,Finished,1,2018,3,Shanghai
18.0,GAS,10,Toro Rosso,17.0,Finished,1,Finished,1,2018,3,Shanghai
19.0,LEC,16,Sauber,19.0,Finished,1,Finished,1,2018,3,Shanghai
20.0,HAR,28,Toro Rosso,15.0,Collision damage,0,Other,1,2018,3,Shanghai
1.0,HAM,44,Mercedes,2.0,Finished,1,Finished,0,2018,4,Baku
2.0,RAI,7,Ferrari,6.0,Finished,1,Finished,0,2018,4,Baku
3.0,PER,11,Force India,8.0,Finished,1,Finished,0,2018,4,Baku
4.0,VET,5,Ferrari,1.0,Finished,1,Finished,0,2018,4,Baku
5.0,SAI,55,Renault,9.0,Finished,1,Finished,0,2018,4,Baku
6.0,LEC,16,Sauber,13.0,Finished,1,Finished,0,2018,4,Baku
7.0,ALO,14,McLaren,12.0,Finished,1,Finished,0,2018,4,Baku
8.0,STR,18,Williams,10.0,Finished,1,Finished,0,2018,4,Baku
9.0,VAN,2,McLaren,16.0,Finished,1,Finished,0,2018,4,Baku
10.0,HAR,28,Toro Rosso,19.0,Finished,1,Finished,0,2018,4,Baku
11.0,ERI,9,Sauber,18.0,Finished,1,Finished,0,2018,4,Baku
12.0,GAS,10,Toro Rosso,17.0,Finished,1,Finished,0,2018,4,Baku
13.0,MAG,20,Haas F1 Team,15.0,Finished,1,Finished,0,2018,4,Baku
14.0,BOT,77,Mercedes,3.0,Puncture,0,Other,0,2018,4,Baku
15.0,GRO,8,Haas F1 Team,20.0,Accident,0,Crash,0,2018,4,Baku
16.0,VER,33,Red Bull Racing,5.0,Collision,0,Other,0,2018,4,Baku
17.0,RIC,3,Red Bull Racing,4.0,Collision,0,Other,0,2018,4,Baku
18.0,HUL,27,Renault,14.0,Accident,0,Crash,0,2018,4,Baku
19.0,OCO,31,Force India,7.0,Collision,0,Other,0,2018,4,Baku
20.0,SIR,35,Williams,11.0,Collision,0,Other,0,2018,4,Baku
1.0,HAM,44,Mercedes,1.0,Finished,1,Finished,1,2018,5,Barcelona
2.0,BOT,77,Mercedes,2.0,Finished,1,Finished,1,2018,5,Barcelona
3.0,VER,33,Red Bull Racing,5.0,Finished,1,Finished,1,2018,5,Barcelona
4.0,VET,5,Ferrari,3.0,Finished,1,Finished,1,2018,5,Barcelona
5.0,RIC,3,Red Bull Racing,6.0,Finished,1,Finished,1,2018,5,Barcelona
6.0,MAG,20,Haas F1 Team,7.0,+1 Lap,0,Other,1,2018,5,Barcelona
7.0,SAI,55,Renault,9.0,+1 Lap,0,Other,1,2018,5,Barcelona
8.0,ALO,14,McLaren,8.0,+1 Lap,0,Other,1,2018,5,Barcelona
9.0,PER,11,Force India,15.0,+2 Laps,0,Other,1,2018,5,Barcelona
10.0,LEC,16,Sauber,14.0,+2 Laps,0,Other,1,2018,5,Barcelona
11.0,STR,18,Williams,18.0,+2 Laps,0,Other,1,2018,5,Barcelona
12.0,HAR,28,Toro Rosso,20.0,+2 Laps,0,Other,1,2018,5,Barcelona
13.0,ERI,9,Sauber,17.0,+2 Laps,0,Other,1,2018,5,Barcelona
14.0,SIR,35,Williams,19.0,+3 Laps,0,Other,1,2018,5,Barcelona
15.0,VAN,2,McLaren,11.0,Gearbox,0,Mechanical,1,2018,5,Barcelona
16.0,OCO,31,Force India,13.0,Oil leak,0,Other,1,2018,5,Barcelona
17.0,RAI,7,Ferrari,4.0,Turbo,0,Other,1,2018,5,Barcelona
18.0,GRO,8,Haas F1 Team,10.0,Collision,0,Other,1,2018,5,Barcelona
19.0,GAS,10,Toro Rosso,12.0,Collision,0,Other,1,2018,5,Barcelona
20.0,HUL,27,Renault,16.0,Collision,0,Other,1,2018,5,Barcelona
1.0,RIC,3,Red Bull Racing,1.0,Finished,1,Finished,1,2018,6,Monte Carlo
2.0,VET,5,Ferrari,2.0,Finished,1,Finished,1,2018,6,Monte Carlo
3.0,HAM,44,Mercedes,3.0,Finished,1,Finished,1,2018,6,Monte Carlo
4.0,RAI,7,Ferrari,4.0,Finished,1,Finished,1,2018,6,Monte Carlo
5.0,BOT,77,Mercedes,5.0,Finished,1,Finished,1,2018,6,Monte Carlo
6.0,OCO,31,Force India,6.0,Finished,1,Finished,1,2018,6,Monte Carlo
7.0,GAS,10,Toro Rosso,10.0,Finished,1,Finished,1,2018,6,Monte Carlo
8.0,HUL,27,Renault,11.0,Finished,1,Finished,1,2018,6,Monte Carlo
9.0,VER,33,Red Bull Racing,20.0,Finished,1,Finished,1,2018,6,Monte Carlo
10.0,SAI,55,Renault,8.0,Finished,1,Finished,1,2018,6,Monte Carlo
11.0,ERI,9,Sauber,16.0,Finished,1,Finished,1,2018,6,Monte Carlo
12.0,PER,11,Force India,9.0,Finished,1,Finished,1,2018,6,Monte Carlo
13.0,MAG,20,Haas F1 Team,19.0,Finished,1,Finished,1,2018,6,Monte Carlo
14.0,VAN,2,McLaren,12.0,+1 Lap,0,Other,1,2018,6,Monte Carlo
15.0,GRO,8,Haas F1 Team,18.0,+1 Lap,0,Other,1,2018,6,Monte Carlo
16.0,SIR,35,Williams,13.0,+1 Lap,0,Other,1,2018,6,Monte Carlo
17.0,STR,18,Williams,17.0,+2 Laps,0,Other,1,2018,6,Monte Carlo
18.0,LEC,16,Sauber,14.0,Collision,0,Other,1,2018,6,Monte Carlo
19.0,HAR,28,Toro Rosso,15.0,Collision,0,Other,1,2018,6,Monte Carlo
20.0,ALO,14,McLaren,7.0,Gearbox,0,Mechanical,1,2018,6,Monte Carlo
1.0,VET,5,Ferrari,1.0,Finished,1,Finished,0,2018,7,Montréal
2.0,BOT,77,Mercedes,2.0,Finished,1,Finished,0,2018,7,Montréal
3.0,VER,33,Red Bull Racing,3.0,Finished,1,Finished,0,2018,7,Montréal
4.0,RIC,3,Red Bull Racing,6.0,Finished,1,Finished,0,2018,7,Montréal
5.0,HAM,44,Mercedes,4.0,Finished,1,Finished,0,2018,7,Montréal
6.0,RAI,7,Ferrari,5.0,Finished,1,Finished,0,2018,7,Montréal
7.0,HUL,27,Renault,7.0,+1 Lap,0,Other,0,2018,7,Montréal
8.0,SAI,55,Renault,9.0,+1 Lap,0,Other,0,2018,7,Montréal
9.0,OCO,31,Force India,8.0,+1 Lap,0,Other,0,2018,7,Montréal
10.0,LEC,16,Sauber,13.0,+1 Lap,0,Other,0,2018,7,Montréal
11.0,GAS,10,Toro Rosso,16.0,+1 Lap,0,Other,0,2018,7,Montréal
12.0,GRO,8,Haas F1 Team,20.0,+1 Lap,0,Other,0,2018,7,Montréal
13.0,MAG,20,Haas F1 Team,11.0,+1 Lap,0,Other,0,2018,7,Montréal
14.0,PER,11,Force India,10.0,+1 Lap,0,Other,0,2018,7,Montréal
15.0,ERI,9,Sauber,19.0,+2 Laps,0,Other,0,2018,7,Montréal
16.0,VAN,2,McLaren,15.0,+2 Laps,0,Other,0,2018,7,Montréal
17.0,SIR,35,Williams,18.0,+2 Laps,0,Other,0,2018,7,Montréal
18.0,ALO,14,McLaren,14.0,Exhaust,0,Other,0,2018,7,Montréal
19.0,HAR,28,Toro Rosso,12.0,Collision,0,Other,0,2018,7,Montréal
20.0,STR,18,Williams,17.0,Collision,0,Other,0,2018,7,Montréal
1.0,HAM,44,Mercedes,1.0,Finished,1,Finished,1,2018,8,Le Castellet
2.0,VER,33,Red Bull Racing,4.0,Finished,1,Finished,1,2018,8,Le Castellet
3.0,RAI,7,Ferrari,6.0,Finished,1,Finished,1,2018,8,Le Castellet
4.0,RIC,3,Red Bull Racing,5.0,Finished,1,Finished,1,2018,8,Le Castellet
5.0,VET,5,Ferrari,3.0,Finished,1,Finished,1,2018,8,Le Castellet
6.0,MAG,20,Haas F1 Team,9.0,Finished,1,Finished,1,2018,8,Le Castellet
7.0,BOT,77,Mercedes,2.0,Finished,1,Finished,1,2018,8,Le Castellet
8.0,SAI,55,Renault,7.0,Finished,1,Finished,1,2018,8,Le Castellet
9.0,HUL,27,Renault,12.0,Finished,1,Finished,1,2018,8,Le Castellet
10.0,LEC,16,Sauber,8.0,Finished,1,Finished,1,2018,8,Le Castellet
11.0,GRO,8,Haas F1 Team,10.0,+1 Lap,0,Other,1,2018,8,Le Castellet
12.0,VAN,2,McLaren,17.0,+1 Lap,0,Other,1,2018,8,Le Castellet
13.0,ERI,9,Sauber,15.0,+1 Lap,0,Other,1,2018,8,Le Castellet
14.0,HAR,28,Toro Rosso,20.0,+1 Lap,0,Other,1,2018,8,Le Castellet
15.0,SIR,35,Williams,18.0,+1 Lap,0,Other,1,2018,8,Le Castellet
16.0,ALO,14,McLaren,16.0,Wheel,0,Other,1,2018,8,Le Castellet
17.0,STR,18,Williams,19.0,Puncture,0,Other,1,2018,8,Le Castellet
18.0,PER,11,Force India,13.0,Engine,0,Mechanical,1,2018,8,Le Castellet
19.0,OCO,31,Force India,11.0,Collision,0,Other,1,2018,8,Le Castellet
20.0,GAS,10,Toro Rosso,14.0,Collision,0,Other,1,2018,8,Le Castellet
1.0,VER,33,Red Bull Racing,4.0,Finished,1,Finished,0,2018,9,Spielberg
2.0,RAI,7,Ferrari,3.0,Finished,1,Finished,0,2018,9,Spielberg
3.0,VET,5,Ferrari,6.0,Finished,1,Finished,0,2018,9,Spielberg
4.0,GRO,8,Haas F1 Team,5.0,+1 Lap,0,Other,0,2018,9,Spielberg
5.0,MAG,20,Haas F1 Team,8.0,+1 Lap,0,Other,0,2018,9,Spielberg
6.0,OCO,31,Force India,11.0,+1 Lap,0,Other,0,2018,9,Spielberg
7.0,PER,11,Force India,16.0,+1 Lap,0,Other,0,2018,9,Spielberg
8.0,ALO,14,McLaren,13.0,+1 Lap,0,Other,0,2018,9,Spielberg
9.0,LEC,16,Sauber,18.0,+1 Lap,0,Other,0,2018,9,Spielberg
10.0,ERI,9,Sauber,20.0,+1 Lap,0,Other,0,2018,9,Spielberg
11.0,GAS,10,Toro Rosso,12.0,+1 Lap,0,Other,0,2018,9,Spielberg
12.0,SAI,55,Renault,9.0,+1 Lap,0,Other,0,2018,9,Spielberg
13.0,SIR,35,Williams,17.0,+2 Laps,0,Other,0,2018,9,Spielberg
14.0,STR,18,Williams,14.0,+2 Laps,0,Other,0,2018,9,Spielberg
15.0,VAN,2,McLaren,15.0,Collision damage,0,Other,0,2018,9,Spielberg
16.0,HAM,44,Mercedes,2.0,Fuel pressure,0,Other,0,2018,9,Spielberg
17.0,HAR,28,Toro Rosso,19.0,Hydraulics,0,Other,0,2018,9,Spielberg
18.0,RIC,3,Red Bull Racing,7.0,Exhaust,0,Other,0,2018,9,Spielberg
19.0,BOT,77,Mercedes,1.0,Hydraulics,0,Other,0,2018,9,Spielberg
20.0,HUL,27,Renault,10.0,Engine,0,Mechanical,0,2018,9,Spielberg
1.0,VET,5,Ferrari,2.0,Finished,1,Finished,0,2018,10,Silverstone
2.0,HAM,44,Mercedes,1.0,Finished,1,Finished,0,2018,10,Silverstone
3.0,RAI,7,Ferrari,3.0,Finished,1,Finished,0,2018,10,Silverstone
4.0,BOT,77,Mercedes,4.0,Finished,1,Finished,0,2018,10,Silverstone
5.0,RIC,3,Red Bull Racing,6.0,Finished,1,Finished,0,2018,10,Silverstone
6.0,HUL,27,Renault,11.0,Finished,1,Finished,0,2018,10,Silverstone
7.0,OCO,31,Force India,10.0,Finished,1,Finished,0,2018,10,Silverstone
8.0,ALO,14,McLaren,13.0,Finished,1,Finished,0,2018,10,Silverstone
9.0,MAG,20,Haas F1 Team,7.0,Finished,1,Finished,0,2018,10,Silverstone
10.0,PER,11,Force India,12.0,Finished,1,Finished,0,2018,10,Silverstone
11.0,VAN,2,McLaren,17.0,Finished,1,Finished,0,2018,10,Silverstone
12.0,STR,18,Williams,19.0,Finished,1,Finished,0,2018,10,Silverstone
13.0,GAS,10,Toro Rosso,14.0,Finished,1,Finished,0,2018,10,Silverstone
14.0,SIR,35,Williams,18.0,Finished,1,Finished,0,2018,10,Silverstone
15.0,VER,33,Red Bull Racing,5.0,Brakes,0,Other,0,2018,10,Silverstone
16.0,GRO,8,Haas F1 Team,8.0,Collision,0,Other,0,2018,10,Silverstone
17.0,SAI,55,Renault,16.0,Collision,0,Other,0,2018,10,Silverstone
18.0,ERI,9,Sauber,15.0,Accident,0,Crash,0,2018,10,Silverstone
19.0,LEC,16,Sauber,9.0,Tyre,0,Other,0,2018,10,Silverstone
20.0,HAR,28,Toro Rosso,0.0,Power Unit,0,Other,0,2018,10,Silverstone
1.0,HAM,44,Mercedes,14.0,Finished,1,Finished,1,2018,11,Hockenheim
2.0,BOT,77,Mercedes,2.0,Finished,1,Finished,1,2018,11,Hockenheim
3.0,RAI,7,Ferrari,3.0,Finished,1,Finished,1,2018,11,Hockenheim
4.0,VER,33,Red Bull Racing,4.0,Finished,1,Finished,1,2018,11,Hockenheim
5.0,HUL,27,Renault,7.0,Finished,1,Finished,1,2018,11,Hockenheim
6.0,GRO,8,Haas F1 Team,6.0,Finished,1,Finished,1,2018,11,Hockenheim
7.0,PER,11,Force India,10.0,Finished,1,Finished,1,2018,11,Hockenheim
8.0,OCO,31,Force India,15.0,Finished,1,Finished,1,2018,11,Hockenheim
9.0,ERI,9,Sauber,13.0,Finished,1,Finished,1,2018,11,Hockenheim
10.0,HAR,28,Toro Rosso,17.0,Finished,1,Finished,1,2018,11,Hockenheim
11.0,MAG,20,Haas F1 Team,5.0,Finished,1,Finished,1,2018,11,Hockenheim
12.0,SAI,55,Renault,8.0,Finished,1,Finished,1,2018,11,Hockenheim
13.0,VAN,2,McLaren,19.0,Finished,1,Finished,1,2018,11,Hockenheim
14.0,GAS,10,Toro Rosso,16.0,+1 Lap,0,Other,1,2018,11,Hockenheim
15.0,LEC,16,Sauber,9.0,+1 Lap,0,Other,1,2018,11,Hockenheim
16.0,ALO,14,McLaren,11.0,Retired,0,Other,1,2018,11,Hockenheim
17.0,STR,18,Williams,18.0,Engine,0,Mechanical,1,2018,11,Hockenheim
18.0,VET,5,Ferrari,1.0,Accident,0,Crash,1,2018,11,Hockenheim
19.0,SIR,35,Williams,12.0,Engine,0,Mechanical,1,2018,11,Hockenheim
20.0,RIC,3,Red Bull Racing,20.0,Engine,0,Mechanical,1,2018,11,Hockenheim
1.0,HAM,44,Mercedes,1.0,Finished,1,Finished,0,2018,12,Budapest
2.0,VET,5,Ferrari,4.0,Finished,1,Finished,0,2018,12,Budapest
3.0,RAI,7,Ferrari,3.0,Finished,1,Finished,0,2018,12,Budapest
4.0,RIC,3,Red Bull Racing,12.0,Finished,1,Finished,0,2018,12,Budapest
5.0,BOT,77,Mercedes,2.0,Finished,1,Finished,0,2018,12,Budapest
6.0,GAS,10,Toro Rosso,6.0,Finished,1,Finished,0,2018,12,Budapest
7.0,MAG,20,Haas F1 Team,9.0,+1 Lap,0,Other,0,2018,12,Budapest
8.0,ALO,14,McLaren,11.0,+1 Lap,0,Other,0,2018,12,Budapest
9.0,SAI,55,Renault,5.0,+1 Lap,0,Other,0,2018,12,Budapest
10.0,GRO,8,Haas F1 Team,10.0,+1 Lap,0,Other,0,2018,12,Budapest
11.0,HAR,28,Toro Rosso,8.0,+1 Lap,0,Other,0,2018,12,Budapest
12.0,HUL,27,Renault,13.0,+1 Lap,0,Other,0,2018,12,Budapest
13.0,OCO,31,Force India,18.0,+1 Lap,0,Other,0,2018,12,Budapest
14.0,PER,11,Force India,19.0,+1 Lap,0,Other,0,2018,12,Budapest
15.0,ERI,9,Sauber,14.0,+2 Laps,0,Other,0,2018,12,Budapest
16.0,SIR,35,Williams,20.0,+2 Laps,0,Other,0,2018,12,Budapest
17.0,STR,18,Williams,15.0,+2 Laps,0,Other,0,2018,12,Budapest
18.0,VAN,2,McLaren,16.0,Gearbox,0,Mechanical,0,2018,12,Budapest
19.0,VER,33,Red Bull Racing,7.0,Power loss,0,Other,0,2018,12,Budapest
20.0,LEC,16,Sauber,17.0,Suspension,0,Other,0,2018,12,Budapest
1.0,VET,5,Ferrari,2.0,Finished,1,Finished,0,2018,13,Spa-Francorchamps
2.0,HAM,44,Mercedes,1.0,Finished,1,Finished,0,2018,13,Spa-Francorchamps
3.0,VER,33,Red Bull Racing,7.0,Finished,1,Finished,0,2018,13,Spa-Francorchamps
4.0,BOT,77,Mercedes,19.0,Finished,1,Finished,0,2018,13,Spa-Francorchamps
5.0,PER,11,Racing Point,4.0,Finished,1,Finished,0,2018,13,Spa-Francorchamps
6.0,OCO,31,Racing Point,3.0,Finished,1,Finished,0,2018,13,Spa-Francorchamps
7.0,GRO,8,Haas F1 Team,5.0,Finished,1,Finished,0,2018,13,Spa-Francorchamps
8.0,MAG,20,Haas F1 Team,9.0,Finished,1,Finished,0,2018,13,Spa-Francorchamps
9.0,GAS,10,Toro Rosso,10.0,Finished,1,Finished,0,2018,13,Spa-Francorchamps
10.0,ERI,9,Sauber,13.0,+1 Lap,0,Other,0,2018,13,Spa-Francorchamps
11.0,SAI,55,Renault,14.0,+1 Lap,0,Other,0,2018,13,Spa-Francorchamps
12.0,SIR,35,Williams,16.0,+1 Lap,0,Other,0,2018,13,Spa-Francorchamps
13.0,STR,18,Williams,17.0,+1 Lap,0,Other,0,2018,13,Spa-Francorchamps
14.0,HAR,28,Toro Rosso,11.0,+1 Lap,0,Other,0,2018,13,Spa-Francorchamps
15.0,VAN,2,McLaren,18.0,+1 Lap,0,Other,0,2018,13,Spa-Francorchamps
16.0,RIC,3,Red Bull Racing,8.0,Retired,0,Other,0,2018,13,Spa-Francorchamps
17.0,RAI,7,Ferrari,6.0,Brakes,0,Other,0,2018,13,Spa-Francorchamps
18.0,LEC,16,Sauber,12.0,Accident,0,Crash,0,2018,13,Spa-Francorchamps
19.0,ALO,14,McLaren,15.0,Accident,0,Crash,0,2018,13,Spa-Francorchamps
20.0,HUL,27,Renault,20.0,Accident,0,Crash,0,2018,13,Spa-Francorchamps
1.0,HAM,44,Mercedes,3.0,Finished,1,Finished,1,2018,14,Monza
2.0,RAI,7,Ferrari,1.0,Finished,1,Finished,1,2018,14,Monza
3.0,BOT,77,Mercedes,4.0,Finished,1,Finished,1,2018,14,Monza
4.0,VET,5,Ferrari,2.0,Finished,1,Finished,1,2018,14,Monza
5.0,VER,33,Red Bull Racing,5.0,Finished,1,Finished,1,2018,14,Monza
6.0,OCO,31,Racing Point,8.0,Finished,1,Finished,1,2018,14,Monza
7.0,PER,11,Racing Point,14.0,Finished,1,Finished,1,2018,14,Monza
8.0,SAI,55,Renault,7.0,Finished,1,Finished,1,2018,14,Monza
9.0,STR,18,Williams,10.0,+1 Lap,0,Other,1,2018,14,Monza
10.0,SIR,35,Williams,12.0,+1 Lap,0,Other,1,2018,14,Monza
11.0,LEC,16,Sauber,15.0,+1 Lap,0,Other,1,2018,14,Monza
12.0,VAN,2,McLaren,17.0,+1 Lap,0,Other,1,2018,14,Monza
13.0,HUL,27,Renault,20.0,+1 Lap,0,Other,1,2018,14,Monza
14.0,GAS,10,Toro Rosso,9.0,+1 Lap,0,Other,1,2018,14,Monza
15.0,ERI,9,Sauber,18.0,+1 Lap,0,Other,1,2018,14,Monza
16.0,MAG,20,Haas F1 Team,11.0,+1 Lap,0,Other,1,2018,14,Monza
17.0,RIC,3,Red Bull Racing,19.0,Engine,0,Mechanical,1,2018,14,Monza
18.0,ALO,14,McLaren,13.0,Engine,0,Mechanical,1,2018,14,Monza
19.0,HAR,28,Toro Rosso,16.0,Brakes,0,Other,1,2018,14,Monza
20.0,GRO,8,Haas F1 Team,6.0,Disqualified,0,Other,1,2018,14,Monza
1.0,HAM,44,Mercedes,1.0,Finished,1,Finished,0,2018,15,Singapore
2.0,VER,33,Red Bull Racing,2.0,Finished,1,Finished,0,2018,15,Singapore
3.0,VET,5,Ferrari,3.0,Finished,1,Finished,0,2018,15,Singapore
4.0,BOT,77,Mercedes,4.0,Finished,1,Finished,0,2018,15,Singapore
5.0,RAI,7,Ferrari,5.0,Finished,1,Finished,0,2018,15,Singapore
6.0,RIC,3,Red Bull Racing,6.0,Finished,1,Finished,0,2018,15,Singapore
7.0,ALO,14,McLaren,11.0,Finished,1,Finished,0,2018,15,Singapore
8.0,SAI,55,Renault,12.0,+1 Lap,0,Other,0,2018,15,Singapore
9.0,LEC,16,Sauber,13.0,+1 Lap,0,Other,0,2018,15,Singapore
10.0,HUL,27,Renault,10.0,+1 Lap,0,Other,0,2018,15,Singapore
11.0,ERI,9,Sauber,14.0,+1 Lap,0,Other,0,2018,15,Singapore
12.0,VAN,2,McLaren,18.0,+1 Lap,0,Other,0,2018,15,Singapore
13.0,GAS,10,Toro Rosso,15.0,+1 Lap,0,Other,0,2018,15,Singapore
14.0,STR,18,Williams,20.0,+1 Lap,0,Other,0,2018,15,Singapore
15.0,GRO,8,Haas F1 Team,8.0,+1 Lap,0,Other,0,2018,15,Singapore
16.0,PER,11,Racing Point,7.0,+1 Lap,0,Other,0,2018,15,Singapore
17.0,HAR,28,Toro Rosso,17.0,+1 Lap,0,Other,0,2018,15,Singapore
18.0,MAG,20,Haas F1 Team,16.0,+2 Laps,0,Other,0,2018,15,Singapore
19.0,SIR,35,Williams,19.0,+2 Laps,0,Other,0,2018,15,Singapore
20.0,OCO,31,Racing Point,9.0,Collision,0,Other,0,2018,15,Singapore
1.0,HAM,44,Mercedes,2.0,Finished,1,Finished,1,2018,16,Sochi
2.0,BOT,77,Mercedes,1.0,Finished,1,Finished,1,2018,16,Sochi
3.0,VET,5,Ferrari,3.0,Finished,1,Finished,1,2018,16,Sochi
4.0,RAI,7,Ferrari,4.0,Finished,1,Finished,1,2018,16,Sochi
5.0,VER,33,Red Bull Racing,19.0,Finished,1,Finished,1,2018,16,Sochi
6.0,RIC,3,Red Bull Racing,18.0,Finished,1,Finished,1,2018,16,Sochi
7.0,LEC,16,Sauber,7.0,Finished,1,Finished,1,2018,16,Sochi
8.0,MAG,20,Haas F1 Team,5.0,+1 Lap,0,Other,1,2018,16,Sochi
9.0,OCO,31,Racing Point,6.0,+1 Lap,0,Other,1,2018,16,Sochi
10.0,PER,11,Racing Point,8.0,+1 Lap,0,Other,1,2018,16,Sochi
11.0,GRO,8,Haas F1 Team,9.0,+1 Lap,0,Other,1,2018,16,Sochi
12.0,HUL,27,Renault,12.0,+1 Lap,0,Other,1,2018,16,Sochi
13.0,ERI,9,Sauber,10.0,+1 Lap,0,Other,1,2018,16,Sochi
14.0,ALO,14,McLaren,16.0,+1 Lap,0,Other,1,2018,16,Sochi
15.0,STR,18,Williams,14.0,+1 Lap,0,Other,1,2018,16,Sochi
16.0,VAN,2,McLaren,15.0,+2 Laps,0,Other,1,2018,16,Sochi
17.0,SAI,55,Renault,11.0,+2 Laps,0,Other,1,2018,16,Sochi
18.0,SIR,35,Williams,13.0,+2 Laps,0,Other,1,2018,16,Sochi
